state,cycle,chamber,district,party,candidate,provider_candidate,provider_identity,candidate_filer_id,campaign_id,match_score,match_margin,candidates_considered,match_status,event_target,committee_names,committee_name,source_path,registration_cycle,source_reported_total,match_method,adjudication_id,record_count,total_contributions
NC,2024,house,16,R,CARSON SMITH,"SMITH, CARSON HENRY  JR",35669,35669,35669,100.0,100.0,1,accepted_automatic,,"CARSON SMITH FOR NC HOUSE (SMITH, CARSON HENRY  JR)",,,,,,,,
NC,2024,house,17,D,CHARLES JONES,"JONES, CHARLES RONALD JR",52513,52513,52513,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT CHARLES JONES (JONES, CHARLES RONALD JR)",,,,,,,,
NC,2024,house,17,R,FRANK ILER,"ILER, FRANK",16568,16568,16568,100.0,100.0,1,accepted_automatic,,"COMM TO ELECT FRANK ILER (ILER, FRANK)",,,,,,,,
NC,2024,house,19,D,JILL BROWN,"BROWN, JILL ALICE",52562,52562,52562,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT JILL BROWN (BROWN, JILL ALICE)",,,,,,,,
NC,2024,house,19,R,CHARLIE MILLER,"MILLER, CHARLES W",42245,42245,42245,97.14285714285714,97.14285714285714,3,accepted_automatic,,"COMMITTEE TO ELECT CHARLES W. MILLER NC HOUSE (MILLER, CHARLES W)",,,,,,,,
NC,2024,house,20,D,JONATHAN M BERGER,"BERGER, JONATHAN M.",52811,52811,52811,100.0,100.0,1,accepted_automatic,,"JBFORNC20 (BERGER, JONATHAN M.)",,,,,,,,
NC,2024,house,20,R,TED DAVIS JR,"DAVIS, TED",22827,22827,22827,100.0,100.0,1,accepted_automatic,,"DAVIS FOR NC HOUSE (DAVIS, TED)",,,,,,,,
NC,2024,house,21,D,YA LIU,"COMMITTEE TO ELECT YA LIU (YIU, GUANGYA (WAKE))|LIU, YA",41174|47148,41174|47148,41174|47148,100.0,100.0,2,accepted_automatic,,"COMMITTEE TO ELECT YA LIU (LIU, YA)|COMMITTEE TO ELECT YA LIU (YIU, GUANGYA (WAKE))",,,,,,,,
NC,2024,house,21,R,MARY MISKIMON,"MARY4APEX (MISKIMON, MARY (WAKE))|MISKIMON, MARY ELIZABETH",52757|56648,52757|56648,52757|56648,100.0,100.0,2,accepted_automatic,,"COMMITTEE TO ELECT MARY MISKIMON (MISKIMON, MARY ELIZABETH)|MARY4APEX (MISKIMON, MARY (WAKE))",,,,,,,,
NC,2024,house,22,D,JOSHUA HARRELL,"HARRELL, JOSHUA SCOTT",51928,51928,51928,100.0,100.0,2,accepted_automatic,,"HARRELL FOR HOUSE (HARRELL, JOSHUA SCOTT)",,,,,,,,
NC,2024,house,22,R,WILLIAM BRISSON,"BRISSON, WILLIAM",4998,4998,4998,100.0,100.0,1,accepted_automatic,,"WILLIAM BRISSON FOR NC HOUSE COMM (BRISSON, WILLIAM)",,,,,,,,
NC,2024,house,23,D,SHELLY WILLINGHAM,"WILLINGHAM, SHELLY",12609|1436|27107|5063,12609|1436|27107|5063,12609|1436|27107|5063,100.0,100.0,4,accepted_automatic,,"COMM TO ELECT SHELLY WILLINGHAM NC SENATE (WILLINGHAM CAMPAIGN FUND) (WILLINGHAM, SHELLY)|COMM TO ELECT SHELLY WILLINGHAM TO NC SENATE (WILLINGHAM, SHELLY)|SHELLY WILLINGHAM CAMPAIGN COMM (WILLINGHAM, SHELLY)|WILLINGHAM CAMPAIGN FUND (WILLINGHAM, SHELLY)",,,,,,,,
NC,2024,house,23,R,BRENT ROBERSON,"ROBERSON, BRENT",52514|57770,52514|57770,52514|57770,100.0,100.0,2,accepted_automatic,,"COMMITTEE FOR BRENT ROBERSON (ROBERSON, BRENT)|ELECT BRENT ROBERSON (ROBERSON, BRENT)",,,,,,,,
NC,2024,house,24,D,DANTE PITTMAN,"PITTMAN, DANTE NEAL",51803,51803,51803,100.0,100.0,2,accepted_automatic,,"PITTMAN FOR NC (PITTMAN, DANTE NEAL)",,,,,,,,
NC,2024,house,24,R,KEN FONTENOT,"FONTENOT, KENNETH JAMES",36638,36638,36638,92.0,92.0,1,accepted_automatic,,"FONTENOT FOR HOUSE 15 (FONTENOT, KENNETH JAMES)",,,,,,,,
NC,2024,house,25,D,LORENZA M WILKINS,"WILKINS, LORENZA M.",52697,52697,52697,100.0,100.0,2,accepted_automatic,,"COMMITTEE TO ELECT LORENZA WILKINS (WILKINS, LORENZA M.)",,,,,,,,
NC,2024,house,25,R,ALLEN CHESSER,"CHESSER, GREGORY ALLEN, II",47659,47659,47659,100.0,100.0,1,accepted_automatic,,"ALLEN CHESSER FOR NC HOUSE (CHESSER, GREGORY ALLEN, II)",,,,,,,,
NC,2024,house,26,D,MATTHEW WOOD,"WOOD, MATTHEW W.",52698,52698,52698,100.0,100.0,2,accepted_automatic,,"COMMITTEE TO ELECT MATT WOOD (WOOD, MATTHEW W.)",,,,,,,,
NC,2024,house,26,R,DONNA MCDOWELL WHITE,"WHITE, DONNA",31587,31587,31587,100.0,100.0,5,accepted_automatic,,"DONNA WHITE FOR NC HOUSE 26 (WHITE, DONNA)",,,,,,,,
NC,2024,house,28,D,TAWANDA SHEPARD,"SHEPARD, TAWANDA",52813,52813,52813,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT TAWANDA SHEPARD (SHEPARD, TAWANDA)",,,,,,,,
NC,2024,house,28,R,LARRY C STRICKLAND,"STRICKLAND, LARRY CRAIG",31662,31662,31662,100.0,100.0,2,accepted_automatic,,"LARRY C STRICKLAND CAMPAIGN COMMITTEE (STRICKLAND, LARRY CRAIG)",,,,,,,,
NC,2024,house,32,D,BRYAN COHN,"COHN, BRYAN",52461|59062,52461|59062,52461|59062,100.0,100.0,2,accepted_automatic,,"BRYAN COHN FOR NC (COHN, BRYAN)|COMMITTEE TO ELECT BRYAN COHN (COHN, BRYAN)",,,,,,,,
NC,2024,house,32,R,FRANK SOSSAMON,"SOSSAMON, FRANK|SOSSAMON, JOHN FRANKLIN",47389|55583,47389|55583,47389|55583,100.0,100.0,2,accepted_automatic,,"COMMITTEE TO ELECT FRANK SOSSAMON (SOSSAMON, JOHN FRANKLIN)|FRANK SOSSAMON LEGAL EXPENSE FUND (SOSSAMON, FRANK)",,,,,,,,
NC,2024,house,35,D,EVONNE S HOPKINS,"HOPKINS, EVONNE",52615,52615,52615,100.0,100.0,1,accepted_automatic,,"HOPKINS FOR HOUSE (HOPKINS, EVONNE)",,,,,,,,
NC,2024,house,35,R,MIKE SCHIETZELT,"SCHIETZELT, MIKE",52241,52241,52241,100.0,100.0,1,accepted_automatic,,"MIKE SCHIETZELT FOR NC (SCHIETZELT, MIKE)",,,,,,,,
NC,2024,house,36,D,JULIE VON HAEFEN,"VON HAEFEN, JULE MARIE",36202,36202,36202,100.0,100.0,1,accepted_automatic,,"COMM TO ELECT JULIE VON HAEFEN (VON HAEFEN, JULE MARIE)",,,,,,,,
NC,2024,house,36,R,BECKI ALLEN,"ALLEN, BECKI|ALLEN, REBECCA",46103|52616,46103|52616,46103|52616,100.0,100.0,3,accepted_automatic,,"BECKI ALLEN COMMITTEE (ALLEN, BECKI)|ELECT BECKI ALLEN COMMITTEE (ALLEN, REBECCA)",,,,,,,,
NC,2024,house,37,D,SAFIYAH JACKSON,"JACKSON, SAFIYAH",52563,52563,52563,100.0,100.0,1,accepted_automatic,,"TEAM JACKSON FOR NC (JACKSON, SAFIYAH)",,,,,,,,
NC,2024,house,37,R,ERIN PARE,"PARE, ERIN",41725,41725,41725,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT ERIN PARE (PARE, ERIN)",,,,,,,,
NC,2024,house,40,D,JOE JOHN,"CRAIG, JOHN O|JOHN, JOSEPH R|JOHN, JOSEPH R SR",19670|2517|31565,19670|2517|31565,19670|2517|31565,100.0,100.0,3,accepted_automatic,,"COMM TO RE-ELECT JOE CRAIG SUPERIOR CT JUDGE (CRAIG, JOHN O)|JOE JOHN NC HOUSE 40 COMMITTEE (JOHN, JOSEPH R SR)|JUDGE JOE JOHN SUPREME CT COMM (JOHN, JOSEPH R)",,,,,,,,
NC,2024,house,40,R,JERRY DOLINER,"DOLINER, JERRY I",52758,52758,52758,100.0,100.0,1,accepted_automatic,,"DOLINER 4 HOUSE 40 (DOLINER, JERRY I)",,,,,,,,
NC,2024,house,42,D,MIKE COLVIN,"COLVIN, HENDRIX MICHAEL",52519,52519,52519,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT MIKE COLVIN (COLVIN, HENDRIX MICHAEL)",,,,,,,,
NC,2024,house,42,R,LEONARD L BRYANT,"BRYANT, LEONARD LAQUE",52460,52460,52460,100.0,100.0,2,accepted_automatic,,"BRYANT FOR NC HOUSE (BRYANT, LEONARD LAQUE)",,,,,,,,
NC,2024,house,43,D,"JANENE ""DUBLIN"" ACKLES","ACKLES, JANENE",52672,52672,52672,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT JANENE ACKLES DUBLIN (ACKLES, JANENE)",,,,,,,,
NC,2024,house,43,R,DIANE WHEATLEY,"WHEATLEY, DIANE D|WHEATLEY, DIANE DAVIS",22650|42241,22650|42241,22650|42241,100.0,100.0,2,accepted_automatic,,"COMM TO ELECT DIANE WHEATLEY (WHEATLEY, DIANE DAVIS)|DIANE WHEATLEY FOR NC HOUSE 43 (WHEATLEY, DIANE D)",,,,,,,,
NC,2024,house,44,D,CHARLES SMITH,"SMITH, CHARLES RUPPE",47062,47062,47062,100.0,100.0,1,accepted_automatic,,"CHARLES SMITH FOR NC (SMITH, CHARLES RUPPE)",,,,,,,,
NC,2024,house,44,R,FREDDIE DE LA CRUZ,VENUS DE LA CRUZ - NO 2026 ORG PAPERWORK RECEIVED,58299,58299,58299,100.0,100.0,1,accepted_automatic,,VENUS DE LA CRUZ - NO 2026 ORG PAPERWORK RECEIVED,,,,,,,,
NC,2024,house,47,D,ESHONDA HOOPER,"HOOPER, ESHONDA D",52564,52564,52564,100.0,100.0,1,accepted_automatic,,"HOOPER, ESHONDA - 2024 NO ORGANIZATIONAL PAPERWORK RECEIVED (HOOPER, ESHONDA D)",,,,,,,,
NC,2024,house,47,R,JARROD LOWERY,"LOWERY, JARROD MARSHALL",36545,36545,36545,100.0,100.0,1,accepted_automatic,,"JARROD LOWERY COMMITTEE (LOWERY, JARROD MARSHALL)",,,,,,,,
NC,2024,house,48,D,GARLAND E PIERCE,"PIERCE, GARLAND E",4982,4982,4982,100.0,100.0,3,accepted_automatic,,"COMM TO ELECT GARLAND PIERCE (PIERCE, GARLAND E)",,,,,,,,
NC,2024,house,48,R,RALPH CARTER,"CARTER, RALPH",52275,52275,52275,100.0,100.0,3,accepted_automatic,,"RALPH CARTER FOR NC HOUSE (CARTER, RALPH)",,,,,,,,
NC,2024,house,51,D,GINGER BAUERBAND,"BAUERBAND, VIRGINIA LYNNE",52819,52819,52819,100.0,100.0,1,accepted_automatic,,"GINGER FOR HOUSE SEAT 51 (BAUERBAND, VIRGINIA LYNNE)",,,,,,,,
NC,2024,house,51,R,JOHN SAULS,"SAULS, JOHN I|SAULS, JOHN IRWIN",2208|31212,2208|31212,2208|31212,100.0,100.0,2,accepted_automatic,,"SAULS FOR NC HOUSE (SAULS, JOHN I)|SAULS FOR NC HOUSE (SAULS, JOHN IRWIN)",,,,,,,,
NC,2024,house,52,D,JIMMY SELF,"SELF, JIMMY FRANKLIN",52520,52520,52520,100.0,100.0,1,accepted_automatic,,"JIMMY FOR HOUSE 52 (SELF, JIMMY FRANKLIN)",,,,,,,,
NC,2024,house,52,R,BEN MOSS JR,"MOSS, BEN THOMAS JR",40410,40410,40410,100.0,100.0,1,accepted_automatic,,"NORTH CAROLINIANS FOR BEN MOSS (MOSS, BEN THOMAS JR)",,,,,,,,
NC,2024,house,53,D,KEVIN G THURMAN,"THURMAN, KEVIN",49770,49770,49770,100.0,100.0,1,accepted_automatic,,"THE COMMITTEE TO ELECT KEVIN G. THURMAN (THURMAN, KEVIN)",,,,,,,,
NC,2024,house,53,R,HOWARD PENNY JR,"PENNY, HOWARD L., JR",44243,44243,44243,100.0,100.0,1,accepted_automatic,,"PENNY FOR NC HOUSE (PENNY, HOWARD L., JR)",,,,,,,,
NC,2024,house,54,D,ROBERT T REIVES II,"REIVES, ROBERT T II",27117,27117,27117,100.0,100.0,1,accepted_automatic,,"COMM TO ELECT ROBERT T REIVES II (REIVES, ROBERT T II)",,,,,,,,
NC,2024,house,54,R,JOE GODFREY,"GODFREY, JOSEPH SCOTT",52760,52760,52760,100.0,100.0,1,accepted_automatic,,"ELECT JOE GODFREY (GODFREY, JOSEPH SCOTT)",,,,,,,,
NC,2024,house,55,D,JUDY H LITTLE,"LITTLE, JUDY HAMILTON",52761,52761,52761,100.0,100.0,3,accepted_automatic,,"LITTLE, JUDY - 2024 NO ORGANIZATIONAL PAPERWORK RECEIVED (LITTLE, JUDY HAMILTON)",,,,,,,,
NC,2024,house,55,R,MARK BRODY,"BRODY, MARK",12659|21928,12659|21928,12659|21928,100.0,100.0,2,accepted_automatic,,"COMM TO ELECT MARK BRODY (BRODY, MARK)|MARK BRODY DISTRICT 103 (BRODY, MARK)",,,,,,,,
NC,2024,house,56,D,ALLEN BUANSI,"ALLEN BUANSI FOR CHAPEL HILL (BUANSI, ALLEN (ORANGE))|BUANSI, ALLEN",34846|46490,34846|46490,34846|46490,100.0,100.0,2,accepted_automatic,,"ALLEN BUANSI FOR CHAPEL HILL (BUANSI, ALLEN (ORANGE))|ALLEN BUANSI FOR NC (BUANSI, ALLEN)",,,,,,,,
NC,2024,house,56,R,JEFFREY HOAGLAND,"HOAGLAND, JEFFREY",52762,52762,52762,100.0,100.0,1,accepted_automatic,,"TO ELECT JEFFREY HOAGLAND TO HOUSE 56 (HOAGLAND, JEFFREY)",,,,,,,,
NC,2024,house,57,D,TRACY CLARK,"CLARK, TRACY",54932,54932,54932,100.0,100.0,1,accepted_automatic,,"TRACY CLARK FOR NC (CLARK, TRACY)",,,,,,,,
NC,2024,house,57,R,JANICE DAVIS,"DAVIS, JANICE",52763,52763,52763,100.0,100.0,1,accepted_automatic,,"JANICE DAVIS FOR NC HOUSE (DAVIS, JANICE)",,,,,,,,
NC,2024,house,59,D,TANNESHIA DUKES,"DUKES, TANNESHIA M.",51800,51800,51800,100.0,100.0,1,accepted_automatic,,"DUKES 4 NC (DUKES, TANNESHIA M.)",,,,,,,,
NC,2024,house,59,R,ALAN BRANSON,"BRANSON, JERRY ALAN",52458,52458,52458,100.0,100.0,1,accepted_automatic,,"BRANSON FOR NC (BRANSON, JERRY ALAN)",,,,,,,,
NC,2024,house,60,D,CECIL BROCKMAN,"BROCKMAN, CECIL",27113,27113,27113,100.0,100.0,1,accepted_automatic,,"CECIL BROCKMAN FOR NC HOUSE (BROCKMAN, CECIL)",,,,,,,,
NC,2024,house,60,R,JOSEPH PERROTTA,"PERROTTA, JOSEPH PAUL",52822,52822,52822,100.0,100.0,1,accepted_automatic,,"PERROTTA 4 NC (PERROTTA, JOSEPH PAUL)",,,,,,,,
NC,2024,house,61,D,"MARY PRICE ""PRICEY"" HARRISON","HARRISON, MARY PRICE",4872,4872,4872,100.0,100.0,1,accepted_automatic,,"HARRISON FOR HOUSE (MARY PRICE TAYLOR) (HARRISON, MARY PRICE)",,,,,,,,
NC,2024,house,61,R,CRYSTAL T DAVIS,"DAVIS, CRYSTAL T.",52617,52617,52617,100.0,100.0,9,accepted_automatic,,"CRYSTAL T DAVIS CAMPAIGN (DAVIS, CRYSTAL T.)",,,,,,,,
NC,2024,house,62,D,MARJORIE BENBOW,"BENBOW, MARJORIE TEMPLE",52699,52699,52699,100.0,100.0,1,accepted_automatic,,"VOTE4BENBOW (BENBOW, MARJORIE TEMPLE)",,,,,,,,
NC,2024,house,62,R,JOHN M BLUST,"BLUST, JOHN|BLUST, JOHN M",2095|52270,2095|52270,2095|52270,100.0,100.0,3,accepted_automatic,,"BLUST FOR NC HOUSE (BLUST, JOHN)|JOHN BLUST CAMPAIGN COMM (BLUST, JOHN M)",,,,,,,,
NC,2024,house,63,D,ROBIN WINTRINGHAM,"WINTRINGHAM, ROBIN S.",52823,52823,52823,100.0,100.0,1,accepted_automatic,,"ROBIN WINTRINGHAM FOR DISTRICT 63 (WINTRINGHAM, ROBIN S.)",,,,,,,,
NC,2024,house,63,R,STEPHEN ROSS,"ROSS, STEPHEN MILES",22706,22706,22706,100.0,100.0,2,accepted_automatic,,"STEPHEN ROSS COMM (ROSS, STEPHEN MILES)",,,,,,,,
NC,2024,house,64,D,LEVON BARNES,"BARNES, LEVON|LEVON 4 DURHAM (BARNES. LEVON (DURHAM))",44157|52824,44157|52824,44157|52824,100.0,100.0,2,accepted_automatic,,"LEVON 4 DURHAM (BARNES. LEVON (DURHAM))|THE COMMITTEE TO ELECT LEVON BARNES (BARNES, LEVON)",,,,,,,,
NC,2024,house,64,R,DENNIS RIDDELL,"RIDDELL, DENNIS PATRICK",22000,22000,22000,100.0,100.0,1,accepted_automatic,,"RIDDELL FOR NC HOUSE 64 (RIDDELL, DENNIS PATRICK)",,,,,,,,
NC,2024,house,67,D,DANIEL QUICK,"QUICK, DANIEL ARTAVIEST DEMARCO",52766,52766,52766,100.0,100.0,1,accepted_automatic,,"QUICK 4 HOUSE 67 (QUICK, DANIEL ARTAVIEST DEMARCO)",,,,,,,,
NC,2024,house,67,R,CODY HUNEYCUTT,"HUNEYCUTT, CODY",51777,51777,51777,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT CODY HUNEYCUTT (HUNEYCUTT, CODY)",,,,,,,,
NC,2024,house,68,D,CRISTAL ROBINSON,"ROBINSON, CRISTAL DAWN",52767,52767,52767,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT CRISTAL ROBINSON (ROBINSON, CRISTAL DAWN)",,,,,,,,
NC,2024,house,68,R,DAVID WILLIS,"WILLIS, DAVID A.",41432,41432,41432,100.0,100.0,1,accepted_automatic,,"DAVID WILLIS FOR NC (WILLIS, DAVID A.)",,,,,,,,
NC,2024,house,69,D,LEIGH COULTER,"COULTER, ELIZABETH LEIGH|COULTER, LEIGH",48467|52826,48467|52826,48467|52826,100.0,100.0,2,accepted_automatic,,"COMMITTEE TO ELECT LEIGH COULTER (COULTER, ELIZABETH LEIGH)|COMMITTEE TO ELECT LEIGH COULTER (COULTER, LEIGH)",,,,,,,,
NC,2024,house,69,R,DEAN ARP,"ARP, DEAN",22059,22059,22059,100.0,100.0,1,accepted_automatic,,"DEAN ARP FOR NC HOUSE (ARP, DEAN)",,,,,,,,
NC,2024,house,70,D,"SUSAN LEE ""SUSIE"" SCOTT","HARMAN-SCOTT, SUSAN|SUSIE SCOTT FOR NC (SCOTT, SUSAN LEE (SUSIE))",42393|52776,42393|52776,42393|52776,100.0,100.0,2,accepted_automatic,,"FRIENDS OF SUSAN HARMAN-SCOTT (HARMAN-SCOTT, SUSAN)|SUSIE SCOTT FOR NC (SCOTT, SUSAN LEE (SUSIE))",,,,,,,,
NC,2024,house,70,R,BRIAN BIGGS,"BIGGS, BRIAN",46878,46878,46878,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT BRIAN BIGGS (BIGGS, BRIAN)",,,,,,,,
NC,2024,house,73,D,DIAMOND STATON-WILLIAMS,"CAMPAIGN TO ELECT DIAMOND STATON-WILLIAMS (STATON-WILLIAMS, DIAMOND (CABARRUS))|STATON-WILLIAMS, DIAMOND",45955|48283,45955|48283,45955|48283,100.0,100.0,3,accepted_automatic,,"CAMPAIGN TO ELECT DIAMOND STATON-WILLIAMS (STATON-WILLIAMS, DIAMOND (CABARRUS))|COMMITTEE TO ELECT DIAMOND STATON-WILLIAMS (STATON-WILLIAMS, DIAMOND)",,,,,,,,
NC,2024,house,73,R,JONATHAN ALMOND,"ALMOND, JONATHAN",52457,52457,52457,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT JONATHAN ALMOND (ALMOND, JONATHAN)",,,,,,,,
NC,2024,house,74,D,AMY TAYLOR NORTH,"NORTH, AMY RENEE TAYLOR",52136,52136,52136,100.0,100.0,1,accepted_automatic,,"NORTH FOR NORTH CAROLINA (NORTH, AMY RENEE TAYLOR)",,,,,,,,
NC,2024,house,74,R,"JEFFREY ""JEFF"" ZENGER","ZENGER, JEFFREY A.",42299,42299,42299,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT JEFF ZENGER TO NC STATE HOUSE (ZENGER, JEFFREY A.)",,,,,,,,
NC,2024,house,75,D,CAROLINE WARREN,"WARREN, CAROLINE",52827,52827,52827,100.0,100.0,1,accepted_automatic,,"CAROLINE WARREN FOR HOUSE 75 (WARREN, CAROLINE)",,,,,,,,
NC,2024,house,75,R,DONNY C LAMBETH,"LAMBETH, DONNY CARR",22587,22587,22587,100.0,100.0,1,accepted_automatic,,"COMM TO ELECT DONNY LAMBETH (LAMBETH, DONNY CARR)",,,,,,,,
NC,2024,house,76,D,ALISHA BYRD-CLARK,"BYRD-CLARK, ALISHA NICOLE",52372,52372,52372,100.0,100.0,2,accepted_automatic,,"BYRD-CLARK FOR NC (BYRD-CLARK, ALISHA NICOLE)",,,,,,,,
NC,2024,house,76,R,HARRY WARREN,"WARREN, HARRY JOSEPH",16808,16808,16808,100.0,100.0,1,accepted_automatic,,"HARRY WARREN NC HOUSE (WARREN, HARRY JOSEPH)",,,,,,,,
NC,2024,house,77,D,KASHMIR R SIBBY,"SIBBY, KASHMIR RICH",52828,52828,52828,100.0,100.0,1,accepted_automatic,,"KASHMIR SIBBY FOR HOUSE 77 (SIBBY, KASHMIR RICH)",,,,,,,,
NC,2024,house,77,R,JULIA CRAVEN HOWARD,"HOWARD, JULIA C|HOWARD, JULIA CRAVEN",2294|2295,2294|2295,2294|2295,100.0,100.0,3,accepted_automatic,,"JULIA C HOWARD FOR HOUSE (HOWARD, JULIA C)|JULIA C HOWARD FOR HOUSE (HOWARD, JULIA CRAVEN)",,,,,,,,
NC,2024,house,78,D,LOWELL SIMON,"SIMON, LOWELL EVAN",35908,35908,35908,100.0,100.0,1,accepted_automatic,,"SIMON FOR NC (SIMON, LOWELL EVAN)",,,,,,,,
NC,2024,house,78,R,NEAL JACKSON,"JACKSON, MAZE O'NEAL",47393,47393,47393,100.0,100.0,1,accepted_automatic,,"NEAL JACKSON FOR NC HOUSE (JACKSON, MAZE O'NEAL)",,,,,,,,
NC,2024,house,79,D,MARY BEEDLE,"BEEDLE, MARY ALLGAIER",52551,52551,52551,100.0,100.0,1,accepted_automatic,,"BEEDLE4NCREP (BEEDLE, MARY ALLGAIER)",,,,,,,,
NC,2024,house,79,R,KEITH KIDWELL,"KIDWELL, KEITH D",35314,35314,35314,100.0,100.0,1,accepted_automatic,,"ELECT KIDWELL COMMITTEE (KIDWELL, KEITH D)",,,,,,,,
NC,2024,house,80,D,KIMBERLY TITLEBAUM,"TITLEBAUM, KIMBERLY H.",52829,52829,52829,100.0,100.0,1,accepted_automatic,,"TITLEBAUM FOR NC HOUSE 80 (TITLEBAUM, KIMBERLY H.)",,,,,,,,
NC,2024,house,80,R,SAM WATFORD,"COMMITTEE TO ELECT CATHY DUNN AND REP. SAM WATFORD (COMM TO ELECT CATHY DUNN & REP. SAM WATFORD)|WATFORD, SAMUEL LEE",22808|31526,22808|31526,22808|31526,100.0,100.0,2,accepted_automatic,,"COMMITTEE TO ELECT CATHY DUNN AND REP. SAM WATFORD (COMM TO ELECT CATHY DUNN & REP. SAM WATFORD)|SAM WATFORD FOR NC HOUSE (WATFORD, SAMUEL LEE)",,,,,,,,
NC,2024,house,81,D,PAMELA D MCAFEE,"MCAFEE, PAMELA D.",52702,52702,52702,100.0,100.0,1,accepted_automatic,,"MCAFEE FOR NC (MCAFEE, PAMELA D.)",,,,,,,,
NC,2024,house,81,R,LARRY W POTTS,"POTTS, LARRY W|POTTS, LARRY WAYNE",1333|31550,1333|31550,1333|31550,100.0,100.0,2,accepted_automatic,,"LARRY W POTTS - NC HOUSE OF REPRESENTATIVES (POTTS, LARRY WAYNE)|LARRY W POTTS CAMPAIGN (POTTS, LARRY W)",,,,,,,,
NC,2024,house,82,D,SABRINA BERRY,"BERRY, SABRINA",52830,52830,52830,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT SABRINA BERRY (BERRY, SABRINA)",,,,,,,,
NC,2024,house,82,R,BRIAN ECHEVARRIA,"ECHEVARRIA, BRIAN",47417,47417,47417,100.0,100.0,1,accepted_automatic,,"ELECT BRIAN ECHEVARRIA (ECHEVARRIA, BRIAN)",,,,,,,,
NC,2024,house,83,D,JOANNE CHESLEY,"CHESLEY, JOANNE ROCHELLA",52703,52703,52703,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT JOANNE CHESLEY (CHESLEY, JOANNE ROCHELLA)",,,,,,,,
NC,2024,house,83,R,GRANT CAMPBELL,"CAMPBELL, GRANT",46952,46952,46952,100.0,100.0,2,accepted_automatic,,"COMMITTEE TO ELECT GRANT CAMPBELL (CAMPBELL, GRANT)",,,,,,,,
NC,2024,house,84,D,CHRIS E GILBERT,"FRIENDS OF CHRIS GILBERT (CHRISTOPHER EUGENE GILBERT)|GILBERT, CHRISTOPHER EUGENE",52521|58049,52521|58049,52521|58049,100.0,100.0,2,accepted_automatic,,"CITIZENS FOR CHRIS GILBERT (GILBERT, CHRISTOPHER EUGENE)|FRIENDS OF CHRIS GILBERT (CHRISTOPHER EUGENE GILBERT)",,,,,,,,
NC,2024,house,84,R,JEFFREY C MCNEELY,"MCNEELY, JEFFREY CARROL",41383,41383,41383,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT MCNEELY FOR N.C. HOUSE (MCNEELY, JEFFREY CARROL)",,,,,,,,
NC,2024,house,85,D,JOHN FORD,"FORD, JOHN THOMAS",52831,52831,52831,100.0,100.0,1,accepted_automatic,,"JOHN FORD (FORD, JOHN THOMAS)",,,,,,,,
NC,2024,house,85,R,DUDLEY GREENE,"GREENE, EDWIN DUDLEY",41370,41370,41370,100.0,100.0,3,accepted_automatic,,"DUDLEY GREENE FOR NC HOUSE (GREENE, EDWIN DUDLEY)",,,,,,,,
NC,2024,house,86,D,GENA SINGLETON,TO ELECT GENA SINGLETON NC HOUSE #86,52833,52833,52833,100.0,100.0,1,accepted_automatic,,TO ELECT GENA SINGLETON NC HOUSE #86,,,,,,,,
NC,2024,house,86,R,HUGH BLACKWELL,"BLACKWELL, HUGH",9874,9874,9874,100.0,100.0,2,accepted_automatic,,"HUGH BLACKWELL FOR NC HOUSE (BLACKWELL, HUGH)",,,,,,,,
NC,2024,house,87,D,BARBARA KIRBY,"KIRBY, BARBARA ANN",47264,47264,47264,100.0,100.0,3,accepted_automatic,,"ELECT BARBARA KIRBY (KIRBY, BARBARA ANN)",,,,,,,,
NC,2024,house,87,R,DESTIN HALL,"HALL, DESTIN C",31116,31116,31116,100.0,100.0,1,accepted_automatic,,"CITIZENS FOR DESTIN HALL (HALL, DESTIN C)",,,,,,,,
NC,2024,house,89,D,GREG CRANFORD,"CRANFORD, GREGORY SHERRILL",36519,36519,36519,100.0,100.0,2,accepted_automatic,,"VOTE CRANFORD (FORMERLY GREG CRANFORD FOR NC HOUSE 89) (CRANFORD, GREGORY SHERRILL)",,,,,,,,
NC,2024,house,89,R,MITCHELL SMITH SETZER,"SETZER, MITCHELL SMITH",2159,2159,2159,100.0,100.0,1,accepted_automatic,,"COMM TO ELECT MITCHELL SMITH SETZER (SETZER, MITCHELL SMITH)",,,,,,,,
NC,2024,house,90,D,KEN BADGETT,"BADGETT, KENNETH WOLTZ",52620,52620,52620,100.0,100.0,1,accepted_automatic,,"COMMITTEE TO ELECT KEN BADGETT (BADGETT, KENNETH WOLTZ)",,,,,,,,
