graph_node,cycle,county_key,precinct_key,donor_vtd_id,donor_name,donor_vintage,path_length_to_seed,match_method,confidence,verification_status
2008|JEFFERSON|5809 LM_ SMITH MID SCH,2008,JEFFERSON,5809 LM_ SMITH MID SCH,VTD2010-073-5809,L.M. Smith Middle School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5809 LM_ SMITH MID SCH,2006,JEFFERSON,5809 LM_ SMITH MID SCH,VTD2010-073-5809,L.M. Smith Middle School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5809 LM. SMITH MID SCH,2010,JEFFERSON,5809 LM. SMITH MID SCH,VTD2010-073-5809,L.M. Smith Middle School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MADISON|HIGHLANDS SCHOOL,2006,MADISON,HIGHLANDS SCHOOL,VTD2010-089-33,Highlands School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|HIGHLANDS SCHOOL,2008,MADISON,HIGHLANDS SCHOOL,VTD2010-089-33,Highlands School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|CHAMBERS|UNION HILL,2006,CHAMBERS,UNION HILL,VTD2010-017-4,Union Hill,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|CHAMBERS|UNION HILL,2008,CHAMBERS,UNION HILL,VTD2010-017-4,Union Hill,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|CHAMBERS|UNION HILL,2010,CHAMBERS,UNION HILL,VTD2010-017-4,Union Hill,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MADISON|HAROLD HARBIN GYM,2010,MADISON,HAROLD HARBIN GYM,VTD2010-089-85,Harold Harbin Gym,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|HAROLD HARBIN GYM,2008,MADISON,HAROLD HARBIN GYM,VTD2010-089-85,Harold Harbin Gym,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5808 SUN VAL ELEM SCH,2006,JEFFERSON,5808 SUN VAL ELEM SCH,VTD2010-073-5808,Sun Valley Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5808 SUN VAL ELEM SCH,2008,JEFFERSON,5808 SUN VAL ELEM SCH,VTD2010-073-5808,Sun Valley Elementary School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5808 SUN VAL ELEM SCH,2010,JEFFERSON,5808 SUN VAL ELEM SCH,VTD2010-073-5808,Sun Valley Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|COLBERT|1-2 HATTON SCHOOL,2002,COLBERT,1-2 HATTON SCHOOL,VTD2000-033-11,Leighton,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|COLBERT|1-1 BRICK,2002,COLBERT,1-1 BRICK,VTD2000-033-11,Leighton,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|COLBERT|1-2 HATTON SCHOOL,1998,COLBERT,1-2 HATTON SCHOOL,VTD2000-033-11,Leighton,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|COLBERT|1-1 BRICK,1998,COLBERT,1-1 BRICK,VTD2000-033-11,Leighton,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JACKSON|HAMBRICK COMMUNITY,2010,JACKSON,HAMBRICK COMMUNITY,VTD2010-071-33,Hambrick Community Center,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JACKSON|HAMBRICK COMM. CENTER,2006,JACKSON,HAMBRICK COMM. CENTER,VTD2010-071-33,Hambrick Community Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JACKSON|HAMBRICK COMM_ CENTER,2008,JACKSON,HAMBRICK COMM_ CENTER,VTD2010-071-33,Hambrick Community Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|1510 OAK GROVE F_B_C_,2006,JEFFERSON,1510 OAK GROVE F_B_C_,VTD2010-073-1510,Oak Grove First Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|1510 OAK GROVE F_B_C_,2008,JEFFERSON,1510 OAK GROVE F_B_C_,VTD2010-073-1510,Oak Grove First Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|1510 OAK GROVE F.B.C.,2010,JEFFERSON,1510 OAK GROVE F.B.C.,VTD2010-073-1510,Oak Grove First Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CHEROKEE|1-2 JACK MAY STORE,1998,CHEROKEE,1-2 JACK MAY STORE,VTD2000-019-12,Cedar Bluff,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|CHEROKEE|JACK MAY STORE,1994,CHEROKEE,JACK MAY STORE,VTD2000-019-12,Cedar Bluff,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|COLBERT|10-1 LAGRANGE FIRE DEPARTMENT,2002,COLBERT,10-1 LAGRANGE FIRE DEPARTMENT,VTD2000-033-10,Lagrange Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|COLBERT|10-1 LAGRANGE FIRE DEPARTMENT,1998,COLBERT,10-1 LAGRANGE FIRE DEPARTMENT,VTD2000-033-10,Lagrange Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|COLBERT|LAGRANGE FIRE DEPT.,1994,COLBERT,LAGRANGE FIRE DEPT.,VTD2000-033-10,Lagrange Fire Dept.,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MARENGO|CORNERSTONE CHURCH,2008,MARENGO,CORNERSTONE CHURCH,VTD2010-091-0305,Cornerstone Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MARENGO|CORNERSTONE CHURCH,2006,MARENGO,CORNERSTONE CHURCH,VTD2010-091-0305,Cornerstone Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MARENGO|CORNERSTONE CHURCH,2010,MARENGO,CORNERSTONE CHURCH,VTD2010-091-0305,Cornerstone Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5706 MOUNT PILGRIM BAPT,2006,JEFFERSON,5706 MOUNT PILGRIM BAPT,VTD2010-073-5706,Mt. Pilgrim Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5706 MOUNT PILGRIM BAPT,2008,JEFFERSON,5706 MOUNT PILGRIM BAPT,VTD2010-073-5706,Mt. Pilgrim Baptist Church,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5706 MOUNT PILGRIM BAPT,2010,JEFFERSON,5706 MOUNT PILGRIM BAPT,VTD2010-073-5706,Mt. Pilgrim Baptist Church,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|PICKENS|CARROLLTON - 4/7,2002,PICKENS,CARROLLTON - 4/7,VTD2000-107-4207,Carrollton Service Center,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PICKENS|CARROLLTON 4-7,1994,PICKENS,CARROLLTON 4-7,VTD2000-107-4207,Carrollton Service Center,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PICKENS|4207 CARROLLTON - 4/7,1998,PICKENS,4207 CARROLLTON - 4/7,VTD2000-107-4207,Carrollton Service Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|TALLAPOOSA|JACKSONS GAP VFD,2006,TALLAPOOSA,JACKSONS GAP VFD,VTD2010-123-1801,Jackson's Gap Vol. Fire Dept.,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|TALLAPOOSA|JACKSONS GAP VFD,2008,TALLAPOOSA,JACKSONS GAP VFD,VTD2010-123-1801,Jackson's Gap Vol. Fire Dept.,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MONTGOMERY|415 WARES FERRY RD ELEM,2010,MONTGOMERY,415 WARES FERRY RD ELEM,VTD2010-101-0415,4O Wares Ferry Road Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MONTGOMERY|WARES FERRY RD ELEM 1,2008,MONTGOMERY,WARES FERRY RD ELEM 1,VTD2010-101-0415,4O Wares Ferry Road Elementary School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MONTGOMERY|WARES FERRY RD ELEM 2,2008,MONTGOMERY,WARES FERRY RD ELEM 2,VTD2010-101-0415,4O Wares Ferry Road Elementary School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JACKSON|STEVENSON CITY PARK .1,2008,JACKSON,STEVENSON CITY PARK .1,VTD2010-071-3,Stevenson City Park,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JACKSON|STEVENSON CITY PARK .2,2008,JACKSON,STEVENSON CITY PARK .2,VTD2010-071-3,Stevenson City Park,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JACKSON|STEVENSON CITY PARK,2010,JACKSON,STEVENSON CITY PARK,VTD2010-071-3,Stevenson City Park,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JACKSON|STEVENSON CITY PARK #1,2006,JACKSON,STEVENSON CITY PARK #1,VTD2010-071-3,Stevenson City Park,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JACKSON|STEVENSON CITY PARK #2,2006,JACKSON,STEVENSON CITY PARK #2,VTD2010-071-3,Stevenson City Park,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|MONTGOMERY|LAGOON PARK FIRE STATION,2002,MONTGOMERY,LAGOON PARK FIRE STATION,VTD2000-101-3-D,Lagoon Park Fire Station,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|MONTGOMERY|3D LAGOON PK FIRE STATION,1998,MONTGOMERY,3D LAGOON PK FIRE STATION,VTD2000-101-3-D,Lagoon Park Fire Station,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5804 ROBINSON ELEM,2006,JEFFERSON,5804 ROBINSON ELEM,VTD2010-073-5804,Robinson Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5804 ROBINSON ELEM,2010,JEFFERSON,5804 ROBINSON ELEM,VTD2010-073-5804,Robinson Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5804 ROBINSON ELEM,2008,JEFFERSON,5804 ROBINSON ELEM,VTD2010-073-5804,Robinson Elementary School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PICKENS|1800 ETHELSVILLE,1998,PICKENS,1800 ETHELSVILLE,VTD2000-107-1800,Ethelsville City Hall,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|PICKENS|ETHELSVILLE,2002,PICKENS,ETHELSVILLE,VTD2000-107-1800,Ethelsville City Hall,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PICKENS|ETHELSVILLE,1994,PICKENS,ETHELSVILLE,VTD2000-107-1800,Ethelsville City Hall,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|SHELBY|PEARIDGE COMMUNITY CENTER,2002,SHELBY,PEARIDGE COMMUNITY CENTER,VTD2000-117-20,Pea Ridge Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|SHELBY|038 PEARIDGE,1998,SHELBY,038 PEARIDGE,VTD2000-117-20,Pea Ridge Community Center,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|CHILTON|FAIRVIEW - FIRE STATION,2008,CHILTON,FAIRVIEW - FIRE STATION,VTD2010-021-50,Fairview Fire Station,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|CHILTON|FAIRVIEW-FIRE STATION,2006,CHILTON,FAIRVIEW-FIRE STATION,VTD2010-021-50,Fairview Fire Station,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|CHILTON|FAIRVIEW FIRE STATION,2010,CHILTON,FAIRVIEW FIRE STATION,VTD2010-021-50,Fairview Fire Station,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BLOUNT|ONEONTA . 1,2002,BLOUNT,ONEONTA . 1,VTD2000-009-22,Oneonta,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BLOUNT|0360 ONEONTA #1,1998,BLOUNT,0360 ONEONTA #1,VTD2000-009-22,Oneonta,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BLOUNT|ONEONTA . 2,2002,BLOUNT,ONEONTA . 2,VTD2000-009-22,Oneonta,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BLOUNT|0361 ONEONTA #2,1998,BLOUNT,0361 ONEONTA #2,VTD2000-009-22,Oneonta,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|PIKE|0151 TENNILLE HOLDERS GRO.,1998,PIKE,0151 TENNILLE HOLDERS GRO.,VTD2000-109-15-1,Holder's Grocery,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|PIKE|TENNILLE,1994,PIKE,TENNILLE,VTD2000-109-15-1,Holder's Grocery,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|ETOWAH|WALNUT PARK REC CENTER,1994,ETOWAH,WALNUT PARK REC CENTER,VTD2000-055-1-8,Walnut Park Recreation Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0140 WALNUT PARK REC. CENTER,1998,ETOWAH,0140 WALNUT PARK REC. CENTER,VTD2000-055-1-8,Walnut Park Recreation Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ETOWAH|WALNUT PARK REC CENTER,2002,ETOWAH,WALNUT PARK REC CENTER,VTD2000-055-1-8,Walnut Park Recreation Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MONROE|MONROEVILLE FIRE STATION,2008,MONROE,MONROEVILLE FIRE STATION,VTD2010-099-3F,Monroeville Fire Station,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MONROE|MONROEVILLE FIRESTATION,2006,MONROE,MONROEVILLE FIRESTATION,VTD2010-099-3F,Monroeville Fire Station,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MONROE|MONROE FIRE STATION,2010,MONROE,MONROE FIRE STATION,VTD2010-099-3F,Monroeville Fire Station,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|BALDWIN|ROBERTSDALE CITY HALL #1,2008,BALDWIN,ROBERTSDALE CITY HALL #1,VTD2010-003-0250,Robertsdale City Hall,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|BALDWIN|ROBERTSDALE CITY HALL .1,2006,BALDWIN,ROBERTSDALE CITY HALL .1,VTD2010-003-0250,Robertsdale City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|BALDWIN|ROBERTSDALE CITY HALL,2010,BALDWIN,ROBERTSDALE CITY HALL,VTD2010-003-0250,Robertsdale City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|BALDWIN|ROBERTSDALE CITY HALL #2,2008,BALDWIN,ROBERTSDALE CITY HALL #2,VTD2010-003-0250,Robertsdale City Hall,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|BALDWIN|ROBERTSDALE CITY HALL .2,2006,BALDWIN,ROBERTSDALE CITY HALL .2,VTD2010-003-0250,Robertsdale City Hall,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|LAMAR|HENSON SPRINGS,1994,LAMAR,HENSON SPRINGS,VTD2000-075-8,Pine Springs-Behind Church,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|LAMAR|008 HENSON SPRINGS,1998,LAMAR,008 HENSON SPRINGS,VTD2000-075-8,Pine Springs-Behind Church,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|LAMAR|HENSON SPRGS,2002,LAMAR,HENSON SPRGS,VTD2000-075-8,Pine Springs-Behind Church,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|FRANKLIN|0320 SPRUCE PINE,1998,FRANKLIN,0320 SPRUCE PINE,VTD2000-059-18,Spruce Pine,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|FRANKLIN|SPRUCE PINE,2002,FRANKLIN,SPRUCE PINE,VTD2000-059-18,Spruce Pine,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|FRANKLIN|SPRUCE PINE,1994,FRANKLIN,SPRUCE PINE,VTD2000-059-18,Spruce Pine,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|ETOWAH|EAST GADSDEN REC CENTER,2002,ETOWAH,EAST GADSDEN REC CENTER,VTD2000-055-1-16,East Gadsden Recreation Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|ETOWAH|0290 EAST GADSDEN REC. CENTER,1998,ETOWAH,0290 EAST GADSDEN REC. CENTER,VTD2000-055-1-16,East Gadsden Recreation Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|BLOUNT|BROOKSVILLE,2010,BLOUNT,BROOKSVILLE,VTD2010-009-10,Brooksville,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|BLOUNT|BROOKSVILLE,2008,BLOUNT,BROOKSVILLE,VTD2010-009-10,Brooksville,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|BLOUNT|BROOKSVILLE,2006,BLOUNT,BROOKSVILLE,VTD2010-009-10,Brooksville,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|COFFEE|PINE LEVEL,2002,COFFEE,PINE LEVEL,VTD2000-031-19,Pine Level,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|COFFEE|0070 PINE LEVEL,1998,COFFEE,0070 PINE LEVEL,VTD2000-031-19,Pine Level,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|COFFEE|PINE LEVEL,1994,COFFEE,PINE LEVEL,VTD2000-031-19,Pine Level,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5901 KETONA NURSING,2010,JEFFERSON,5901 KETONA NURSING,VTD2010-073-5901,Jefferson County Rehabilitation Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5901 KETONA NURSING,2008,JEFFERSON,5901 KETONA NURSING,VTD2010-073-5901,Jefferson County Rehabilitation Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5901 KETONA NURSING,2006,JEFFERSON,5901 KETONA NURSING,VTD2010-073-5901,Jefferson County Rehabilitation Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MADISON|NEW HOPE CITY HALL,2008,MADISON,NEW HOPE CITY HALL,VTD2010-089-82,New Hope City Hall,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|MADISON|NEW HOPE CITY HALL,2010,MADISON,NEW HOPE CITY HALL,VTD2010-089-82,New Hope City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MADISON|NEW HOPE CITY HALL,2006,MADISON,NEW HOPE CITY HALL,VTD2010-089-82,New Hope City Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5410 AVONDALE ELEM SCH,2010,JEFFERSON,5410 AVONDALE ELEM SCH,VTD2010-073-5410,Avondale Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5410 AVONDALE ELE SCH,2006,JEFFERSON,5410 AVONDALE ELE SCH,VTD2010-073-5410,Avondale Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5410 AVONDALE ELEM SCH,2006,JEFFERSON,5410 AVONDALE ELEM SCH,VTD2010-073-5410,Avondale Elementary School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5410 AVONDALE ELEM SCH,2008,JEFFERSON,5410 AVONDALE ELEM SCH,VTD2010-073-5410,Avondale Elementary School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5410 AVONDALE ELE SCH,2008,JEFFERSON,5410 AVONDALE ELE SCH,VTD2010-073-5410,Avondale Elementary School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|LAMAR|HIGHTOGY RIDGE,2008,LAMAR,HIGHTOGY RIDGE,VTD2010-075-18,Hightogy-Ridge,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|LAMAR|HIGHTOGY RIDGE,2010,LAMAR,HIGHTOGY RIDGE,VTD2010-075-18,Hightogy-Ridge,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|LAMAR|HIGHTOGY RIDGE,2006,LAMAR,HIGHTOGY RIDGE,VTD2010-075-18,Hightogy-Ridge,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|BLOUNT|ROSA,2002,BLOUNT,ROSA,VTD2000-009-23,Rosa,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|BLOUNT|0410 ROSA,1998,BLOUNT,0410 ROSA,VTD2000-009-23,Rosa,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|BLOUNT|ROSA,1994,BLOUNT,ROSA,VTD2000-009-23,Rosa,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1994|RANDOLPH|WEHADKEE,1994,RANDOLPH,WEHADKEE,VTD2000-111-13,Wesley Chapel,2000,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|RANDOLPH|013- WEHADKEE,2002,RANDOLPH,013- WEHADKEE,VTD2000-111-13,Wesley Chapel,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|RANDOLPH|13-1 WESLEY CHAPEL,1998,RANDOLPH,13-1 WESLEY CHAPEL,VTD2000-111-13,Wesley Chapel,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|RANDOLPH|5-2 WEHADKEE,1998,RANDOLPH,5-2 WEHADKEE,VTD2000-111-13,Wesley Chapel,2000,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|MORGAN|DECATUR HIGH SCHOOL,2008,MORGAN,DECATUR HIGH SCHOOL,VTD2010-103-3-4,Decatur High School,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|MORGAN|DECATUR HIGH SCHOOL,2006,MORGAN,DECATUR HIGH SCHOOL,VTD2010-103-3-4,Decatur High School,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|JEFFERSON|5905 N BIRMINGHAM REC CNT,2006,JEFFERSON,5905 N BIRMINGHAM REC CNT,VTD2010-073-5905,North Birmingham Recreation Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|JEFFERSON|5905 N BIRMINGHAM REC CNT,2008,JEFFERSON,5905 N BIRMINGHAM REC CNT,VTD2010-073-5905,North Birmingham Recreation Center,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|JEFFERSON|5905 N BIRMINGHAM REC CNT,2010,JEFFERSON,5905 N BIRMINGHAM REC CNT,VTD2010-073-5905,North Birmingham Recreation Center,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|RUSSELL|RUSSELL COUNTY COURTHOUSE,2006,RUSSELL,RUSSELL COUNTY COURTHOUSE,VTD2010-113-4-1,Russell County Courthouse,2010,2,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|RUSSELL|RUSSELL COUNTY COURTHOUSE,2008,RUSSELL,RUSSELL COUNTY COURTHOUSE,VTD2010-113-4-1,Russell County Courthouse,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2010|RUSSELL|RUSSELL COUNTY COURTHOUSE,2010,RUSSELL,RUSSELL COUNTY COURTHOUSE,VTD2010-113-4-1,Russell County Courthouse,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2006|BALDWIN|CLEARSPRINGS FELLOWSHIP HALL,2006,BALDWIN,CLEARSPRINGS FELLOWSHIP HALL,VTD2010-003-0210,Clear Springs Fellowship Hall,2010,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2008|BALDWIN|CLEARSPRGS FELLOWSHIP HALL,2008,BALDWIN,CLEARSPRGS FELLOWSHIP HALL,VTD2010-003-0210,Clear Springs Fellowship Hall,2010,1,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
2002|CULLMAN|0700 ARKADELPHIA COMMUNITY CTR.,2002,CULLMAN,0700 ARKADELPHIA COMMUNITY CTR.,VTD2000-043-7,Arkadelphia Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
1998|CULLMAN|0700 ARKADELPHIA COMMUNITY CTR.,1998,CULLMAN,0700 ARKADELPHIA COMMUNITY CTR.,VTD2000-043-7,Arkadelphia Community Center,2000,0,adjacent_cycle_alias_graph,medium,inferred_from_adjacent_cycle_aliases
