historical_candidate_id,year,chamber,district,party,candidate_name,normalized_name,votes,winner,counties_reported,source_name
HC-B5124243E995C7BA5AA2,1990,senate,28,R,Randolph Hall,RANDOLPH HALL,7131.0,0,4,Alabama SOS historical legislative archive
HC-DF1771D428C8A7936263,1990,senate,29,D,Chip Bailey,CHIP BAILEY,23073.0,1,3,Alabama SOS historical legislative archive
HC-74A02FD9702DE91891F3,1990,senate,29,R,MiMi Page,MIMI PAGE,11539.0,0,3,Alabama SOS historical legislative archive
HC-038EF6BA7ED11D445443,1990,senate,30,D,"Wendell ""Walking"" Mitchell",WENDELL WALKING MITCHELL,19757.0,1,4,Alabama SOS historical legislative archive
HC-014D8FFC1E35D8B980BD,1990,senate,30,R,Doni Ingram,DONI INGRAM,10397.0,0,4,Alabama SOS historical legislative archive
HC-7CC81E6D9C8024F13F9C,1990,senate,31,D,E.C. Crum Foshee,EC CRUM FOSHEE,16936.0,1,3,Alabama SOS historical legislative archive
HC-1DA301BD7A72AA1CB935,1990,senate,31,R,J.T. Raley,JT RALEY,12329.0,0,3,Alabama SOS historical legislative archive
HC-1E9DC3BD3A7B4BCDBEC8,1990,senate,32,D,Lyle Underwood,LYLE UNDERWOOD,17387.0,0,2,Alabama SOS historical legislative archive
HC-F825E94AED9C4CFE7AA8,1990,senate,32,R,Albert Lipscomb,ALBERT LIPSCOMB,20468.0,1,2,Alabama SOS historical legislative archive
HC-9C5C1B8F244E40FD5CA8,1990,senate,33,D,Michael Figures,MICHAEL FIGURES,16220.0,1,1,Alabama SOS historical legislative archive
HC-7B2FBFCAB786DD29B65F,1990,senate,33,R,Michael Bridges,MICHAEL BRIDGES,5744.0,0,1,Alabama SOS historical legislative archive
HC-FF8A2F606088D694DF57,1990,senate,34,R,Ann Bedsole,ANN BEDSOLE,23146.0,1,1,Alabama SOS historical legislative archive
HC-ECE9D79A4E55E4E97F05,1990,senate,35,D,Steve Windom,STEVE WINDOM,16663.0,1,1,Alabama SOS historical legislative archive
HC-A3FEF341E469E155365C,1990,senate,35,R,Jerry Lathan,JERRY LATHAN,9225.0,0,1,Alabama SOS historical legislative archive
