county,precinct,office,district,party,candidate,votes
Lawrence,N_ COURTLAND SR_ CTR_,State House,3,DEM,Marcel Black,273
Lawrence,N_ COURTLAND SR_ CTR_,State House,3,NON,Write-ins,0
Lawrence,N_ COURTLAND SR_ CTR_,State House,3,REP,Fred Joly,23
Lawrence,N_ COURTLAND SR_ CTR_,State House,3,,Over Votes,0
Lawrence,N_ COURTLAND SR_ CTR_,State House,3,,Under Votes,8
Lawrence,N_ COURTLAND SR_ CTR_,State Senate,6,DEM,"Roger Bedford, Jr.",277
Lawrence,N_ COURTLAND SR_ CTR_,State Senate,6,NON,Write-ins,0
Lawrence,N_ COURTLAND SR_ CTR_,State Senate,6,REP,Larry Stutts,19
Lawrence,N_ COURTLAND SR_ CTR_,State Senate,6,,Over Votes,0
Lawrence,N_ COURTLAND SR_ CTR_,State Senate,6,,Under Votes,8
Lawrence,N_ COURTLAND SR_ CTR_,State Treasurer,,NON,Write-ins,5
Lawrence,N_ COURTLAND SR_ CTR_,State Treasurer,,REP,Young Boozer,26
Lawrence,N_ COURTLAND SR_ CTR_,State Treasurer,,,Over Votes,0
Lawrence,N_ COURTLAND SR_ CTR_,State Treasurer,,,Under Votes,273
Lawrence,N_ COURTLAND SR_ CTR_,U.S. House,4,NON,Write-ins,5
Lawrence,N_ COURTLAND SR_ CTR_,U.S. House,4,REP,Robert Aderholt,28
Lawrence,N_ COURTLAND SR_ CTR_,U.S. House,4,,Over Votes,0
Lawrence,N_ COURTLAND SR_ CTR_,U.S. House,4,,Under Votes,271
Lawrence,N_ COURTLAND SR_ CTR_,U.S. Senate,,NON,Write-ins,4
Lawrence,N_ COURTLAND SR_ CTR_,U.S. Senate,,REP,Jeff Sessions,29
Lawrence,N_ COURTLAND SR_ CTR_,U.S. Senate,,,Over Votes,0
Lawrence,N_ COURTLAND SR_ CTR_,U.S. Senate,,,Under Votes,271
Lawrence,PINE GROVE CH 36-1,Attorney General,,DEM,Joe Hubbard,85
Lawrence,PINE GROVE CH 36-1,Attorney General,,NON,Write-ins,2
Lawrence,PINE GROVE CH 36-1,Attorney General,,REP,Luther Strange,245
Lawrence,PINE GROVE CH 36-1,Attorney General,,,Over Votes,0
Lawrence,PINE GROVE CH 36-1,Attorney General,,,Under Votes,5
Lawrence,PINE GROVE CH 36-1,Governor,,DEM,Parker Griffith,62
Lawrence,PINE GROVE CH 36-1,Governor,,NON,Write-ins,3
Lawrence,PINE GROVE CH 36-1,Governor,,REP,Robert Bentley,270
Lawrence,PINE GROVE CH 36-1,Governor,,,Over Votes,0
Lawrence,PINE GROVE CH 36-1,Governor,,,Under Votes,2
Lawrence,PINE GROVE CH 36-1,Lieutenant Governor,,DEM,"James C. Fields, Jr.",77
Lawrence,PINE GROVE CH 36-1,Lieutenant Governor,,NON,Write-ins,2
Lawrence,PINE GROVE CH 36-1,Lieutenant Governor,,REP,Kay Ivey,252
Lawrence,PINE GROVE CH 36-1,Lieutenant Governor,,,Over Votes,0
Lawrence,PINE GROVE CH 36-1,Lieutenant Governor,,,Under Votes,6
Lawrence,PINE GROVE CH 36-1,State House,7,DEM,John (Jody) Letson,109
Lawrence,PINE GROVE CH 36-1,State House,7,NON,Write-ins,1
Lawrence,PINE GROVE CH 36-1,State House,7,REP,Ken Johnson,226
Lawrence,PINE GROVE CH 36-1,State House,7,,Over Votes,0
Lawrence,PINE GROVE CH 36-1,State House,7,,Under Votes,1
Lawrence,PINE GROVE CH 36-1,State Senate,4,DEM,"Angelo ""Doc"" Mancuso",89
Lawrence,PINE GROVE CH 36-1,State Senate,4,NON,Write-ins,0
Lawrence,PINE GROVE CH 36-1,State Senate,4,REP,Paul Bussman,241
Lawrence,PINE GROVE CH 36-1,State Senate,4,,Over Votes,0
Lawrence,PINE GROVE CH 36-1,State Senate,4,,Under Votes,7
Lawrence,PINE GROVE CH 36-1,State Treasurer,,NON,Write-ins,3
Lawrence,PINE GROVE CH 36-1,State Treasurer,,REP,Young Boozer,263
Lawrence,PINE GROVE CH 36-1,State Treasurer,,,Over Votes,0
Lawrence,PINE GROVE CH 36-1,State Treasurer,,,Under Votes,71
Lawrence,PINE GROVE CH 36-1,U.S. House,4,NON,Write-ins,4
Lawrence,PINE GROVE CH 36-1,U.S. House,4,REP,Robert Aderholt,279
Lawrence,PINE GROVE CH 36-1,U.S. House,4,,Over Votes,0
Lawrence,PINE GROVE CH 36-1,U.S. House,4,,Under Votes,54
Lawrence,PINE GROVE CH 36-1,U.S. Senate,,NON,Write-ins,3
Lawrence,PINE GROVE CH 36-1,U.S. Senate,,REP,Jeff Sessions,282
Lawrence,PINE GROVE CH 36-1,U.S. Senate,,,Over Votes,0
Lawrence,PINE GROVE CH 36-1,U.S. Senate,,,Under Votes,52
Lawrence,PINEY GROVE CHURCH 32-1,Attorney General,,DEM,Joe Hubbard,24
Lawrence,PINEY GROVE CHURCH 32-1,Attorney General,,NON,Write-ins,0
Lawrence,PINEY GROVE CHURCH 32-1,Attorney General,,REP,Luther Strange,31
Lawrence,PINEY GROVE CHURCH 32-1,Attorney General,,,Over Votes,0
Lawrence,PINEY GROVE CHURCH 32-1,Attorney General,,,Under Votes,3
Lawrence,PINEY GROVE CHURCH 32-1,Governor,,DEM,Parker Griffith,16
Lawrence,PINEY GROVE CHURCH 32-1,Governor,,NON,Write-ins,0
Lawrence,PINEY GROVE CHURCH 32-1,Governor,,REP,Robert Bentley,41
Lawrence,PINEY GROVE CHURCH 32-1,Governor,,,Over Votes,0
Lawrence,PINEY GROVE CHURCH 32-1,Governor,,,Under Votes,1
Lawrence,PINEY GROVE CHURCH 32-1,Lieutenant Governor,,DEM,"James C. Fields, Jr.",20
Lawrence,PINEY GROVE CHURCH 32-1,Lieutenant Governor,,NON,Write-ins,0
Lawrence,PINEY GROVE CHURCH 32-1,Lieutenant Governor,,REP,Kay Ivey,36
Lawrence,PINEY GROVE CHURCH 32-1,Lieutenant Governor,,,Over Votes,0
Lawrence,PINEY GROVE CHURCH 32-1,Lieutenant Governor,,,Under Votes,2
Lawrence,PINEY GROVE CHURCH 32-1,State House,7,DEM,John (Jody) Letson,19
Lawrence,PINEY GROVE CHURCH 32-1,State House,7,NON,Write-ins,0
Lawrence,PINEY GROVE CHURCH 32-1,State House,7,REP,Ken Johnson,37
Lawrence,PINEY GROVE CHURCH 32-1,State House,7,,Over Votes,0
Lawrence,PINEY GROVE CHURCH 32-1,State House,7,,Under Votes,2
Lawrence,PINEY GROVE CHURCH 32-1,State Senate,4,DEM,"Angelo ""Doc"" Mancuso",20
Lawrence,PINEY GROVE CHURCH 32-1,State Senate,4,NON,Write-ins,0
Lawrence,PINEY GROVE CHURCH 32-1,State Senate,4,REP,Paul Bussman,36
Lawrence,PINEY GROVE CHURCH 32-1,State Senate,4,,Over Votes,0
Lawrence,PINEY GROVE CHURCH 32-1,State Senate,4,,Under Votes,2
Lawrence,PINEY GROVE CHURCH 32-1,State Treasurer,,NON,Write-ins,0
Lawrence,PINEY GROVE CHURCH 32-1,State Treasurer,,REP,Young Boozer,44
Lawrence,PINEY GROVE CHURCH 32-1,State Treasurer,,,Over Votes,0
Lawrence,PINEY GROVE CHURCH 32-1,State Treasurer,,,Under Votes,14
Lawrence,PINEY GROVE CHURCH 32-1,U.S. House,4,NON,Write-ins,0
Lawrence,PINEY GROVE CHURCH 32-1,U.S. House,4,REP,Robert Aderholt,45
Lawrence,PINEY GROVE CHURCH 32-1,U.S. House,4,,Over Votes,0
Lawrence,PINEY GROVE CHURCH 32-1,U.S. House,4,,Under Votes,13
Lawrence,PINEY GROVE CHURCH 32-1,U.S. Senate,,NON,Write-ins,0
Lawrence,PINEY GROVE CHURCH 32-1,U.S. Senate,,REP,Jeff Sessions,45
Lawrence,PINEY GROVE CHURCH 32-1,U.S. Senate,,,Over Votes,0
Lawrence,PINEY GROVE CHURCH 32-1,U.S. Senate,,,Under Votes,13
Lawrence,PLEASANT GR 14 20 23 27-1,Attorney General,,DEM,Joe Hubbard,79
Lawrence,PLEASANT GR 14 20 23 27-1,Attorney General,,NON,Write-ins,0
Lawrence,PLEASANT GR 14 20 23 27-1,Attorney General,,REP,Luther Strange,241
Lawrence,PLEASANT GR 14 20 23 27-1,Attorney General,,,Over Votes,0
Lawrence,PLEASANT GR 14 20 23 27-1,Attorney General,,,Under Votes,22
Lawrence,PLEASANT GR 14 20 23 27-1,Governor,,DEM,Parker Griffith,81
Lawrence,PLEASANT GR 14 20 23 27-1,Governor,,NON,Write-ins,0
Lawrence,PLEASANT GR 14 20 23 27-1,Governor,,REP,Robert Bentley,255
Lawrence,PLEASANT GR 14 20 23 27-1,Governor,,,Over Votes,0
Lawrence,PLEASANT GR 14 20 23 27-1,Governor,,,Under Votes,6
Lawrence,PLEASANT GR 14 20 23 27-1,Lieutenant Governor,,DEM,"James C. Fields, Jr.",97
Lawrence,PLEASANT GR 14 20 23 27-1,Lieutenant Governor,,NON,Write-ins,0
Lawrence,PLEASANT GR 14 20 23 27-1,Lieutenant Governor,,REP,Kay Ivey,219
Lawrence,PLEASANT GR 14 20 23 27-1,Lieutenant Governor,,,Over Votes,0
Lawrence,PLEASANT GR 14 20 23 27-1,Lieutenant Governor,,,Under Votes,26
Lawrence,PLEASANT GR 14 20 23 27-1,State House,7,DEM,John (Jody) Letson,154
Lawrence,PLEASANT GR 14 20 23 27-1,State House,7,NON,Write-ins,1
Lawrence,PLEASANT GR 14 20 23 27-1,State House,7,REP,Ken Johnson,181
Lawrence,PLEASANT GR 14 20 23 27-1,State House,7,,Over Votes,0
Lawrence,PLEASANT GR 14 20 23 27-1,State House,7,,Under Votes,6
Lawrence,PLEASANT GR 14 20 23 27-1,State Senate,4,DEM,"Angelo ""Doc"" Mancuso",122
Lawrence,PLEASANT GR 14 20 23 27-1,State Senate,4,NON,Write-ins,0
Lawrence,PLEASANT GR 14 20 23 27-1,State Senate,4,REP,Paul Bussman,201
Lawrence,PLEASANT GR 14 20 23 27-1,State Senate,4,,Over Votes,0
Lawrence,PLEASANT GR 14 20 23 27-1,State Senate,4,,Under Votes,19
Lawrence,PLEASANT GR 14 20 23 27-1,State Treasurer,,NON,Write-ins,2
Lawrence,PLEASANT GR 14 20 23 27-1,State Treasurer,,REP,Young Boozer,224
Lawrence,PLEASANT GR 14 20 23 27-1,State Treasurer,,,Over Votes,0
Lawrence,PLEASANT GR 14 20 23 27-1,State Treasurer,,,Under Votes,116
Lawrence,PLEASANT GR 14 20 23 27-1,U.S. House,4,NON,Write-ins,0
Lawrence,PLEASANT GR 14 20 23 27-1,U.S. House,4,REP,Robert Aderholt,253
Lawrence,PLEASANT GR 14 20 23 27-1,U.S. House,4,,Over Votes,0
Lawrence,PLEASANT GR 14 20 23 27-1,U.S. House,4,,Under Votes,89
Lawrence,PLEASANT GR 14 20 23 27-1,U.S. Senate,,NON,Write-ins,1
Lawrence,PLEASANT GR 14 20 23 27-1,U.S. Senate,,REP,Jeff Sessions,258
Lawrence,PLEASANT GR 14 20 23 27-1,U.S. Senate,,,Over Votes,0
Lawrence,PLEASANT GR 14 20 23 27-1,U.S. Senate,,,Under Votes,83
Lawrence,PROVISIONAL,Attorney General,,DEM,Joe Hubbard,8
Lawrence,PROVISIONAL,Attorney General,,NON,Write-ins,0
Lawrence,PROVISIONAL,Attorney General,,REP,Luther Strange,13
Lawrence,PROVISIONAL,Attorney General,,,Over Votes,0
Lawrence,PROVISIONAL,Attorney General,,,Under Votes,0
Lawrence,PROVISIONAL,Governor,,DEM,Parker Griffith,7
Lawrence,PROVISIONAL,Governor,,NON,Write-ins,0
Lawrence,PROVISIONAL,Governor,,REP,Robert Bentley,15
Lawrence,PROVISIONAL,Governor,,,Over Votes,0
Lawrence,PROVISIONAL,Governor,,,Under Votes,0
Lawrence,PROVISIONAL,Lieutenant Governor,,DEM,"James C. Fields, Jr.",5
Lawrence,PROVISIONAL,Lieutenant Governor,,NON,Write-ins,0
Lawrence,PROVISIONAL,Lieutenant Governor,,REP,Kay Ivey,16
Lawrence,PROVISIONAL,Lieutenant Governor,,,Over Votes,0
Lawrence,PROVISIONAL,Lieutenant Governor,,,Under Votes,0
Lawrence,PROVISIONAL,State House,3,DEM,Marcel Black,2
Lawrence,PROVISIONAL,State House,3,NON,Write-ins,0
Lawrence,PROVISIONAL,State House,3,REP,Fred Joly,0
Lawrence,PROVISIONAL,State House,3,,Over Votes,0
Lawrence,PROVISIONAL,State House,3,,Under Votes,0
Lawrence,PROVISIONAL,State House,7,DEM,John (Jody) Letson,10
Lawrence,PROVISIONAL,State House,7,NON,Write-ins,0
Lawrence,PROVISIONAL,State House,7,REP,Ken Johnson,10
Lawrence,PROVISIONAL,State House,7,,Over Votes,0
Lawrence,PROVISIONAL,State House,7,,Under Votes,0
Lawrence,PROVISIONAL,State Senate,4,DEM,"Angelo ""Doc"" Mancuso",7
Lawrence,PROVISIONAL,State Senate,4,NON,Write-ins,0
Lawrence,PROVISIONAL,State Senate,4,REP,Paul Bussman,13
Lawrence,PROVISIONAL,State Senate,4,,Over Votes,0
Lawrence,PROVISIONAL,State Senate,4,,Under Votes,0
Lawrence,PROVISIONAL,State Senate,6,DEM,"Roger Bedford, Jr.",2
Lawrence,PROVISIONAL,State Senate,6,NON,Write-ins,0
Lawrence,PROVISIONAL,State Senate,6,REP,Larry Stutts,0
Lawrence,PROVISIONAL,State Senate,6,,Over Votes,0
Lawrence,PROVISIONAL,State Senate,6,,Under Votes,0
Lawrence,PROVISIONAL,State Treasurer,,NON,Write-ins,0
Lawrence,PROVISIONAL,State Treasurer,,REP,Young Boozer,17
Lawrence,PROVISIONAL,State Treasurer,,,Over Votes,0
Lawrence,PROVISIONAL,State Treasurer,,,Under Votes,0
Lawrence,PROVISIONAL,U.S. House,4,NON,Write-ins,0
Lawrence,PROVISIONAL,U.S. House,4,REP,Robert Aderholt,16
Lawrence,PROVISIONAL,U.S. House,4,,Over Votes,0
Lawrence,PROVISIONAL,U.S. House,4,,Under Votes,0
Lawrence,PROVISIONAL,U.S. Senate,,NON,Write-ins,0
Lawrence,PROVISIONAL,U.S. Senate,,REP,Jeff Sessions,16
Lawrence,PROVISIONAL,U.S. Senate,,,Over Votes,0
Lawrence,PROVISIONAL,U.S. Senate,,,Under Votes,0
Lawrence,"RED BANK FIRE DEPT,",Attorney General,,DEM,Joe Hubbard,214
Lawrence,"RED BANK FIRE DEPT,",Attorney General,,NON,Write-ins,0
Lawrence,"RED BANK FIRE DEPT,",Attorney General,,REP,Luther Strange,45
Lawrence,"RED BANK FIRE DEPT,",Attorney General,,,Over Votes,0
Lawrence,"RED BANK FIRE DEPT,",Attorney General,,,Under Votes,3
Lawrence,"RED BANK FIRE DEPT,",Governor,,DEM,Parker Griffith,199
Lawrence,"RED BANK FIRE DEPT,",Governor,,NON,Write-ins,2
Lawrence,"RED BANK FIRE DEPT,",Governor,,REP,Robert Bentley,58
Lawrence,"RED BANK FIRE DEPT,",Governor,,,Over Votes,0
Lawrence,"RED BANK FIRE DEPT,",Governor,,,Under Votes,3
Lawrence,"RED BANK FIRE DEPT,",Lieutenant Governor,,DEM,"James C. Fields, Jr.",208
Lawrence,"RED BANK FIRE DEPT,",Lieutenant Governor,,NON,Write-ins,1
Lawrence,"RED BANK FIRE DEPT,",Lieutenant Governor,,REP,Kay Ivey,50
Lawrence,"RED BANK FIRE DEPT,",Lieutenant Governor,,,Over Votes,0
Lawrence,"RED BANK FIRE DEPT,",Lieutenant Governor,,,Under Votes,3
Lawrence,"RED BANK FIRE DEPT,",State House,3,DEM,Marcel Black,216
Lawrence,"RED BANK FIRE DEPT,",State House,3,NON,Write-ins,0
Lawrence,"RED BANK FIRE DEPT,",State House,3,REP,Fred Joly,42
Lawrence,"RED BANK FIRE DEPT,",State House,3,,Over Votes,0
Lawrence,"RED BANK FIRE DEPT,",State House,3,,Under Votes,4
Lawrence,"RED BANK FIRE DEPT,",State Senate,6,DEM,"Roger Bedford, Jr.",212
Lawrence,"RED BANK FIRE DEPT,",State Senate,6,NON,Write-ins,0
Lawrence,"RED BANK FIRE DEPT,",State Senate,6,REP,Larry Stutts,49
Lawrence,"RED BANK FIRE DEPT,",State Senate,6,,Over Votes,0
Lawrence,"RED BANK FIRE DEPT,",State Senate,6,,Under Votes,1
Lawrence,"RED BANK FIRE DEPT,",State Treasurer,,NON,Write-ins,3
Lawrence,"RED BANK FIRE DEPT,",State Treasurer,,REP,Young Boozer,63
Lawrence,"RED BANK FIRE DEPT,",State Treasurer,,,Over Votes,0
Lawrence,"RED BANK FIRE DEPT,",State Treasurer,,,Under Votes,196
Lawrence,"RED BANK FIRE DEPT,",U.S. House,4,NON,Write-ins,4
Lawrence,"RED BANK FIRE DEPT,",U.S. House,4,REP,Robert Aderholt,67
Lawrence,"RED BANK FIRE DEPT,",U.S. House,4,,Over Votes,0
Lawrence,"RED BANK FIRE DEPT,",U.S. House,4,,Under Votes,191
Lawrence,"RED BANK FIRE DEPT,",U.S. Senate,,NON,Write-ins,4
Lawrence,"RED BANK FIRE DEPT,",U.S. Senate,,REP,Jeff Sessions,66
Lawrence,"RED BANK FIRE DEPT,",U.S. Senate,,,Over Votes,0
Lawrence,"RED BANK FIRE DEPT,",U.S. Senate,,,Under Votes,192
Lawrence,SPEAKE FIRE DEPT_,Attorney General,,DEM,Joe Hubbard,143
Lawrence,SPEAKE FIRE DEPT_,Attorney General,,NON,Write-ins,1
Lawrence,SPEAKE FIRE DEPT_,Attorney General,,REP,Luther Strange,222
Lawrence,SPEAKE FIRE DEPT_,Attorney General,,,Over Votes,0
Lawrence,SPEAKE FIRE DEPT_,Attorney General,,,Under Votes,19
Lawrence,SPEAKE FIRE DEPT_,Governor,,DEM,Parker Griffith,129
Lawrence,SPEAKE FIRE DEPT_,Governor,,NON,Write-ins,2
Lawrence,SPEAKE FIRE DEPT_,Governor,,REP,Robert Bentley,250
Lawrence,SPEAKE FIRE DEPT_,Governor,,,Over Votes,0
Lawrence,SPEAKE FIRE DEPT_,Governor,,,Under Votes,4
Lawrence,SPEAKE FIRE DEPT_,Lieutenant Governor,,DEM,"James C. Fields, Jr.",130
Lawrence,SPEAKE FIRE DEPT_,Lieutenant Governor,,NON,Write-ins,0
Lawrence,SPEAKE FIRE DEPT_,Lieutenant Governor,,REP,Kay Ivey,234
Lawrence,SPEAKE FIRE DEPT_,Lieutenant Governor,,,Over Votes,0
Lawrence,SPEAKE FIRE DEPT_,Lieutenant Governor,,,Under Votes,21
Lawrence,SPEAKE FIRE DEPT_,State House,7,DEM,John (Jody) Letson,178
Lawrence,SPEAKE FIRE DEPT_,State House,7,NON,Write-ins,0
Lawrence,SPEAKE FIRE DEPT_,State House,7,REP,Ken Johnson,196
Lawrence,SPEAKE FIRE DEPT_,State House,7,,Over Votes,1
Lawrence,SPEAKE FIRE DEPT_,State House,7,,Under Votes,10
Lawrence,SPEAKE FIRE DEPT_,State Senate,4,DEM,"Angelo ""Doc"" Mancuso",148
Lawrence,SPEAKE FIRE DEPT_,State Senate,4,NON,Write-ins,0
Lawrence,SPEAKE FIRE DEPT_,State Senate,4,REP,Paul Bussman,217
Lawrence,SPEAKE FIRE DEPT_,State Senate,4,,Over Votes,1
Lawrence,SPEAKE FIRE DEPT_,State Senate,4,,Under Votes,19
Lawrence,SPEAKE FIRE DEPT_,State Treasurer,,NON,Write-ins,3
Lawrence,SPEAKE FIRE DEPT_,State Treasurer,,REP,Young Boozer,240
Lawrence,SPEAKE FIRE DEPT_,State Treasurer,,,Over Votes,0
Lawrence,SPEAKE FIRE DEPT_,State Treasurer,,,Under Votes,142
Lawrence,SPEAKE FIRE DEPT_,U.S. House,4,NON,Write-ins,6
Lawrence,SPEAKE FIRE DEPT_,U.S. House,4,REP,Robert Aderholt,251
Lawrence,SPEAKE FIRE DEPT_,U.S. House,4,,Over Votes,0
Lawrence,SPEAKE FIRE DEPT_,U.S. House,4,,Under Votes,128
Lawrence,SPEAKE FIRE DEPT_,U.S. Senate,,NON,Write-ins,6
Lawrence,SPEAKE FIRE DEPT_,U.S. Senate,,REP,Jeff Sessions,255
Lawrence,SPEAKE FIRE DEPT_,U.S. Senate,,,Over Votes,0
Lawrence,SPEAKE FIRE DEPT_,U.S. Senate,,,Under Votes,124
Lawrence,TOWN CREEK COMM CENTER,Attorney General,,DEM,Joe Hubbard,178
Lawrence,TOWN CREEK COMM CENTER,Attorney General,,NON,Write-ins,0
Lawrence,TOWN CREEK COMM CENTER,Attorney General,,REP,Luther Strange,67
Lawrence,TOWN CREEK COMM CENTER,Attorney General,,,Over Votes,0
Lawrence,TOWN CREEK COMM CENTER,Attorney General,,,Under Votes,7
Lawrence,TOWN CREEK COMM CENTER,Governor,,DEM,Parker Griffith,174
Lawrence,TOWN CREEK COMM CENTER,Governor,,NON,Write-ins,0
Lawrence,TOWN CREEK COMM CENTER,Governor,,REP,Robert Bentley,75
Lawrence,TOWN CREEK COMM CENTER,Governor,,,Over Votes,0
Lawrence,TOWN CREEK COMM CENTER,Governor,,,Under Votes,3
Lawrence,TOWN CREEK COMM CENTER,Lieutenant Governor,,DEM,"James C. Fields, Jr.",179
Lawrence,TOWN CREEK COMM CENTER,Lieutenant Governor,,NON,Write-ins,0
Lawrence,TOWN CREEK COMM CENTER,Lieutenant Governor,,REP,Kay Ivey,68
Lawrence,TOWN CREEK COMM CENTER,Lieutenant Governor,,,Over Votes,0
Lawrence,TOWN CREEK COMM CENTER,Lieutenant Governor,,,Under Votes,5
Lawrence,TOWN CREEK COMM CENTER,State House,3,DEM,Marcel Black,189
Lawrence,TOWN CREEK COMM CENTER,State House,3,NON,Write-ins,0
Lawrence,TOWN CREEK COMM CENTER,State House,3,REP,Fred Joly,53
Lawrence,TOWN CREEK COMM CENTER,State House,3,,Over Votes,0
Lawrence,TOWN CREEK COMM CENTER,State House,3,,Under Votes,10
Lawrence,TOWN CREEK COMM CENTER,State Senate,6,DEM,"Roger Bedford, Jr.",192
Lawrence,TOWN CREEK COMM CENTER,State Senate,6,NON,Write-ins,0
Lawrence,TOWN CREEK COMM CENTER,State Senate,6,REP,Larry Stutts,56
Lawrence,TOWN CREEK COMM CENTER,State Senate,6,,Over Votes,0
Lawrence,TOWN CREEK COMM CENTER,State Senate,6,,Under Votes,4
Lawrence,TOWN CREEK COMM CENTER,State Treasurer,,NON,Write-ins,2
Lawrence,TOWN CREEK COMM CENTER,State Treasurer,,REP,Young Boozer,78
Lawrence,TOWN CREEK COMM CENTER,State Treasurer,,,Over Votes,0
Lawrence,TOWN CREEK COMM CENTER,State Treasurer,,,Under Votes,172
Lawrence,TOWN CREEK COMM CENTER,U.S. House,4,NON,Write-ins,2
Lawrence,TOWN CREEK COMM CENTER,U.S. House,4,REP,Robert Aderholt,88
Lawrence,TOWN CREEK COMM CENTER,U.S. House,4,,Over Votes,0
Lawrence,TOWN CREEK COMM CENTER,U.S. House,4,,Under Votes,162
Lawrence,TOWN CREEK COMM CENTER,U.S. Senate,,NON,Write-ins,2
Lawrence,TOWN CREEK COMM CENTER,U.S. Senate,,REP,Jeff Sessions,93
Lawrence,TOWN CREEK COMM CENTER,U.S. Senate,,,Over Votes,0
Lawrence,TOWN CREEK COMM CENTER,U.S. Senate,,,Under Votes,157
Lawrence,WOLF SPRINGS BAPTIST,Attorney General,,DEM,Joe Hubbard,127
Lawrence,WOLF SPRINGS BAPTIST,Attorney General,,NON,Write-ins,0
Lawrence,WOLF SPRINGS BAPTIST,Attorney General,,REP,Luther Strange,185
Lawrence,WOLF SPRINGS BAPTIST,Attorney General,,,Over Votes,0
Lawrence,WOLF SPRINGS BAPTIST,Attorney General,,,Under Votes,9
Lawrence,WOLF SPRINGS BAPTIST,Governor,,DEM,Parker Griffith,114
Lawrence,WOLF SPRINGS BAPTIST,Governor,,NON,Write-ins,0
Lawrence,WOLF SPRINGS BAPTIST,Governor,,REP,Robert Bentley,202
Lawrence,WOLF SPRINGS BAPTIST,Governor,,,Over Votes,0
Lawrence,WOLF SPRINGS BAPTIST,Governor,,,Under Votes,5
Lawrence,WOLF SPRINGS BAPTIST,Lieutenant Governor,,DEM,"James C. Fields, Jr.",114
Lawrence,WOLF SPRINGS BAPTIST,Lieutenant Governor,,NON,Write-ins,0
Lawrence,WOLF SPRINGS BAPTIST,Lieutenant Governor,,REP,Kay Ivey,191
Lawrence,WOLF SPRINGS BAPTIST,Lieutenant Governor,,,Over Votes,1
Lawrence,WOLF SPRINGS BAPTIST,Lieutenant Governor,,,Under Votes,15
Lawrence,WOLF SPRINGS BAPTIST,State House,7,DEM,John (Jody) Letson,170
Lawrence,WOLF SPRINGS BAPTIST,State House,7,NON,Write-ins,0
Lawrence,WOLF SPRINGS BAPTIST,State House,7,REP,Ken Johnson,146
Lawrence,WOLF SPRINGS BAPTIST,State House,7,,Over Votes,0
Lawrence,WOLF SPRINGS BAPTIST,State House,7,,Under Votes,5
Lawrence,WOLF SPRINGS BAPTIST,State Senate,4,DEM,"Angelo ""Doc"" Mancuso",127
Lawrence,WOLF SPRINGS BAPTIST,State Senate,4,NON,Write-ins,0
Lawrence,WOLF SPRINGS BAPTIST,State Senate,4,REP,Paul Bussman,176
Lawrence,WOLF SPRINGS BAPTIST,State Senate,4,,Over Votes,0
Lawrence,WOLF SPRINGS BAPTIST,State Senate,4,,Under Votes,18
Lawrence,WOLF SPRINGS BAPTIST,State Treasurer,,NON,Write-ins,1
Lawrence,WOLF SPRINGS BAPTIST,State Treasurer,,REP,Young Boozer,188
Lawrence,WOLF SPRINGS BAPTIST,State Treasurer,,,Over Votes,0
Lawrence,WOLF SPRINGS BAPTIST,State Treasurer,,,Under Votes,132
Lawrence,WOLF SPRINGS BAPTIST,U.S. House,4,NON,Write-ins,2
Lawrence,WOLF SPRINGS BAPTIST,U.S. House,4,REP,Robert Aderholt,198
Lawrence,WOLF SPRINGS BAPTIST,U.S. House,4,,Over Votes,0
Lawrence,WOLF SPRINGS BAPTIST,U.S. House,4,,Under Votes,121
Lawrence,WOLF SPRINGS BAPTIST,U.S. Senate,,NON,Write-ins,2
Lawrence,WOLF SPRINGS BAPTIST,U.S. Senate,,REP,Jeff Sessions,204
Lawrence,WOLF SPRINGS BAPTIST,U.S. Senate,,,Over Votes,0
Lawrence,WOLF SPRINGS BAPTIST,U.S. Senate,,,Under Votes,115
Lee,ABSENTEE,Attorney General,,DEM,Joe Hubbard,244
Lee,ABSENTEE,Attorney General,,NON,Write-ins,2
Lee,ABSENTEE,Attorney General,,REP,Luther Strange,273
Lee,ABSENTEE,Attorney General,,,Over Votes,1
Lee,ABSENTEE,Attorney General,,,Under Votes,8
Lee,ABSENTEE,Governor,,DEM,Parker Griffith,214
Lee,ABSENTEE,Governor,,NON,Write-ins,3
Lee,ABSENTEE,Governor,,REP,Robert Bentley,304
Lee,ABSENTEE,Governor,,,Over Votes,0
Lee,ABSENTEE,Governor,,,Under Votes,7
Lee,ABSENTEE,Lieutenant Governor,,DEM,"James C. Fields, Jr.",209
Lee,ABSENTEE,Lieutenant Governor,,NON,Write-ins,3
Lee,ABSENTEE,Lieutenant Governor,,REP,Kay Ivey,313
Lee,ABSENTEE,Lieutenant Governor,,,Over Votes,0
Lee,ABSENTEE,Lieutenant Governor,,,Under Votes,3
Lee,ABSENTEE,State House,38,NON,Write-ins,1
Lee,ABSENTEE,State House,38,REP,Isaac Whorton,62
Lee,ABSENTEE,State House,38,,Over Votes,0
Lee,ABSENTEE,State House,38,,Under Votes,7
Lee,ABSENTEE,State House,79,DEM,Shirley Scott-Harris,60
Lee,ABSENTEE,State House,79,NON,Write-ins,0
Lee,ABSENTEE,State House,79,REP,Mike Hubbard,127
Lee,ABSENTEE,State House,79,,Over Votes,0
Lee,ABSENTEE,State House,79,,Under Votes,7
