county,precinct,office,district,party,candidate,votes
Lee,ABSENTEE,State House,80,DEM,Tillman Pugh,21
Lee,ABSENTEE,State House,80,NON,Write-ins,0
Lee,ABSENTEE,State House,80,REP,Lesley Vance,39
Lee,ABSENTEE,State House,80,,Over Votes,0
Lee,ABSENTEE,State House,80,,Under Votes,1
Lee,ABSENTEE,State House,82,DEM,Pebblin W. Warren,29
Lee,ABSENTEE,State House,82,NON,Write-ins,0
Lee,ABSENTEE,State House,82,,Over Votes,0
Lee,ABSENTEE,State House,82,,Under Votes,35
Lee,ABSENTEE,State House,83,DEM,"George ""Tootie"" Bandy",114
Lee,ABSENTEE,State House,83,NON,Write-ins,0
Lee,ABSENTEE,State House,83,REP,Gary Head,25
Lee,ABSENTEE,State House,83,,Over Votes,0
Lee,ABSENTEE,State House,83,,Under Votes,0
Lee,ABSENTEE,State Senate,13,DEM,Darrell Turner,38
Lee,ABSENTEE,State Senate,13,IND,Bill Fuller,11
Lee,ABSENTEE,State Senate,13,NON,Write-ins,0
Lee,ABSENTEE,State Senate,13,REP,Gerald Dial,92
Lee,ABSENTEE,State Senate,13,,Over Votes,0
Lee,ABSENTEE,State Senate,13,,Under Votes,2
Lee,ABSENTEE,State Senate,27,DEM,Haylee Moss,163
Lee,ABSENTEE,State Senate,27,NON,Write-ins,0
Lee,ABSENTEE,State Senate,27,REP,Tom Whatley,196
Lee,ABSENTEE,State Senate,27,,Over Votes,0
Lee,ABSENTEE,State Senate,27,,Under Votes,7
Lee,ABSENTEE,State Senate,28,DEM,Billy Beasley,12
Lee,ABSENTEE,State Senate,28,NON,Write-ins,0
Lee,ABSENTEE,State Senate,28,REP,John Savage,7
Lee,ABSENTEE,State Senate,28,,Over Votes,0
Lee,ABSENTEE,State Senate,28,,Under Votes,0
Lee,ABSENTEE,State Treasurer,,NON,Write-ins,4
Lee,ABSENTEE,State Treasurer,,REP,Young Boozer,307
Lee,ABSENTEE,State Treasurer,,,Over Votes,0
Lee,ABSENTEE,State Treasurer,,,Under Votes,217
Lee,ABSENTEE,U.S. House,3,DEM,Jesse T. Smith,218
Lee,ABSENTEE,U.S. House,3,NON,Write-ins,2
Lee,ABSENTEE,U.S. House,3,REP,Mike Rogers,305
Lee,ABSENTEE,U.S. House,3,,Over Votes,0
Lee,ABSENTEE,U.S. House,3,,Under Votes,3
Lee,ABSENTEE,U.S. Senate,,NON,Write-ins,11
Lee,ABSENTEE,U.S. Senate,,REP,Jeff Sessions,321
Lee,ABSENTEE,U.S. Senate,,,Over Votes,0
Lee,ABSENTEE,U.S. Senate,,,Under Votes,195
Lee,BEAUREGARD SCHOOL GYM,Attorney General,,DEM,Joe Hubbard,424
Lee,BEAUREGARD SCHOOL GYM,Attorney General,,NON,Write-ins,7
Lee,BEAUREGARD SCHOOL GYM,Attorney General,,REP,Luther Strange,649
Lee,BEAUREGARD SCHOOL GYM,Attorney General,,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,Attorney General,,,Under Votes,19
Lee,BEAUREGARD SCHOOL GYM,Governor,,DEM,Parker Griffith,389
Lee,BEAUREGARD SCHOOL GYM,Governor,,NON,Write-ins,0
Lee,BEAUREGARD SCHOOL GYM,Governor,,REP,Robert Bentley,703
Lee,BEAUREGARD SCHOOL GYM,Governor,,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,Governor,,,Under Votes,7
Lee,BEAUREGARD SCHOOL GYM,Lieutenant Governor,,DEM,"James C. Fields, Jr.",351
Lee,BEAUREGARD SCHOOL GYM,Lieutenant Governor,,NON,Write-ins,4
Lee,BEAUREGARD SCHOOL GYM,Lieutenant Governor,,REP,Kay Ivey,733
Lee,BEAUREGARD SCHOOL GYM,Lieutenant Governor,,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,Lieutenant Governor,,,Under Votes,11
Lee,BEAUREGARD SCHOOL GYM,State House,38,NON,Write-ins,4
Lee,BEAUREGARD SCHOOL GYM,State House,38,REP,Isaac Whorton,145
Lee,BEAUREGARD SCHOOL GYM,State House,38,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,State House,38,,Under Votes,32
Lee,BEAUREGARD SCHOOL GYM,State House,79,DEM,Shirley Scott-Harris,13
Lee,BEAUREGARD SCHOOL GYM,State House,79,NON,Write-ins,0
Lee,BEAUREGARD SCHOOL GYM,State House,79,REP,Mike Hubbard,21
Lee,BEAUREGARD SCHOOL GYM,State House,79,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,State House,79,,Under Votes,1
Lee,BEAUREGARD SCHOOL GYM,State House,82,DEM,Pebblin W. Warren,166
Lee,BEAUREGARD SCHOOL GYM,State House,82,NON,Write-ins,9
Lee,BEAUREGARD SCHOOL GYM,State House,82,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,State House,82,,Under Votes,154
Lee,BEAUREGARD SCHOOL GYM,State House,83,DEM,"George ""Tootie"" Bandy",152
Lee,BEAUREGARD SCHOOL GYM,State House,83,NON,Write-ins,1
Lee,BEAUREGARD SCHOOL GYM,State House,83,REP,Gary Head,396
Lee,BEAUREGARD SCHOOL GYM,State House,83,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,State House,83,,Under Votes,5
Lee,BEAUREGARD SCHOOL GYM,State Senate,27,DEM,Haylee Moss,376
Lee,BEAUREGARD SCHOOL GYM,State Senate,27,NON,Write-ins,1
Lee,BEAUREGARD SCHOOL GYM,State Senate,27,REP,Tom Whatley,676
Lee,BEAUREGARD SCHOOL GYM,State Senate,27,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,State Senate,27,,Under Votes,20
Lee,BEAUREGARD SCHOOL GYM,State Senate,28,DEM,Billy Beasley,11
Lee,BEAUREGARD SCHOOL GYM,State Senate,28,NON,Write-ins,0
Lee,BEAUREGARD SCHOOL GYM,State Senate,28,REP,John Savage,15
Lee,BEAUREGARD SCHOOL GYM,State Senate,28,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,State Senate,28,,Under Votes,0
Lee,BEAUREGARD SCHOOL GYM,State Treasurer,,NON,Write-ins,14
Lee,BEAUREGARD SCHOOL GYM,State Treasurer,,REP,Young Boozer,736
Lee,BEAUREGARD SCHOOL GYM,State Treasurer,,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,State Treasurer,,,Under Votes,349
Lee,BEAUREGARD SCHOOL GYM,U.S. House,3,DEM,Jesse T. Smith,360
Lee,BEAUREGARD SCHOOL GYM,U.S. House,3,NON,Write-ins,3
Lee,BEAUREGARD SCHOOL GYM,U.S. House,3,REP,Mike Rogers,722
Lee,BEAUREGARD SCHOOL GYM,U.S. House,3,,Over Votes,0
Lee,BEAUREGARD SCHOOL GYM,U.S. House,3,,Under Votes,14
Lee,BEAUREGARD SCHOOL GYM,U.S. Senate,,NON,Write-ins,14
Lee,BEAUREGARD SCHOOL GYM,U.S. Senate,,REP,Jeff Sessions,758
Lee,BEAUREGARD SCHOOL GYM,U.S. Senate,,,Over Votes,1
Lee,BEAUREGARD SCHOOL GYM,U.S. Senate,,,Under Votes,326
Lee,BEULAH FIRE DEPT_ #3,Attorney General,,DEM,Joe Hubbard,108
Lee,BEULAH FIRE DEPT_ #3,Attorney General,,NON,Write-ins,0
Lee,BEULAH FIRE DEPT_ #3,Attorney General,,REP,Luther Strange,568
Lee,BEULAH FIRE DEPT_ #3,Attorney General,,,Over Votes,1
Lee,BEULAH FIRE DEPT_ #3,Attorney General,,,Under Votes,7
Lee,BEULAH FIRE DEPT_ #3,Governor,,DEM,Parker Griffith,85
Lee,BEULAH FIRE DEPT_ #3,Governor,,NON,Write-ins,0
Lee,BEULAH FIRE DEPT_ #3,Governor,,REP,Robert Bentley,595
Lee,BEULAH FIRE DEPT_ #3,Governor,,,Over Votes,0
Lee,BEULAH FIRE DEPT_ #3,Governor,,,Under Votes,4
Lee,BEULAH FIRE DEPT_ #3,Lieutenant Governor,,DEM,"James C. Fields, Jr.",85
Lee,BEULAH FIRE DEPT_ #3,Lieutenant Governor,,NON,Write-ins,0
Lee,BEULAH FIRE DEPT_ #3,Lieutenant Governor,,REP,Kay Ivey,593
Lee,BEULAH FIRE DEPT_ #3,Lieutenant Governor,,,Over Votes,0
Lee,BEULAH FIRE DEPT_ #3,Lieutenant Governor,,,Under Votes,6
Lee,BEULAH FIRE DEPT_ #3,State House,38,NON,Write-ins,2
Lee,BEULAH FIRE DEPT_ #3,State House,38,REP,Isaac Whorton,603
Lee,BEULAH FIRE DEPT_ #3,State House,38,,Over Votes,0
Lee,BEULAH FIRE DEPT_ #3,State House,38,,Under Votes,79
Lee,BEULAH FIRE DEPT_ #3,State Senate,13,DEM,Darrell Turner,84
Lee,BEULAH FIRE DEPT_ #3,State Senate,13,IND,Bill Fuller,39
Lee,BEULAH FIRE DEPT_ #3,State Senate,13,NON,Write-ins,0
Lee,BEULAH FIRE DEPT_ #3,State Senate,13,REP,Gerald Dial,554
Lee,BEULAH FIRE DEPT_ #3,State Senate,13,,Over Votes,0
Lee,BEULAH FIRE DEPT_ #3,State Senate,13,,Under Votes,7
Lee,BEULAH FIRE DEPT_ #3,State Treasurer,,NON,Write-ins,3
Lee,BEULAH FIRE DEPT_ #3,State Treasurer,,REP,Young Boozer,592
Lee,BEULAH FIRE DEPT_ #3,State Treasurer,,,Over Votes,0
Lee,BEULAH FIRE DEPT_ #3,State Treasurer,,,Under Votes,89
Lee,BEULAH FIRE DEPT_ #3,U.S. House,3,DEM,Jesse T. Smith,83
Lee,BEULAH FIRE DEPT_ #3,U.S. House,3,NON,Write-ins,0
Lee,BEULAH FIRE DEPT_ #3,U.S. House,3,REP,Mike Rogers,590
Lee,BEULAH FIRE DEPT_ #3,U.S. House,3,,Over Votes,2
Lee,BEULAH FIRE DEPT_ #3,U.S. House,3,,Under Votes,9
Lee,BEULAH FIRE DEPT_ #3,U.S. Senate,,NON,Write-ins,4
Lee,BEULAH FIRE DEPT_ #3,U.S. Senate,,REP,Jeff Sessions,603
Lee,BEULAH FIRE DEPT_ #3,U.S. Senate,,,Over Votes,0
Lee,BEULAH FIRE DEPT_ #3,U.S. Senate,,,Under Votes,77
Lee,BEULAH HIGH SCHOOL,Attorney General,,DEM,Joe Hubbard,83
Lee,BEULAH HIGH SCHOOL,Attorney General,,NON,Write-ins,0
Lee,BEULAH HIGH SCHOOL,Attorney General,,REP,Luther Strange,370
Lee,BEULAH HIGH SCHOOL,Attorney General,,,Over Votes,0
Lee,BEULAH HIGH SCHOOL,Attorney General,,,Under Votes,10
Lee,BEULAH HIGH SCHOOL,Governor,,DEM,Parker Griffith,58
Lee,BEULAH HIGH SCHOOL,Governor,,NON,Write-ins,0
Lee,BEULAH HIGH SCHOOL,Governor,,REP,Robert Bentley,402
Lee,BEULAH HIGH SCHOOL,Governor,,,Over Votes,0
Lee,BEULAH HIGH SCHOOL,Governor,,,Under Votes,3
Lee,BEULAH HIGH SCHOOL,Lieutenant Governor,,DEM,"James C. Fields, Jr.",55
Lee,BEULAH HIGH SCHOOL,Lieutenant Governor,,NON,Write-ins,1
Lee,BEULAH HIGH SCHOOL,Lieutenant Governor,,REP,Kay Ivey,401
Lee,BEULAH HIGH SCHOOL,Lieutenant Governor,,,Over Votes,0
Lee,BEULAH HIGH SCHOOL,Lieutenant Governor,,,Under Votes,6
Lee,BEULAH HIGH SCHOOL,State House,38,NON,Write-ins,4
Lee,BEULAH HIGH SCHOOL,State House,38,REP,Isaac Whorton,420
Lee,BEULAH HIGH SCHOOL,State House,38,,Over Votes,0
Lee,BEULAH HIGH SCHOOL,State House,38,,Under Votes,39
Lee,BEULAH HIGH SCHOOL,State Senate,13,DEM,Darrell Turner,53
Lee,BEULAH HIGH SCHOOL,State Senate,13,IND,Bill Fuller,75
Lee,BEULAH HIGH SCHOOL,State Senate,13,NON,Write-ins,0
Lee,BEULAH HIGH SCHOOL,State Senate,13,REP,Gerald Dial,332
Lee,BEULAH HIGH SCHOOL,State Senate,13,,Over Votes,0
Lee,BEULAH HIGH SCHOOL,State Senate,13,,Under Votes,3
Lee,BEULAH HIGH SCHOOL,State Treasurer,,NON,Write-ins,4
Lee,BEULAH HIGH SCHOOL,State Treasurer,,REP,Young Boozer,405
Lee,BEULAH HIGH SCHOOL,State Treasurer,,,Over Votes,0
Lee,BEULAH HIGH SCHOOL,State Treasurer,,,Under Votes,54
Lee,BEULAH HIGH SCHOOL,U.S. House,3,DEM,Jesse T. Smith,49
Lee,BEULAH HIGH SCHOOL,U.S. House,3,NON,Write-ins,0
Lee,BEULAH HIGH SCHOOL,U.S. House,3,REP,Mike Rogers,406
Lee,BEULAH HIGH SCHOOL,U.S. House,3,,Over Votes,0
Lee,BEULAH HIGH SCHOOL,U.S. House,3,,Under Votes,8
Lee,BEULAH HIGH SCHOOL,U.S. Senate,,NON,Write-ins,3
Lee,BEULAH HIGH SCHOOL,U.S. Senate,,REP,Jeff Sessions,423
Lee,BEULAH HIGH SCHOOL,U.S. Senate,,,Over Votes,0
Lee,BEULAH HIGH SCHOOL,U.S. Senate,,,Under Votes,37
Lee,BOYKIN COMMUNITY CENTER,Attorney General,,DEM,Joe Hubbard,511
Lee,BOYKIN COMMUNITY CENTER,Attorney General,,NON,Write-ins,1
Lee,BOYKIN COMMUNITY CENTER,Attorney General,,REP,Luther Strange,48
Lee,BOYKIN COMMUNITY CENTER,Attorney General,,,Over Votes,0
Lee,BOYKIN COMMUNITY CENTER,Attorney General,,,Under Votes,7
Lee,BOYKIN COMMUNITY CENTER,Governor,,DEM,Parker Griffith,507
Lee,BOYKIN COMMUNITY CENTER,Governor,,NON,Write-ins,0
Lee,BOYKIN COMMUNITY CENTER,Governor,,REP,Robert Bentley,56
Lee,BOYKIN COMMUNITY CENTER,Governor,,,Over Votes,0
Lee,BOYKIN COMMUNITY CENTER,Governor,,,Under Votes,4
Lee,BOYKIN COMMUNITY CENTER,Lieutenant Governor,,DEM,"James C. Fields, Jr.",515
Lee,BOYKIN COMMUNITY CENTER,Lieutenant Governor,,NON,Write-ins,0
Lee,BOYKIN COMMUNITY CENTER,Lieutenant Governor,,REP,Kay Ivey,46
Lee,BOYKIN COMMUNITY CENTER,Lieutenant Governor,,,Over Votes,0
Lee,BOYKIN COMMUNITY CENTER,Lieutenant Governor,,,Under Votes,6
Lee,BOYKIN COMMUNITY CENTER,State House,79,DEM,Shirley Scott-Harris,25
Lee,BOYKIN COMMUNITY CENTER,State House,79,NON,Write-ins,0
Lee,BOYKIN COMMUNITY CENTER,State House,79,REP,Mike Hubbard,20
Lee,BOYKIN COMMUNITY CENTER,State House,79,,Over Votes,0
Lee,BOYKIN COMMUNITY CENTER,State House,79,,Under Votes,1
Lee,BOYKIN COMMUNITY CENTER,State House,82,DEM,Pebblin W. Warren,498
Lee,BOYKIN COMMUNITY CENTER,State House,82,NON,Write-ins,3
Lee,BOYKIN COMMUNITY CENTER,State House,82,,Over Votes,0
Lee,BOYKIN COMMUNITY CENTER,State House,82,,Under Votes,20
Lee,BOYKIN COMMUNITY CENTER,State Senate,27,DEM,Haylee Moss,41
Lee,BOYKIN COMMUNITY CENTER,State Senate,27,NON,Write-ins,0
Lee,BOYKIN COMMUNITY CENTER,State Senate,27,REP,Tom Whatley,24
Lee,BOYKIN COMMUNITY CENTER,State Senate,27,,Over Votes,0
Lee,BOYKIN COMMUNITY CENTER,State Senate,27,,Under Votes,0
Lee,BOYKIN COMMUNITY CENTER,State Senate,28,DEM,Billy Beasley,468
Lee,BOYKIN COMMUNITY CENTER,State Senate,28,NON,Write-ins,2
Lee,BOYKIN COMMUNITY CENTER,State Senate,28,REP,John Savage,24
Lee,BOYKIN COMMUNITY CENTER,State Senate,28,,Over Votes,0
Lee,BOYKIN COMMUNITY CENTER,State Senate,28,,Under Votes,8
Lee,BOYKIN COMMUNITY CENTER,State Treasurer,,NON,Write-ins,16
Lee,BOYKIN COMMUNITY CENTER,State Treasurer,,REP,Young Boozer,77
Lee,BOYKIN COMMUNITY CENTER,State Treasurer,,,Over Votes,0
Lee,BOYKIN COMMUNITY CENTER,State Treasurer,,,Under Votes,474
Lee,BOYKIN COMMUNITY CENTER,U.S. House,3,DEM,Jesse T. Smith,507
Lee,BOYKIN COMMUNITY CENTER,U.S. House,3,NON,Write-ins,1
Lee,BOYKIN COMMUNITY CENTER,U.S. House,3,REP,Mike Rogers,54
Lee,BOYKIN COMMUNITY CENTER,U.S. House,3,,Over Votes,0
Lee,BOYKIN COMMUNITY CENTER,U.S. House,3,,Under Votes,5
Lee,BOYKIN COMMUNITY CENTER,U.S. Senate,,NON,Write-ins,19
Lee,BOYKIN COMMUNITY CENTER,U.S. Senate,,REP,Jeff Sessions,80
Lee,BOYKIN COMMUNITY CENTER,U.S. Senate,,,Over Votes,0
Lee,BOYKIN COMMUNITY CENTER,U.S. Senate,,,Under Votes,468
Lee,CLARION INN S_ COLLEGE,Attorney General,,DEM,Joe Hubbard,1309
Lee,CLARION INN S_ COLLEGE,Attorney General,,NON,Write-ins,41
Lee,CLARION INN S_ COLLEGE,Attorney General,,REP,Luther Strange,1880
Lee,CLARION INN S_ COLLEGE,Attorney General,,,Over Votes,0
Lee,CLARION INN S_ COLLEGE,Attorney General,,,Under Votes,127
Lee,CLARION INN S_ COLLEGE,Governor,,DEM,Parker Griffith,982
Lee,CLARION INN S_ COLLEGE,Governor,,NON,Write-ins,8
Lee,CLARION INN S_ COLLEGE,Governor,,REP,Robert Bentley,2337
Lee,CLARION INN S_ COLLEGE,Governor,,,Over Votes,0
Lee,CLARION INN S_ COLLEGE,Governor,,,Under Votes,30
Lee,CLARION INN S_ COLLEGE,Lieutenant Governor,,DEM,"James C. Fields, Jr.",899
Lee,CLARION INN S_ COLLEGE,Lieutenant Governor,,NON,Write-ins,4
Lee,CLARION INN S_ COLLEGE,Lieutenant Governor,,REP,Kay Ivey,2405
Lee,CLARION INN S_ COLLEGE,Lieutenant Governor,,,Over Votes,2
Lee,CLARION INN S_ COLLEGE,Lieutenant Governor,,,Under Votes,47
Lee,CLARION INN S_ COLLEGE,State House,79,DEM,Shirley Scott-Harris,890
Lee,CLARION INN S_ COLLEGE,State House,79,NON,Write-ins,36
Lee,CLARION INN S_ COLLEGE,State House,79,REP,Mike Hubbard,1914
Lee,CLARION INN S_ COLLEGE,State House,79,,Over Votes,0
Lee,CLARION INN S_ COLLEGE,State House,79,,Under Votes,45
Lee,CLARION INN S_ COLLEGE,State House,82,DEM,Pebblin W. Warren,274
Lee,CLARION INN S_ COLLEGE,State House,82,NON,Write-ins,16
Lee,CLARION INN S_ COLLEGE,State House,82,,Over Votes,0
Lee,CLARION INN S_ COLLEGE,State House,82,,Under Votes,182
Lee,CLARION INN S_ COLLEGE,State Senate,13,DEM,Darrell Turner,59
Lee,CLARION INN S_ COLLEGE,State Senate,13,IND,Bill Fuller,61
Lee,CLARION INN S_ COLLEGE,State Senate,13,NON,Write-ins,0
Lee,CLARION INN S_ COLLEGE,State Senate,13,REP,Gerald Dial,353
Lee,CLARION INN S_ COLLEGE,State Senate,13,,Over Votes,0
Lee,CLARION INN S_ COLLEGE,State Senate,13,,Under Votes,10
Lee,CLARION INN S_ COLLEGE,State Senate,27,DEM,Haylee Moss,770
Lee,CLARION INN S_ COLLEGE,State Senate,27,NON,Write-ins,6
Lee,CLARION INN S_ COLLEGE,State Senate,27,REP,Tom Whatley,1859
Lee,CLARION INN S_ COLLEGE,State Senate,27,,Over Votes,1
Lee,CLARION INN S_ COLLEGE,State Senate,27,,Under Votes,59
Lee,CLARION INN S_ COLLEGE,State Senate,28,DEM,Billy Beasley,113
Lee,CLARION INN S_ COLLEGE,State Senate,28,NON,Write-ins,0
Lee,CLARION INN S_ COLLEGE,State Senate,28,REP,John Savage,65
Lee,CLARION INN S_ COLLEGE,State Senate,28,,Over Votes,0
Lee,CLARION INN S_ COLLEGE,State Senate,28,,Under Votes,1
Lee,CLARION INN S_ COLLEGE,State Treasurer,,NON,Write-ins,28
Lee,CLARION INN S_ COLLEGE,State Treasurer,,REP,Young Boozer,2409
Lee,CLARION INN S_ COLLEGE,State Treasurer,,,Over Votes,0
Lee,CLARION INN S_ COLLEGE,State Treasurer,,,Under Votes,920
Lee,CLARION INN S_ COLLEGE,U.S. House,3,DEM,Jesse T. Smith,942
Lee,CLARION INN S_ COLLEGE,U.S. House,3,NON,Write-ins,11
Lee,CLARION INN S_ COLLEGE,U.S. House,3,REP,Mike Rogers,2348
Lee,CLARION INN S_ COLLEGE,U.S. House,3,,Over Votes,0
Lee,CLARION INN S_ COLLEGE,U.S. House,3,,Under Votes,56
Lee,CLARION INN S_ COLLEGE,U.S. Senate,,NON,Write-ins,72
Lee,CLARION INN S_ COLLEGE,U.S. Senate,,REP,Jeff Sessions,2487
Lee,CLARION INN S_ COLLEGE,U.S. Senate,,,Over Votes,0
Lee,CLARION INN S_ COLLEGE,U.S. Senate,,,Under Votes,798
Lee,COVINGTON PARK COMM CENTER,Attorney General,,DEM,Joe Hubbard,805
Lee,COVINGTON PARK COMM CENTER,Attorney General,,NON,Write-ins,0
Lee,COVINGTON PARK COMM CENTER,Attorney General,,REP,Luther Strange,73
Lee,COVINGTON PARK COMM CENTER,Attorney General,,,Over Votes,0
Lee,COVINGTON PARK COMM CENTER,Attorney General,,,Under Votes,7
Lee,COVINGTON PARK COMM CENTER,Governor,,DEM,Parker Griffith,793
Lee,COVINGTON PARK COMM CENTER,Governor,,NON,Write-ins,0
Lee,COVINGTON PARK COMM CENTER,Governor,,REP,Robert Bentley,92
Lee,COVINGTON PARK COMM CENTER,Governor,,,Over Votes,0
Lee,COVINGTON PARK COMM CENTER,Governor,,,Under Votes,0
Lee,COVINGTON PARK COMM CENTER,Lieutenant Governor,,DEM,"James C. Fields, Jr.",791
Lee,COVINGTON PARK COMM CENTER,Lieutenant Governor,,NON,Write-ins,0
Lee,COVINGTON PARK COMM CENTER,Lieutenant Governor,,REP,Kay Ivey,90
Lee,COVINGTON PARK COMM CENTER,Lieutenant Governor,,,Over Votes,0
Lee,COVINGTON PARK COMM CENTER,Lieutenant Governor,,,Under Votes,4
Lee,COVINGTON PARK COMM CENTER,State House,79,DEM,Shirley Scott-Harris,8
Lee,COVINGTON PARK COMM CENTER,State House,79,NON,Write-ins,0
Lee,COVINGTON PARK COMM CENTER,State House,79,REP,Mike Hubbard,17
Lee,COVINGTON PARK COMM CENTER,State House,79,,Over Votes,0
Lee,COVINGTON PARK COMM CENTER,State House,79,,Under Votes,1
Lee,COVINGTON PARK COMM CENTER,State House,83,DEM,"George ""Tootie"" Bandy",787
Lee,COVINGTON PARK COMM CENTER,State House,83,NON,Write-ins,0
Lee,COVINGTON PARK COMM CENTER,State House,83,REP,Gary Head,68
Lee,COVINGTON PARK COMM CENTER,State House,83,,Over Votes,0
Lee,COVINGTON PARK COMM CENTER,State House,83,,Under Votes,4
Lee,COVINGTON PARK COMM CENTER,State Senate,13,DEM,Darrell Turner,1
Lee,COVINGTON PARK COMM CENTER,State Senate,13,IND,Bill Fuller,8
Lee,COVINGTON PARK COMM CENTER,State Senate,13,NON,Write-ins,0
Lee,COVINGTON PARK COMM CENTER,State Senate,13,REP,Gerald Dial,20
Lee,COVINGTON PARK COMM CENTER,State Senate,13,,Over Votes,0
Lee,COVINGTON PARK COMM CENTER,State Senate,13,,Under Votes,0
Lee,COVINGTON PARK COMM CENTER,State Senate,27,DEM,Haylee Moss,783
Lee,COVINGTON PARK COMM CENTER,State Senate,27,NON,Write-ins,0
Lee,COVINGTON PARK COMM CENTER,State Senate,27,REP,Tom Whatley,66
Lee,COVINGTON PARK COMM CENTER,State Senate,27,,Over Votes,0
Lee,COVINGTON PARK COMM CENTER,State Senate,27,,Under Votes,7
Lee,COVINGTON PARK COMM CENTER,State Treasurer,,NON,Write-ins,14
Lee,COVINGTON PARK COMM CENTER,State Treasurer,,REP,Young Boozer,103
Lee,COVINGTON PARK COMM CENTER,State Treasurer,,,Over Votes,0
Lee,COVINGTON PARK COMM CENTER,State Treasurer,,,Under Votes,768
Lee,COVINGTON PARK COMM CENTER,U.S. House,3,DEM,Jesse T. Smith,790
Lee,COVINGTON PARK COMM CENTER,U.S. House,3,NON,Write-ins,0
Lee,COVINGTON PARK COMM CENTER,U.S. House,3,REP,Mike Rogers,90
Lee,COVINGTON PARK COMM CENTER,U.S. House,3,,Over Votes,0
Lee,COVINGTON PARK COMM CENTER,U.S. House,3,,Under Votes,5
Lee,COVINGTON PARK COMM CENTER,U.S. Senate,,NON,Write-ins,17
Lee,COVINGTON PARK COMM CENTER,U.S. Senate,,REP,Jeff Sessions,105
Lee,COVINGTON PARK COMM CENTER,U.S. Senate,,,Over Votes,0
Lee,COVINGTON PARK COMM CENTER,U.S. Senate,,,Under Votes,763
Lee,CRAWFORD VFD,Attorney General,,DEM,Joe Hubbard,208
Lee,CRAWFORD VFD,Attorney General,,NON,Write-ins,0
Lee,CRAWFORD VFD,Attorney General,,REP,Luther Strange,196
Lee,CRAWFORD VFD,Attorney General,,,Over Votes,0
Lee,CRAWFORD VFD,Attorney General,,,Under Votes,8
Lee,CRAWFORD VFD,Governor,,DEM,Parker Griffith,214
Lee,CRAWFORD VFD,Governor,,NON,Write-ins,0
Lee,CRAWFORD VFD,Governor,,REP,Robert Bentley,194
Lee,CRAWFORD VFD,Governor,,,Over Votes,0
Lee,CRAWFORD VFD,Governor,,,Under Votes,4
Lee,CRAWFORD VFD,Lieutenant Governor,,DEM,"James C. Fields, Jr.",200
Lee,CRAWFORD VFD,Lieutenant Governor,,NON,Write-ins,1
Lee,CRAWFORD VFD,Lieutenant Governor,,REP,Kay Ivey,205
Lee,CRAWFORD VFD,Lieutenant Governor,,,Over Votes,0
Lee,CRAWFORD VFD,Lieutenant Governor,,,Under Votes,6
Lee,CRAWFORD VFD,State House,38,NON,Write-ins,1
Lee,CRAWFORD VFD,State House,38,REP,Isaac Whorton,21
Lee,CRAWFORD VFD,State House,38,,Over Votes,0
Lee,CRAWFORD VFD,State House,38,,Under Votes,3
Lee,CRAWFORD VFD,State House,83,DEM,"George ""Tootie"" Bandy",197
Lee,CRAWFORD VFD,State House,83,NON,Write-ins,1
Lee,CRAWFORD VFD,State House,83,REP,Gary Head,187
Lee,CRAWFORD VFD,State House,83,,Over Votes,0
Lee,CRAWFORD VFD,State House,83,,Under Votes,2
Lee,CRAWFORD VFD,State Senate,13,DEM,Darrell Turner,0
Lee,CRAWFORD VFD,State Senate,13,IND,Bill Fuller,0
Lee,CRAWFORD VFD,State Senate,13,NON,Write-ins,0
Lee,CRAWFORD VFD,State Senate,13,REP,Gerald Dial,0
Lee,CRAWFORD VFD,State Senate,13,,Over Votes,0
Lee,CRAWFORD VFD,State Senate,13,,Under Votes,0
Lee,CRAWFORD VFD,State Senate,27,DEM,Haylee Moss,204
Lee,CRAWFORD VFD,State Senate,27,NON,Write-ins,0
Lee,CRAWFORD VFD,State Senate,27,REP,Tom Whatley,203
Lee,CRAWFORD VFD,State Senate,27,,Over Votes,0
Lee,CRAWFORD VFD,State Senate,27,,Under Votes,5
Lee,CRAWFORD VFD,State Treasurer,,NON,Write-ins,7
Lee,CRAWFORD VFD,State Treasurer,,REP,Young Boozer,223
Lee,CRAWFORD VFD,State Treasurer,,,Over Votes,0
Lee,CRAWFORD VFD,State Treasurer,,,Under Votes,182
Lee,CRAWFORD VFD,U.S. House,3,DEM,Jesse T. Smith,199
Lee,CRAWFORD VFD,U.S. House,3,NON,Write-ins,4
Lee,CRAWFORD VFD,U.S. House,3,REP,Mike Rogers,203
Lee,CRAWFORD VFD,U.S. House,3,,Over Votes,0
Lee,CRAWFORD VFD,U.S. House,3,,Under Votes,6
Lee,CRAWFORD VFD,U.S. Senate,,NON,Write-ins,11
