state,year,chamber,district,klarner_dem_votes,klarner_rep_votes,dinc,rinc,dswitch,rswitch,uncont,dontuse,bigthird,dem_candidate,rep_candidate,sos_dem_votes,sos_rep_votes,_merge,dem_vote_delta,rep_vote_delta,total_absolute_delta,klarner_major_votes,reconciliation_status,model_eligible
AR,1998,senate,7.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"smith, kevin a",,19638.0,0.0,both,,,,,missing_one_source,False
AR,1998,senate,11.0,9488.0,9721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"sanders, sandy","delay, gunner",7459.0,0.0,both,-2029.0,-9721.0,11750.0,19209.0,material_mismatch,False
AR,1998,senate,14.0,0.0,14034.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,"webb, doyle",0.0,14034.0,both,0.0,0.0,0.0,14034.0,exact,True
AR,1998,senate,16.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"riggs, john",,38448.0,0.0,both,,,,,missing_one_source,False
AR,1998,senate,17.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"walker, william l (bill), jr",,38448.0,0.0,both,,,,,missing_one_source,False
AR,1998,senate,18.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"hoofman, clifton (cliff)",,38448.0,0.0,both,,,,,missing_one_source,False
AR,1998,senate,19.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"gwatney, bill a",,38448.0,0.0,both,,,,,missing_one_source,False
AR,1998,senate,21.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"beebe, mike",,12802.0,0.0,both,,,,,missing_one_source,False
AR,1998,senate,23.0,10960.0,6454.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"everett, mike","ashcraft, a s (al)",10960.0,6454.0,both,0.0,0.0,0.0,17414.0,exact,True
AR,1998,senate,24.0,12291.0,6870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"critcher, jack l","isaac, tim",12291.0,6870.0,both,0.0,0.0,0.0,19161.0,exact,True
AR,1998,senate,26.0,13666.0,11931.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"fitch, jon","bryant, randy",13666.0,11931.0,both,0.0,0.0,0.0,25597.0,exact,True
AR,1998,senate,30.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"wooldridge, tim",,,,left_only,,,,,missing_one_source,False
AR,1998,senate,31.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"wilson, nick",,5521.0,0.0,both,,,,,missing_one_source,False
AR,1998,senate,32.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"hunter, gary d",0.0,9048.0,both,,,,,missing_one_source,False
AR,1998,senate,33.0,7994.0,14049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"white, tyler e","bisbee, david a",7994.0,14049.0,both,0.0,0.0,0.0,22043.0,exact,True
AR,1998,senate,34.0,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,"brown, john e",0.0,27820.0,both,,,,,missing_one_source,False
AR,1998,senate,35.0,13979.0,8543.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"malone, david r","ralston, brett k",13979.0,8543.0,both,0.0,0.0,0.0,22522.0,exact,True
