finance_name_norm,finance_name,candidate_expenditures,expenditure_transactions,committee_count,cycle,finance_canonical
FERNANDO MORGAN,FERNANDO MORGAN,9980.04,49,1,2022,FERNANDO MORGAN
FLETCHER STEWART,FLETCHER STEWART,9489.21,47,1,2022,FLETCHER STEWART
FRANCES HOLK JONES,FRANCES HOLK-JONES,324179.79,26,1,2022,FRANCES HOLK JONES
FRANCES TAYLOR,FRANCES TAYLOR,78388.14,46,1,2022,FRANCES TAYLOR
FRANK LEE,FRANK LEE,11000.0,7,1,2022,FRANK LEE
FRANK TAPLEY,FRANK TAPLEY,3175.0,6,1,2022,FRANK TAPLEY
FRANK WILLIAMSON,FRANK WILLIAMSON,34180.24,182,1,2022,FRANK WILLIAMSON
FRANKLIN BARGER,FRANKLIN BARGER,871.0,2,1,2022,FRANKLIN BARGER
FRED BELL,FRED BELL,2469.96,3,1,2022,FRED BELL
FRED CRUM,FRED CRUM,5566.59,35,1,2022,FRED CRUM
FRED JOLY,FRED JOLY,43130.21,35,1,2022,FRED JOLY
FRED PLUMP,FRED PLUMP,15580.3,20,1,2022,FRED PLUMP
FRED SLOSS,FRED SLOSS,35412.58,43,1,2022,FRED SLOSS
FREDDIE ARMSTEAD,FREDDIE ARMSTEAD,2793.99,5,1,2022,FREDDIE ARMSTEAD
GARLAN GUDGER,GARLAN GUDGER,122166.20999999999,97,1,2022,GARLAN GUDGER
GARRIA SPENCER,GARRIA SPENCER,3000.0,9,1,2022,GARRIA SPENCER
GARRY MARCHMAN,GARRY MARCHMAN,19347.489999999998,88,1,2022,GARRY MARCHMAN
GAYLA BLANTON,GAYLA BLANTON,5135.0,23,1,2022,GAYLA BLANTON
GEORGE DAY,GEORGE DAY,250.0,1,1,2022,GEORGE DAY
GEORGE TROTTER,GEORGE TROTTER,3467.21,23,1,2022,GEORGE TROTTER
GEORGE ZOGHBY,GEORGE ZOGHBY,2780.0,2,1,2022,GEORGE ZOGHBY
GERALD ALLEN,GERALD ALLEN,142595.24,197,1,2022,GERALD ALLEN
GERALD FREEMAN,GERALD FREEMAN,160.0,1,1,2022,GERALD FREEMAN
GERALD HALL,GERALD HALL,33650.0,18,1,2022,GERALD HALL
GERALD HOLLOWAY,GERALD HOLLOWAY,3710.5,27,1,2022,GERALD HOLLOWAY
GERALD MCKISSACK,GERALD MCKISSACK,5794.79,15,1,2022,GERALD MCKISSACK
GIL ISBELL,GIL ISBELL,232889.11000000002,108,1,2022,GIL ISBELL
GILBERT SELF,GILBERT SELF,10481.880000000001,6,1,2022,GILBERT SELF
GINNY SHAVER,GINNY SHAVER,83593.43,108,1,2022,GINNY SHAVER
GLENDA FREEMAN,GLENDA FREEMAN,5403.13,27,1,2022,GLENDA FREEMAN
GREG BARNES,GREG BARNES,12713.64,13,1,2022,GREG BARNES
GREG GRIFFIN,GREG GRIFFIN,22303.809999999998,28,1,2022,GREG GRIFFIN
GREG REED,GREG REED,101850.89,78,1,2022,GREG REED
GREGORY ALBRITTON,GREGORY ALBRITTON,305989.89,84,1,2022,GREGORY ALBRITTON
GREGORY COOK,GREGORY COOK,1823094.91,282,1,2022,GREGORY COOK
GREGORY GRIGGERS,GREGORY GRIGGERS,63978.16,38,1,2022,GREGORY GRIGGERS
GREGORY GUNNIN,GREGORY GUNNIN,696.27,4,1,2022,GREGORY GUNNIN
GREGORY GUY,GREGORY GUY,2062.96,7,1,2022,GREGORY GUY
GREGORY MICHAEL,GREGORY MICHAEL,1118.48,4,1,2022,GREGORY MICHAEL
GREGORY WHITE,GREGORY WHITE,40068.49,46,1,2022,GREGORY WHITE
GREGORY WILLIAMS,GREGORY WILLIAMS,500.0,1,1,2022,GREGORY WILLIAMS
HAL HUGHSTON,HAL HUGHSTON,66557.18000000001,87,1,2022,HAL HUGHSTON
HAROLD ALFORD,HAROLD ALFORD,13460.69,63,1,2022,HAROLD ALFORD
HAROLD CLEMENTS,HAROLD CLEMENTS,27807.760000000002,44,1,2022,HAROLD CLEMENTS
HAROLD KNIGHTEN,HAROLD KNIGHTEN,2534.24,3,1,2022,HAROLD KNIGHTEN
HARRY SHIVER,HARRY SHIVER,10575.67,16,1,2022,HARRY SHIVER
HARRY STILL,HARRY STILL,8905.57,9,1,2022,HARRY STILL
HARVEY GENE MITCHELL,HARVEY (GENE) MITCHELL,17651.350000000002,37,1,2022,HARVEY GENE MITCHELL
HEATH JONES,HEATH JONES,13788.38,44,1,2022,HEATH JONES
HEATH TAYLOR,HEATH TAYLOR,3105.97,19,1,2022,HEATH TAYLOR
HENRY ALLRED,HENRY ALLRED,10.0,2,1,2022,HENRY ALLRED
HENRY FUDGE,HENRY FUDGE,2990.98,7,1,2022,HENRY FUDGE
HENRY LAMBERT,HENRY LAMBERT,9156.66,19,1,2022,HENRY LAMBERT
HENRY MCWHORTER,HENRY MCWHORTER,7175.0,12,1,2022,HENRY MCWHORTER
HENRY SANDERS,HENRY SANDERS,129703.81,65,2,2022,HENRY SANDERS
HERB NEU,HERB NEU,3622.11,34,1,2022,HERB NEU
HOLBROOK BROOKE REID,HOLBROOK (BROOKE) REID,342.0,12,1,2022,HOLBROOK BROOKE REID
HOLLY SAWYER,HOLLY SAWYER,31321.44,49,1,2022,HOLLY SAWYER
HORACE MOSLEY,HORACE MOSLEY,1000.0,1,1,2022,HORACE MOSLEY
HOWARD DAUGHERTY,HOWARD DAUGHERTY,29.39,5,1,2022,HOWARD DAUGHERTY
HUEY MACK,HUEY MACK,13887.81,21,1,2022,HUEY MACK
HUGH FARRIS,HUGH FARRIS,50.0,1,1,2022,HUGH FARRIS
IDA MASHBURN MYRICK,IDA MASHBURN-MYRICK,15.0,1,1,2022,IDA MASHBURN MYRICK
INELL TWILLEY,INELL TWILLEY,1115.0,2,1,2022,INELL TWILLEY
IVAN SMITH,IVAN SMITH,19629.72,41,1,2022,IVAN SMITH
J D HESS,J.D. HESS,10238.19,20,1,2022,JD HESS
J R GAINES,J.R. GAINES,1815.32,20,1,2022,JR GAINES
JACK BAILEY,JACK BAILEY,1874.83,6,1,2022,JACK BAILEY
JACKIE WITT,JACKIE WITT,56.0,1,1,2022,JACKIE WITT
JACOREY CALLOWAY,JACOREY CALLOWAY,5058.74,24,1,2022,JACOREY CALLOWAY
JACQUELINE FLEMING BROWN,JACQUELINE FLEMING-BROWN,17863.29,53,1,2022,JACQUELINE FLEMING BROWN
JAKOB WILLIAMSON,JAKOB WILLIAMSON,1307.95,6,1,2022,JAKOB WILLIAMSON
JAMES AKERS,JAMES AKERS,8000.0,43,1,2022,JAMES AKERS
JAMES ALBRITTON,JAMES ALBRITTON,2202.94,5,1,2022,JAMES ALBRITTON
JAMES ANDERSON,JAMES ANDERSON,7370.42,30,1,2022,JAMES ANDERSON
JAMES BALL,JAMES BALL,6816.93,6,1,2022,JAMES BALL
JAMES BENDERSON,JAMES BENDERSON,1792.36,16,1,2022,JAMES BENDERSON
JAMES BLAKE,JAMES BLAKE,44228.4,81,1,2022,JAMES BLAKE
JAMES BROWN,JAMES BROWN,4848.58,6,1,2022,JAMES BROWN
JAMES BURKHALTER,JAMES BURKHALTER II,100.0,1,1,2022,JAMES BURKHALTER
JAMES BUSKEY,JAMES BUSKEY,2940.0,19,1,2022,JAMES BUSKEY
JAMES CALVIN,JAMES CALVIN,250.0,2,1,2022,JAMES CALVIN
JAMES CHESTEEN,JAMES CHESTEEN,162940.82,90,1,2022,JAMES CHESTEEN
JAMES FIELDS,JAMES FIELDS,1411.75,11,2,2022,JAMES FIELDS
JAMES FREEMAN,JAMES FREEMAN,94.7,2,1,2022,JAMES FREEMAN
JAMES GENTRY,JAMES GENTRY,3207.0,8,1,2022,JAMES GENTRY
JAMES GRAHAM,JAMES GRAHAM,30311.37,44,1,2022,JAMES GRAHAM
JAMES GREG BODDIE,JAMES (GREG) BODDIE,6176.12,15,1,2022,JAMES GREG BODDIE
JAMES HAND,JAMES HAND,149.99,1,1,2022,JAMES HAND
JAMES HANES,JAMES HANES,59605.47,42,1,2022,JAMES HANES
JAMES HARRED,JAMES HARRED,11350.0,14,1,2022,JAMES HARRED
JAMES HICKS,JAMES HICKS,2684.1,6,1,2022,JAMES HICKS
JAMES HOVEY,JAMES HOVEY,402768.9,120,1,2022,JAMES HOVEY
JAMES HUTCHESON,JAMES HUTCHESON,21147.0,29,1,2022,JAMES HUTCHESON
JAMES IVEY,JAMES IVEY,4853.49,10,1,2022,JAMES IVEY
JAMES JAY HENRY,JAMES(JAY) HENRY,6276.41,9,1,2022,JAMES JAY HENRY
JAMES JONES,JAMES JONES,4711.51,15,1,2022,JAMES JONES
JAMES KELLEY,JAMES KELLEY,36291.65,32,1,2022,JAMES KELLEY
JAMES KILGORE,JAMES KILGORE,19940.99,37,1,2022,JAMES KILGORE
JAMES LOMAX,JAMES LOMAX,202978.15,66,1,2022,JAMES LOMAX
JAMES MANDERSON,JAMES MANDERSON,4677.05,33,1,2022,JAMES MANDERSON
JAMES MCMILLIAN,JAMES MCMILLIAN,20.0,1,1,2022,JAMES MCMILLIAN
JAMES MITCHELL,JAMES MITCHELL,721.0,6,1,2022,JAMES MITCHELL
JAMES NEWTON,JAMES NEWTON,3150.0,6,1,2022,JAMES NEWTON
JAMES PATTERSON,JAMES PATTERSON,2800.0,1,1,2022,JAMES PATTERSON
JAMES POOL,JAMES POOL,2546.1,3,1,2022,JAMES POOL
JAMES RICH,JAMES RICH,2914.16,2,1,2022,JAMES RICH
JAMES STEPHENS,JAMES STEPHENS,42533.54,32,1,2022,JAMES STEPHENS
JAMES STUDDARD,JAMES STUDDARD,8888.0,20,1,2022,JAMES STUDDARD
JAMES THOMAS,JAMES THOMAS,8800.11,52,1,2022,JAMES THOMAS
JAMES TOOMEY,JAMES TOOMEY,26738.39,37,1,2022,JAMES TOOMEY
JAMES TORRILLO,JAMES TORRILLO,1483.0,4,1,2022,JAMES TORRILLO
JAMES WAGGONER,JAMES WAGGONER,50607.34,49,1,2022,JAMES WAGGONER
JAMES WILSON,JAMES WILSON,1996.35,25,2,2022,JAMES WILSON
JAMIE CARTER,JAMIE CARTER,50.0,1,1,2022,JAMIE CARTER
JAMIE GRANT,JAMIE GRANT,93642.31,40,1,2022,JAMIE GRANT
JAMIE JACKSON,JAMIE JACKSON,6640.51,38,1,2022,JAMIE JACKSON
JAMIE KIEL,JAMIE KIEL,18325.41,48,1,2022,JAMIE KIEL
JAMIE SMITH,JAMIE SMITH,2.842170943040401e-14,6,1,2022,JAMIE SMITH
JAMISON CARR,JAMISON CARR,4461.66,11,1,2022,JAMISON CARR
JANAY DAWSON,JANAY DAWSON,4428.5,7,1,2022,JANAY DAWSON
JANE HAMPTON,JANE HAMPTON,4523.1,2,1,2022,JANE HAMPTON
JANET HAYES,JANET HAYES,792.53,6,1,2022,JANET HAYES
JANICE FOUNTAIN,JANICE FOUNTAIN,2915.56,44,1,2022,JANICE FOUNTAIN
JARED BUDLONG,JARED BUDLONG,6752.36,112,1,2022,JARED BUDLONG
JARED HUDSON,JARED HUDSON,501852.37,352,1,2022,JARED HUDSON
JARROD JOHNSON,JARROD JOHNSON,144.0,1,1,2022,JARROD JOHNSON
JASON BLACK,JASON BLACK,217209.13,278,2,2022,JASON BLACK
JASON BOOTHE,JASON BOOTHE,500.0,1,1,2022,JASON BOOTHE
JASON BURR,JASON BURR,49.08,2,1,2022,JASON BURR
JASON HUDSPETH,JASON HUDSPETH,22676.23,3,1,2022,JASON HUDSPETH
JASON PIERCE,JASON PIERCE,2800.0,2,1,2022,JASON PIERCE
JASON SULLIVAN,JASON SULLIVAN,5350.36,25,1,2022,JASON SULLIVAN
JAVAN PATTON,JAVAN PATTON,5110.45,41,1,2022,JAVAN PATTON
JAY JONES,JAY JONES,2292.0,2,1,2022,JAY JONES
JAYLEN COTTON,JAYLEN COTTON,17758.57,84,1,2022,JAYLEN COTTON
JEB FANNIN,JEB FANNIN,2780.0,2,1,2022,JEB FANNIN
JEFF CLARK,JEFF CLARK,3046.96,25,1,2022,JEFF CLARK
JEFF OVERSTREET,JEFF OVERSTREET,33750.0,26,1,2022,JEFF OVERSTREET
JEFF SHAVER,JEFF SHAVER,1842.28,3,1,2022,JEFF SHAVER
JEFF SORRELLS,JEFF SORRELLS,87258.74,62,1,2022,JEFF SORRELLS
JEFFERY BLACKSTONE,JEFFERY BLACKSTONE,6421.34,16,1,2022,JEFFERY BLACKSTONE
JEFFERY ENFINGER,JEFFERY ENFINGER,2391.01,7,1,2022,JEFFERY ENFINGER
JEFFERY KELLEY,JEFFERY KELLEY,2833.0,9,1,2022,JEFFERY KELLEY
JEFFERY MACON,JEFFERY MACON,200.0,1,1,2022,JEFFERY MACON
JEFFERY WASHINGTON,JEFFERY WASHINGTON,1324.72,6,1,2022,JEFFERY WASHINGTON
JEFFREY BARKSDALE,JEFFREY BARKSDALE,8795.86,33,1,2022,JEFFREY BARKSDALE
JEFFREY BRUMLOW,JEFFREY BRUMLOW,74110.55,30,2,2022,JEFFREY BRUMLOW
JEFFREY BYRD,JEFFREY BYRD,31861.26,47,1,2022,JEFFREY BYRD
JEFFREY CHUNN,JEFFREY CHUNN,600.0,1,1,2022,JEFFREY CHUNN
JEFFREY KILPATRICK,JEFFREY KILPATRICK,1858.67,9,1,2022,JEFFREY KILPATRICK
JEFFREY NELSON,JEFFREY NELSON,49924.07,55,1,2022,JEFFREY NELSON
JEFFREY OVERSTREET,JEFFREY OVERSTREET,218.47,1,1,2022,JEFFREY OVERSTREET
JEFFREY STEARNS,JEFFREY STEARNS,2800.0,2,1,2022,JEFFREY STEARNS
JEFFREY TICKAL,JEFFREY TICKAL,87447.94,100,1,2022,JEFFREY TICKAL
JENNIFER BRAY,JENNIFER BRAY,7924.72,23,1,2022,JENNIFER BRAY
JENNIFER CASTRO,JENNIFER CASTRO,2900.43,6,1,2022,JENNIFER CASTRO
JENNIFER FIDLER,JENNIFER FIDLER,92989.13,57,1,2022,JENNIFER FIDLER
JENNIFER HOLTON,JENNIFER HOLTON,8291.5,41,1,2022,JENNIFER HOLTON
JENNIFER VENTRESS,JENNIFER VENTRESS,11355.0,4,1,2022,JENNIFER VENTRESS
JENNIFER WEEMS,JENNIFER WEEMS,59233.48,9,1,2022,JENNIFER WEEMS
JENNIFER WRIGHT,JENNIFER WRIGHT,200692.15,189,1,2022,JENNIFER WRIGHT
JEREMIAH DINARDO,JEREMIAH DINARDO,300.0,1,1,2022,JEREMIAH DINARDO
JEREMY FLOYD,JEREMY FLOYD,5496.32,14,1,2022,JEREMY FLOYD
JEREMY GRAY,JEREMY GRAY,49114.29,170,1,2022,JEREMY GRAY
JEREMY JACKSON,JEREMY JACKSON,27923.07,47,2,2022,JEREMY JACKSON
JEREMY KILPATRICK,JEREMY KILPATRICK,1404.11,4,1,2022,JEREMY KILPATRICK
JEREMY MADDEN,JEREMY MADDEN,3655.59,5,1,2022,JEREMY MADDEN
JEREMY ODEN,JEREMY ODEN,416718.53,82,1,2022,JEREMY ODEN
JEREMY TAYLOR,JEREMY TAYLOR,2800.0,3,1,2022,JEREMY TAYLOR
JERIMIE ROBERTSON,JERIMIE ROBERTSON,105335.78,67,1,2022,JERIMIE ROBERTSON
JERRY GUTHRIE,JERRY GUTHRIE,4681.08,2,1,2022,JERRY GUTHRIE
JERRY STARNES,JERRY STARNES,70398.01,59,1,2022,JERRY STARNES
JERRY TINGLE,JERRY TINGLE,205.0,2,1,2022,JERRY TINGLE
JESSE BYRD,JESSE BYRD,2312.18,15,1,2022,JESSE BYRD
JESSE MATTHEWS,JESSE MATTHEWS,17434.87,40,1,2022,JESSE MATTHEWS
JESSE MCWILLIAMS,JESSE MCWILLIAMS,4858.5,15,1,2022,JESSE MCWILLIAMS
JESSICA SANDERS,JESSICA SANDERS,66260.92,49,1,2022,JESSICA SANDERS
JESSICA VENTIERE,JESSICA VENTIERE,9763.16,8,1,2022,JESSICA VENTIERE
JILL PHILLIPS,JILL PHILLIPS,2800.0,2,1,2022,JILL PHILLIPS
JIM CARNS,JIM CARNS,44613.090000000004,27,1,2022,JAMES CARNS
JIM HILL,JIM HILL,3779.12,11,1,2022,JAMES HILL
JIM MCCLENDON,JIM MCCLENDON,23336.45,93,1,2022,JAMES MCCLENDON
JIM ZEIGLER,JIM ZEIGLER,197032.55,235,2,2022,JAMES ZEIGLER
JIMMY ABBETT,JIMMY ABBETT,1377.0,1,1,2022,JIMMY ABBETT
JIMMY HOLLEY,JIMMY HOLLEY,213132.16,6,1,2022,JIMMY HOLLEY
JIMMY POOL,JIMMY POOL,69.31,1,1,2022,JIMMY POOL
JOANN KING,JOANN KING,100.0,7,1,2022,JOANN KING
JOANNE JANNIK,JOANNE JANNIK,5319.98,15,1,2022,JOANNE JANNIK
JODY BISHOP,JODY BISHOP,981.0,7,1,2022,JODY BISHOP
JODY TALLIE,JODY TALLIE,21729.0,11,1,2022,JODY TALLIE
JOE HACKWORTH,JOE HACKWORTH,6170.7,9,1,2022,JOE HACKWORTH
JOE JORDAN,JOE JORDAN,141470.0,22,1,2022,JOE JORDAN
JOE KNIGHT,JOE KNIGHT,22158.0,17,1,2022,JOE KNIGHT
JOE NABORS,JOE NABORS,2968.25,13,1,2022,JOE NABORS
JOE THOMPSON,JOE THOMPSON,5304.79,26,1,2022,JOE THOMPSON
JOEL FOLMAR,JOEL FOLMAR,1109.77,5,1,2022,JOEL FOLMAR
JOHN CAWLEY,JOHN CAWLEY,1210.1599999999999,6,1,2022,JOHN CAWLEY
JOHN COKER,JOHN COKER,6166.49,23,1,2022,JOHN COKER
JOHN COLE,JOHN COLE,89.17,1,1,2022,JOHN COLE
JOHN CRAWFORD,JOHN CRAWFORD,6858.29,46,1,2022,JOHN CRAWFORD
JOHN ESTES,JOHN ESTES,3748.62,17,1,2022,JOHN ESTES
JOHN FORBUS,JOHN FORBUS,1583.38,5,1,2022,JOHN FORBUS
JOHN GARRETT,JOHN GARRETT,666.0,2,1,2022,JOHN GARRETT
JOHN GORMLEY,JOHN GORMLEY,1433.51,4,1,2022,JOHN GORMLEY
JOHN HAMMOCK,JOHN HAMMOCK,47211.39,21,1,2022,JOHN HAMMOCK
JOHN HARRIS,JOHN HARRIS,1000.0,4,1,2022,JOHN HARRIS
JOHN HATCHER,JOHN HATCHER,17137.19,12,1,2022,JOHN HATCHER
JOHN MCCRARY,JOHN MCCRARY,31421.0,16,1,2022,JOHN MCCRARY
JOHN MCGOWAN,JOHN MCGOWAN,943.3599999999999,3,1,2022,JOHN MCGOWAN
JOHN MCKELVEY,JOHN MCKELVEY,425.4,3,1,2022,JOHN MCKELVEY
JOHN NIMMER,JOHN NIMMER,1195.0,2,1,2022,JOHN NIMMER
JOHN SAUNDERS,JOHN SAUNDERS,1911.81,6,2,2022,JOHN SAUNDERS
JOHN SEGREST,JOHN SEGREST,67630.53,27,1,2022,JOHN SEGREST
JOHN SHEARON,JOHN SHEARON,19235.25,44,1,2022,JOHN SHEARON
JOHN SUTHERLAND,JOHN SUTHERLAND,16968.35,157,1,2022,JOHN SUTHERLAND
JOHN THORNTON,JOHN THORNTON,1084.0,4,1,2022,JOHN THORNTON
JOHN WILLIAMS,JOHN WILLIAMS,129925.65000000001,67,2,2022,JOHN WILLIAMS
JOHNNY FORD,JOHNNY FORD,1851.64,1,1,2022,JOHNNY FORD
JOHNNY HAMLIN,JOHNNY HAMLIN,3718.15,19,1,2022,JOHNNY HAMLIN
JOHNNY STAPLETON,JOHNNY STAPLETON,202.7,1,1,2022,JOHNNY STAPLETON
JONATHAN ARMSTRONG,JONATHAN ARMSTRONG,28650.0,48,1,2022,JONATHAN ARMSTRONG
JONATHAN BENISON,JONATHAN BENISON,40529.36,131,1,2022,JONATHAN BENISON
JONATHAN DANIEL,JONATHAN DANIEL,1750.0,3,1,2022,JONATHAN DANIEL
JONATHAN GASSETT,JONATHAN GASSETT,4050.0,18,1,2022,JONATHAN GASSETT
JONATHAN JETT,JONATHAN JETT,500.0,7,1,2022,JONATHAN JETT
JONATHAN SPANN,JONATHAN SPANN,221762.66,155,1,2022,JONATHAN SPANN
JONATHON HORNE,JONATHON HORNE,3136.63,4,1,2022,JONATHON HORNE
JONATHON HORTON,JONATHON HORTON,58364.99,110,1,2022,JONATHON HORTON
JOSEPH FICQUETTE,JOSEPH FICQUETTE,6297.4,14,1,2022,JOSEPH FICQUETTE
JOSEPH HAMILTON,JOSEPH HAMILTON,57359.77,89,1,2022,JOSEPH HAMILTON
JOSEPH HOWELL,JOSEPH HOWELL,12562.78,79,1,2022,JOSEPH HOWELL
JOSEPH JOE JONES,JOSEPH (JOE) JONES,17708.78,27,1,2022,JOSEPH JOE JONES
JOSEPH JOEY BAKER,JOSEPH(JOEY) BAKER,6246.360000000001,7,1,2022,JOSEPH JOEY BAKER
JOSEPH LOVVORN,JOSEPH LOVVORN,19208.89,41,1,2022,JOSEPH LOVVORN
JOSEPH SEDINGER,JOSEPH SEDINGER,13930.51,22,1,2022,JOSEPH SEDINGER
JOSEPH WILLOUGHBY,JOSEPH WILLOUGHBY,3962.51,8,1,2022,JOSEPH WILLOUGHBY
JOSHUA CARNLEY,JOSHUA CARNLEY,368195.92,126,1,2022,JOSHUA CARNLEY
JOSHUA JONES,JOSHUA JONES,1248.71,5,1,2022,JOSHUA JONES
JOSHUA MCLAUGHLIN,JOSHUA MCLAUGHLIN,67636.37,64,1,2022,JOSHUA MCLAUGHLIN
JOSHUA MOORE,JOSHUA MOORE,8985.0,12,1,2022,JOSHUA MOORE
JOSHUA PENDERGRASS,JOSHUA PENDERGRASS,1152.72,7,1,2022,JOSHUA PENDERGRASS
JOSHUA SPEAKMAN,JOSHUA SPEAKMAN,7037.14,24,1,2022,JOSHUA SPEAKMAN
JOSHUA WASDEN,JOSHUA WASDEN,4997.51,6,1,2022,JOSHUA WASDEN
JOY BOOTH,JOY BOOTH,59498.090000000004,80,1,2022,JOY BOOTH
JUANDALYNN GIVAN,JUANDALYNN GIVAN,88860.19,136,1,2022,JUANDALYNN GIVAN
JULIA WILCOX,JULIA WILCOX,43175.19,30,1,2022,JULIA WILCOX
JULIAN SINQUEFIELD,JULIAN SINQUEFIELD,34178.12,18,1,2022,JULIAN SINQUEFIELD
JULIE BORRELLI,JULIE BORRELLI,70166.63,143,1,2022,JULIE BORRELLI
JUSTIN BARKLEY,JUSTIN BARKLEY,381.66,1,1,2022,JUSTIN BARKLEY
JUSTIN BURNS,JUSTIN BURNS,3284.88,4,1,2022,JUSTIN BURNS
JUSTIN GASQUE,JUSTIN GASQUE,216.0,2,1,2022,JUSTIN GASQUE
JUSTIN SORRELL,JUSTIN SORRELL,608375.8,312,2,2022,JUSTIN SORRELL
JUSTIN WHITE,JUSTIN WHITE,719.3,2,1,2022,JUSTIN WHITE
KACEY JOHNSTON,KACEY JOHNSTON,775.0,4,1,2022,KACEY JOHNSTON
KANDICE PICKETT,KANDICE PICKETT,34375.92,88,1,2022,KANDICE PICKETT
KAREEM EASLEY,KAREEM EASLEY,12960.74,21,1,2022,KAREEM EASLEY
KARLA MADDOX,KARLA MADDOX,9434.14,11,1,2022,KARLA MADDOX
KATHY ANN ALEXIS,KATHY-ANN ALEXIS,26394.11,26,1,2022,KATHY ANN ALEXIS
KATIE EXUM,KATIE EXUM,5777.1,11,1,2022,KATIE EXUM
KAY IVEY,KAY IVEY,9356880.14,749,1,2022,KAY IVEY
KEITH BLACKWOOD,KEITH BLACKWOOD,281726.08,121,1,2022,KEITH BLACKWOOD
KEITH KELLEY,KEITH KELLEY,185008.38,103,1,2022,KEITH KELLEY
KELLEY LYNN,KELLEY LYNN,3600.0,1,1,2022,KELLEY LYNN
KELLY DUKE,KELLY DUKE,500.0,1,1,2022,KELLY DUKE
KELVIN LAWRENCE,KELVIN LAWRENCE,175161.82,497,1,2022,KELVIN LAWRENCE
KEN KUBIK,KEN KUBIK,23757.14,45,1,2022,KEN KUBIK
KENDALL GLOVER,KENDALL GLOVER,53705.270000000004,40,1,2022,KENDALL GLOVER
KENNETH BAILEY,KENNETH BAILEY,1848.44,7,1,2022,KENNETH BAILEY
KENNETH GRAY,KENNETH GRAY,10172.79,32,1,2022,KENNETH GRAY
KENNETH HADLEY,KENNETH HADLEY,2487.5,4,1,2022,KENNETH HADLEY
KENNETH PASCHAL,KENNETH PASCHAL,11876.1,46,1,2022,KENNETH PASCHAL
KENNETH VANLANDINGHAM,KENNETH VANLANDINGHAM,15039.8,20,1,2022,KENNETH VANLANDINGHAM
KENYATTE HASSELL,KENYATTE' HASSELL,30144.08,71,1,2022,KENYATTE HASSELL
KERRI PARKER,KERRI PARKER,24839.33,129,1,2022,KERRI PARKER
KERRY RICH,KERRY RICH,6901.06,43,1,2022,KERRY RICH
KERRY UNDERWOOD,KERRY UNDERWOOD,132636.2,86,1,2022,KERRY UNDERWOOD
KERRY WATSON,KERRY WATSON,2432.08,5,1,2022,KERRY WATSON
KEVIN DUNN,KEVIN DUNN,15273.48,17,1,2022,KEVIN DUNN
KEVIN GENTRY,KEVIN GENTRY,38404.78,81,1,2022,KEVIN GENTRY
KEVIN HALL,KEVIN HALL,1520.89,9,1,2022,KEVIN HALL
KEVIN TURNER,KEVIN TURNER,48630.11,14,1,2022,KEVIN TURNER
KIM CROCKETT,KIM CROCKETT,31904.08,29,1,2022,KIM CROCKETT
KIMBERLY BUTLER,KIMBERLY BUTLER,41385.66,172,1,2022,KIMBERLY BUTLER
KIMBERLY CRAWFORD,KIMBERLY CRAWFORD,2800.0,3,1,2022,KIMBERLY CRAWFORD
KIMBERLY GRAHAM,KIMBERLY GRAHAM,500.0,1,1,2022,KIMBERLY GRAHAM
KIMBERLY LEWIS,KIMBERLY LEWIS,138009.22,143,1,2022,KIMBERLY LEWIS
KIMBERLY MADISON,KIMBERLY MADISON,18411.46,30,1,2022,KIMBERLY MADISON
KIMBERLY RUCKER,KIMBERLY RUCKER,50150.97,131,1,2022,KIMBERLY RUCKER
KOREY WILSON,KOREY WILSON,14453.74,209,1,2022,KOREY WILSON
KOVEN BROWN,KOVEN BROWN,3859.1800000000003,10,1,2022,KOVEN BROWN
KRISTI BAIN,KRISTI BAIN,912.02,5,1,2022,KRISTI BAIN
KYLE PANKEY,KYLE PANKEY,10685.5,41,1,2022,KYLE PANKEY
KYLE SOUTH,KYLE SOUTH,19813.59,50,1,2022,KYLE SOUTH
LABARRON PERKINS,LABARRON PERKINS,23661.11,18,1,2022,LABARRON PERKINS
LANCE BELL,LANCE BELL,96043.42,28,1,2022,LANCE BELL
LARRY ANDERSON,LARRY ANDERSON,295.7,1,1,2022,LARRY ANDERSON
LARRY COLSTON,LARRY COLSTON,8542.35,30,1,2022,LARRY COLSTON
LARRY STUTTS,LARRY STUTTS,53559.29,71,1,2022,LARRY STUTTS
LARRY TOWNSEND,LARRY TOWNSEND,288.0,14,1,2022,LARRY TOWNSEND
LARRY WHITE,LARRY WHITE,7787.0,18,1,2022,LARRY WHITE
LASHUNDA SCALES,LASHUNDA SCALES,16194.22,13,1,2022,LASHUNDA SCALES
LATANYA MILLHOUSE,LATANYA MILLHOUSE,4357.570000000001,18,1,2022,LATANYA MILLHOUSE
LAURA BYARS,LAURA BYARS,747.26,8,1,2022,LAURA BYARS
LAURA HALL,LAURA HALL,22806.63,71,1,2022,LAURA HALL
LAURA LANE,LAURA LANE,2747.47,37,1,2022,LAURA LANE
LAURINE PETTWAY,LAURINE PETTWAY,3325.0,2,1,2022,LAURINE PETTWAY
LEDRONIA GOODWIN,LEDRONIA GOODWIN,853.04,2,1,2022,LEDRONIA GOODWIN
LEIGH FAIR,LEIGH FAIR,212.0,1,1,2022,LEIGH FAIR
LEIGH HULSEY,LEIGH HULSEY,161562.6,138,1,2022,LEIGH HULSEY
