state,year,election_date,election_stage,race_id,chamber,district,office,dem_candidate,rep_candidate,dem_votes,rep_votes,dem_candidate_count,rep_candidate_count,candidate_count,winner_name,winner_party,stage_total_votes,source_files,race_index_source,selected_final_stage,is_final_stage
LA,2015,20151024,first_round,50594,house,66,State Representative --  66th Representative District,Antoine Pierce,,1889.0,,1,4,5,Darrell Ourso,R,12349.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50594.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,runoff,False
LA,2015,20151024,first_round,50596,house,68,State Representative --  68th Representative District,Patty Merrick,,2945.0,,1,2,3,"""Steve"" Carter",R,11134.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50596.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50598,house,70,State Representative --  70th Representative District,"""Shamaka"" Schumake",Franklin Foil,2891.0,8401.0,1,1,2,Franklin Foil,R,11292.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50598.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50600,house,72,State Representative --  72nd Representative District,,,,,5,0,5,"""Robby"" Carter",D,12653.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50600.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,runoff,False
LA,2015,20151024,first_round,50601,house,73,State Representative --  73rd Representative District,,,,,0,2,2,"""Steve"" Pugh",R,10344.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50601.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50603,house,75,State Representative --  75th Representative District,,,,,2,0,2,Malinda Brumfield White,D,10774.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50603.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50609,house,81,State Representative --  81st Representative District,,,,,0,2,2,Clay Schexnayder,R,11306.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50609.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50611,house,83,State Representative --  83rd Representative District,,,,,2,0,2,Robert E. Billiot,D,8102.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50611.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50615,house,87,State Representative --  87th Representative District,,,,,2,0,2,"Rodney Lyons, Sr.",D,4917.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50615.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50617,house,89,State Representative --  89th Representative District,,,,,0,2,2,Reid Falconer,R,10818.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50617.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50622,house,94,State Representative --  94th Representative District,,,,,0,2,2,Stephanie Hilferty,R,12209.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50622.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50624,house,96,State Representative --  96th Representative District,,,,,2,0,2,"Terry C. Landry, Sr.",D,9402.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50624.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50625,house,97,State Representative --  97th Representative District,,,,,2,0,2,"Joseph ""Joe"" Bouie, Jr.",D,10780.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50625.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50627,house,99,State Representative --  99th Representative District,,,,,3,0,3,"""Jimmy"" Harris",D,8400.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50627.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,runoff,False
LA,2015,20151024,first_round,50628,house,100,State Representative -- 100th Representative District,,,,,4,0,4,John Bagneris,D,8000.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50628.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,runoff,False
LA,2015,20151024,first_round,50630,house,102,State Representative -- 102nd Representative District,,,,,6,0,6,"Gary Carter, Jr.",D,8690.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50630.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151024,first_round,50631,house,103,State Representative -- 103rd Representative District,,,,,2,2,4,"""Ray"" Garofalo",R,11704.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50631.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,runoff,False
LA,2015,20151024,first_round,50633,house,105,State Representative -- 105th Representative District,Alexis Catherine Billiot,"Christopher J. ""Chris"" Leopold",4522.0,6841.0,1,1,2,"Christopher J. ""Chris"" Leopold",R,11363.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_50633.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151024.htm,first_round,True
LA,2015,20151121,runoff,53619,senate,7,State Senator --  7th Senatorial District,,,,,2,0,2,Troy Carter,D,22787.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53619.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53616,senate,12,State Senator -- 12th Senatorial District,"""Mickey"" Murphy","""Beth"" Mizell",14033.0,19404.0,1,1,2,"""Beth"" Mizell",R,33437.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53616.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53617,senate,36,State Senator -- 36th Senatorial District,,,,,0,2,2,Ryan Gatti,R,27721.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53617.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53618,senate,38,State Senator -- 38th Senatorial District,John Milkovich,"Richard ""Richie"" Burford",15665.0,14206.0,1,1,2,John Milkovich,D,29871.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53618.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53603,house,29,State Representative --  29th Representative District,,,,,2,0,2,Ronnie Edwards,D,11655.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53603.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53604,house,32,State Representative --  32nd Representative District,Dorothy Sue Hill,"Llewellyn ""Biscuit"" Smith",5840.0,4737.0,1,1,2,Dorothy Sue Hill,D,10577.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53604.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53605,house,34,State Representative --  34th Representative District,,,,,2,0,2,"""A. B."" Franklin",D,10530.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53605.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53606,house,40,State Representative --  40th Representative District,,,,,2,0,2,Dustin Miller,D,11720.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53606.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53607,house,45,State Representative --  45th Representative District,,,,,0,2,2,Jean-Paul Coussan,R,11270.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53607.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53608,house,51,State Representative --  51st Representative District,,,,,0,2,2,Beryl Adams Amedee,R,7884.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53608.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53609,house,53,State Representative --  53rd Representative District,,,,,0,2,2,Tanner Magee,R,8184.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53609.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53611,house,63,State Representative --  63rd Representative District,,,,,2,0,2,Barbara West Carpenter,D,10746.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53611.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53612,house,66,State Representative --  66th Representative District,,,,,0,2,2,"""Rick"" Edmonds",R,13649.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53612.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53614,house,72,State Representative --  72nd Representative District,,,,,2,0,2,"""Robby"" Carter",D,12904.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53614.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53615,house,99,State Representative --  99th Representative District,,,,,2,0,2,"""Jimmy"" Harris",D,10814.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53615.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53601,house,100,State Representative -- 100th Representative District,,,,,2,0,2,John Bagneris,D,11412.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53601.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2015,20151121,runoff,53602,house,103,State Representative -- 103rd Representative District,Casey Hunnicutt,"""Ray"" Garofalo",6079.0,6562.0,1,1,2,"""Ray"" Garofalo",R,12641.0,data/raw/southern_sos_elections/LA/2015/ByPrecinct_53602.csv,data/raw/southern_sos_elections/LA/2015/ElectionRaces_20151121.htm,runoff,True
LA,2019,20191012,first_round,56476,senate,2,State Senator --  2nd Senatorial District,,,,,2,0,2,"Edward ""Ed"" Price",D,36719.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56476.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56477,senate,3,State Senator --  3rd Senatorial District,,"Kathleen ""Kay"" Doody",,5287.0,3,1,4,"Joseph ""Joe"" Bouie",D,28508.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56477.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56479,senate,5,State Senator --  5th Senatorial District,,,,,2,0,2,Karen Carter Peterson,D,26281.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56479.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56480,senate,6,State Senator --  6th Senatorial District,,"Mack ""Bodi"" White",,29531.0,0,1,2,"Mack ""Bodi"" White",R,37127.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56480.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56483,senate,9,State Senator --  9th Senatorial District,,,,,0,2,2,"J. Cameron Henry, Jr.",R,30171.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56483.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56484,senate,10,State Senator -- 10th Senatorial District,,,,,0,2,2,"""Kirk"" Talbot",R,30422.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56484.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56485,senate,11,State Senator -- 11th Senatorial District,,,,,0,3,3,Reid Falconer,R,42997.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56485.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56486,senate,12,State Senator -- 12th Senatorial District,Darrell Fairburn,"""Beth"" Mizell",11266.0,24590.0,1,1,2,"""Beth"" Mizell",R,35856.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56486.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56487,senate,13,State Senator -- 13th Senatorial District,,,,,0,3,3,J. Rogers Pope,R,33759.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56487.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56488,senate,14,State Senator -- 14th Senatorial District,,,,,2,0,2,Cleo Fields,D,25758.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56488.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56489,senate,15,State Senator -- 15th Senatorial District,,,,,2,0,2,Regina A. Barrow,D,30659.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56489.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56490,senate,16,State Senator -- 16th Senatorial District,Beverly Brooks Thompson,,14213.0,,1,3,5,Beverly Brooks Thompson,D,42167.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56490.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56494,senate,20,State Senator -- 20th Senatorial District,,,,,2,3,5,"Michael ""Big Mike"" Fesi",R,28537.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56494.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56498,senate,24,State Senator -- 24th Senatorial District,Gerald Boudreaux,,24418.0,,1,0,2,Gerald Boudreaux,D,32340.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56498.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56499,senate,25,State Senator -- 25th Senatorial District,,,,,0,3,3,Mark Abraham,R,36367.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56499.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56500,senate,26,State Senator -- 26th Senatorial District,Jerry Gaspard,"""Bob"" Hensgens",7161.0,27228.0,1,1,2,"""Bob"" Hensgens",R,34389.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56500.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56502,senate,28,State Senator -- 28th Senatorial District,,Heather Cloud,,22293.0,2,1,3,Heather Cloud,R,35309.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56502.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56503,senate,29,State Senator -- 29th Senatorial District,Jay Luneau,Randy Wiggins,16196.0,10158.0,1,1,2,Jay Luneau,D,26354.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56503.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56504,senate,30,State Senator -- 30th Senatorial District,James K. Armes III,,5973.0,,1,3,4,"""Mike"" Reese",R,28829.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56504.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56505,senate,31,State Senator -- 31st Senatorial District,,,,,0,3,3,"""Louie"" Bernard",R,33506.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56505.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56506,senate,32,State Senator -- 32nd Senatorial District,,,,,2,2,4,Glen D. Womack,R,37092.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56506.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56507,senate,33,State Senator -- 33rd Senatorial District,,,,,0,2,2,"Stewart Cathey, Jr.",R,32065.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56507.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56509,senate,35,State Senator -- 35th Senatorial District,,,,,0,3,3,"James R. ""Jim"" Fannin",R,32495.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56509.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56510,senate,36,State Senator -- 36th Senatorial District,Mattie Preston,,4976.0,,1,2,3,Robert Mills,R,34163.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56510.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56511,senate,37,State Senator -- 37th Senatorial District,,Barrow Peacock,,16221.0,0,1,2,Barrow Peacock,R,22814.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56511.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56512,senate,38,State Senator -- 38th Senatorial District,,Barry Milligan,,16266.0,2,1,3,Barry Milligan,R,32072.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56512.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56513,senate,39,State Senator -- 39th Senatorial District,Gregory Tarver,"James F. ""Jim"" Slagle",15755.0,7071.0,1,1,2,Gregory Tarver,D,22826.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56513.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56514,house,1,State Representative --   1st Representative District,,,,,0,3,3,Danny McCormick,R,10646.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56514.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56516,house,3,State Representative --   3rd Representative District,,,,,3,0,3,Tammy Phelps,D,6983.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56516.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56518,house,5,State Representative --   5th Representative District,Brian A. Salvatore,Alan Seabaugh,4116.0,8055.0,1,1,2,Alan Seabaugh,R,12171.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56518.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56523,house,10,State Representative --  10th Representative District,Creighton Wilson,Wayne McMahen,3154.0,9533.0,1,1,2,Wayne McMahen,R,12687.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56523.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56528,house,15,State Representative --  15th Representative District,,,,,0,4,4,Foy Gadberry,R,12921.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56528.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56529,house,16,State Representative --  16th Representative District,,,,,4,0,4,Frederick D. Jones,D,8132.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56529.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56531,house,18,State Representative --  18th Representative District,Jeremy S. LaCombe,Brandon Bergeron,9721.0,5826.0,1,1,2,Jeremy S. LaCombe,D,15547.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56531.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56533,house,20,State Representative --  20th Representative District,,,,,2,2,4,Neil Riser,R,16289.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56533.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56534,house,21,State Representative --  21st Representative District,,,,,2,0,4,C. Travis Johnson,D,12968.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56534.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56535,house,22,State Representative --  22nd Representative District,,,,,0,2,2,"""Gabe"" Firment",R,13581.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56535.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56537,house,24,State Representative --  24th Representative District,,,,,0,2,3,Rodney Schamerhorn,R,14038.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56537.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56539,house,26,State Representative --  26th Representative District,,,,,3,0,3,"""Ed"" Larvadain III",D,8300.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56539.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56541,house,28,State Representative --  28th Representative District,,Daryl Deshotel,,7835.0,2,1,4,Daryl Deshotel,R,12782.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56541.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56543,house,30,State Representative --  30th Representative District,,,,,0,3,3,"A. C. ""Chuck"" Dowden, Jr.",R,8038.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56543.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56544,house,31,State Representative --  31st Representative District,Quinta Thompson,,1935.0,,1,3,4,Jonathan Goudeau,R,14012.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56544.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56545,house,32,State Representative --  32nd Representative District,,R. Dewith Carrier,,8134.0,2,1,3,R. Dewith Carrier,R,12659.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56545.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56546,house,33,State Representative --  33rd Representative District,,,,,0,2,2,"""Les"" Farnum",R,11001.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56546.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56547,house,34,State Representative --  34th Representative District,,,,,3,0,3,"Wilford Carter, Sr.",D,11341.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56547.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56548,house,35,State Representative --  35th Representative District,,,,,0,2,2,Stephen Dwight,R,13021.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56548.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56549,house,36,State Representative --  36th Representative District,,,,,0,2,2,Phillip Tarver,R,13398.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56549.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56550,house,37,State Representative --  37th Representative District,,,,,0,3,3,Troy D. Romero,R,12412.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56550.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56551,house,38,State Representative --  38th Representative District,,Rhonda Butler,,8880.0,2,1,3,Rhonda Butler,R,14765.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56551.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56552,house,39,State Representative --  39th Representative District,"Paul ""Polo"" Carter",Julie Emerson,4009.0,9421.0,1,1,2,Julie Emerson,R,13430.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56552.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56553,house,40,State Representative --  40th Representative District,Dustin Miller,Allen Guillory,8922.0,3770.0,1,1,2,Dustin Miller,D,12692.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56553.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56556,house,43,State Representative --  43rd Representative District,Leslie Bourque,Stuart Bishop,2823.0,11878.0,1,1,2,Stuart Bishop,R,14701.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56556.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56558,house,45,State Representative --  45th Representative District,Rhonda Kim Gleason,Jean-Paul Coussan,3180.0,8583.0,1,1,2,Jean-Paul Coussan,R,11763.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56558.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56559,house,46,State Representative --  46th Representative District,,,,,0,3,3,"Michael ""Mike Pete"" Huval",R,14837.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56559.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56561,house,48,State Representative --  48th Representative District,David Levy,,2039.0,,1,3,4,"""Beau"" Beaullieu",R,15778.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56561.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56563,house,50,State Representative --  50th Representative District,,,,,0,3,5,Vincent J. St. Blanc III,R,11808.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56563.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,runoff,False
LA,2019,20191012,first_round,56564,house,51,State Representative --  51st Representative District,,,,,0,2,2,Beryl Amedee,R,9762.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56564.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56567,house,54,State Representative --  54th Representative District,,,,,0,3,3,Reggie P. Bagala,R,11716.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56567.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56568,house,55,State Representative --  55th Representative District,,,,,0,2,2,Bryan Fontenot,R,13934.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56568.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
LA,2019,20191012,first_round,56571,house,58,State Representative --  58th Representative District,,,,,2,0,2,"""Ken"" Brass",D,13088.0,data/raw/southern_sos_elections/LA/2019/ByPrecinct_56571.csv,data/raw/southern_sos_elections/LA/2019/ElectionRaces_20191012.htm,first_round,True
