county_norm,precinct_norm,office,district,district_activity,office_activity,activity_share
MOBILE,MOUNT VERNON COMMUNITY CENTER 1,State House,98.0,0,0,
MOBILE,MOUNT VERNON COMMUNITY CENTER 1,State Senate,22.0,0,0,
MOBILE,MOUNT VERNON COMMUNITY CENTER 2,State House,98.0,296,296,1.0
MOBILE,MOUNT VERNON COMMUNITY CENTER 2,State Senate,22.0,296,296,1.0
MOBILE,NEW SHILOH MISSIONARY 1,State House,97.0,213,307,0.6938110749185668
MOBILE,NEW SHILOH MISSIONARY 1,State House,99.0,85,307,0.2768729641693811
MOBILE,NEW SHILOH MISSIONARY 1,State House,103.0,9,307,0.029315960912052116
MOBILE,NEW SHILOH MISSIONARY 1,State Senate,33.0,307,307,1.0
MOBILE,NEW SHILOH MISSIONARY 2,State House,97.0,485,644,0.7531055900621118
MOBILE,NEW SHILOH MISSIONARY 2,State House,99.0,149,644,0.23136645962732919
MOBILE,NEW SHILOH MISSIONARY 2,State House,103.0,10,644,0.015527950310559006
MOBILE,NEW SHILOH MISSIONARY 2,State Senate,33.0,644,644,1.0
MOBILE,OUR SAVIOR CATHOLIC CHURCH 1,State House,100.0,560,1038,0.5394990366088632
MOBILE,OUR SAVIOR CATHOLIC CHURCH 1,State House,101.0,478,1038,0.4605009633911368
MOBILE,OUR SAVIOR CATHOLIC CHURCH 1,State Senate,35.0,1038,1038,1.0
MOBILE,OUR SAVIOR CATHOLIC CHURCH 2,State House,100.0,296,563,0.5257548845470693
MOBILE,OUR SAVIOR CATHOLIC CHURCH 2,State House,101.0,267,563,0.47424511545293074
MOBILE,OUR SAVIOR CATHOLIC CHURCH 2,State Senate,35.0,563,563,1.0
MOBILE,OUR SAVIOR CATHOLIC CHURCH 3,State House,100.0,48,96,0.5
MOBILE,OUR SAVIOR CATHOLIC CHURCH 3,State House,101.0,48,96,0.5
MOBILE,OUR SAVIOR CATHOLIC CHURCH 3,State Senate,35.0,96,96,1.0
MOBILE,PALMER PILLIANS MIDDLE SCHOOL 1,State House,97.0,418,418,1.0
MOBILE,PALMER PILLIANS MIDDLE SCHOOL 1,State Senate,33.0,418,418,1.0
MOBILE,PALMER PILLIANS MIDDLE SCHOOL 2,State House,97.0,146,146,1.0
MOBILE,PALMER PILLIANS MIDDLE SCHOOL 2,State Senate,33.0,146,146,1.0
MOBILE,PILGRIM REST A M E 1,State House,98.0,183,183,1.0
MOBILE,PILGRIM REST A M E 1,State Senate,33.0,183,183,1.0
MOBILE,PILGRIM REST A M E 2,State House,98.0,166,166,1.0
MOBILE,PILGRIM REST A M E 2,State Senate,33.0,166,166,1.0
MOBILE,PLATEAU COMMUNITY CENTER 1,State House,97.0,187,401,0.46633416458852867
MOBILE,PLATEAU COMMUNITY CENTER 1,State House,98.0,214,401,0.5336658354114713
MOBILE,PLATEAU COMMUNITY CENTER 1,State Senate,33.0,401,401,1.0
MOBILE,PLATEAU COMMUNITY CENTER 2,State House,97.0,146,270,0.5407407407407407
MOBILE,PLATEAU COMMUNITY CENTER 2,State House,98.0,124,270,0.45925925925925926
MOBILE,PLATEAU COMMUNITY CENTER 2,State Senate,33.0,270,270,1.0
MOBILE,PRICHARD COMMUNITY CENTER 1,State House,98.0,312,312,1.0
MOBILE,PRICHARD COMMUNITY CENTER 1,State Senate,33.0,312,312,1.0
MOBILE,PRICHARD COMMUNITY CENTER 2,State House,98.0,230,230,1.0
MOBILE,PRICHARD COMMUNITY CENTER 2,State Senate,33.0,230,230,1.0
MOBILE,PROVIDENCE CHURCH OF GOD 1,State House,101.0,677,677,1.0
MOBILE,PROVIDENCE CHURCH OF GOD 1,State Senate,34.0,677,677,1.0
MOBILE,PROVIDENCE CHURCH OF GOD 2,State House,101.0,463,463,1.0
MOBILE,PROVIDENCE CHURCH OF GOD 2,State Senate,34.0,463,463,1.0
MOBILE,PROVIDENCE CHURCH OF GOD 3,State House,101.0,0,0,
MOBILE,PROVIDENCE CHURCH OF GOD 3,State Senate,34.0,0,0,
MOBILE,PROVISIONAL BS 1 39,State House,96.0,3,219,0.0136986301369863
MOBILE,PROVISIONAL BS 1 39,State House,97.0,31,219,0.1415525114155251
MOBILE,PROVISIONAL BS 1 39,State House,98.0,57,219,0.2602739726027397
MOBILE,PROVISIONAL BS 1 39,State House,99.0,30,219,0.136986301369863
MOBILE,PROVISIONAL BS 1 39,State House,101.0,53,219,0.2420091324200913
MOBILE,PROVISIONAL BS 1 39,State House,102.0,45,219,0.2054794520547945
MOBILE,PROVISIONAL BS 1 39,State Senate,22.0,2,219,0.0091324200913242
MOBILE,PROVISIONAL BS 1 39,State Senate,33.0,94,219,0.4292237442922374
MOBILE,PROVISIONAL BS 1 39,State Senate,34.0,123,219,0.5616438356164384
MOBILE,PROVISIONAL BS 40 61,State House,97.0,16,339,0.0471976401179941
MOBILE,PROVISIONAL BS 40 61,State House,98.0,0,339,0.0
MOBILE,PROVISIONAL BS 40 61,State House,99.0,31,339,0.09144542772861357
MOBILE,PROVISIONAL BS 40 61,State House,100.0,65,339,0.19174041297935104
MOBILE,PROVISIONAL BS 40 61,State House,101.0,31,339,0.09144542772861357
MOBILE,PROVISIONAL BS 40 61,State House,103.0,71,339,0.20943952802359883
MOBILE,PROVISIONAL BS 40 61,State House,104.0,96,339,0.2831858407079646
MOBILE,PROVISIONAL BS 40 61,State House,105.0,29,339,0.0855457227138643
MOBILE,PROVISIONAL BS 40 61,State Senate,33.0,85,339,0.25073746312684364
MOBILE,PROVISIONAL BS 40 61,State Senate,34.0,51,339,0.1504424778761062
MOBILE,PROVISIONAL BS 40 61,State Senate,35.0,203,339,0.5988200589970502
MOBILE,RIVER OF LIFE CHURCH 1,State House,96.0,0,810,0.0
MOBILE,RIVER OF LIFE CHURCH 1,State House,102.0,810,810,1.0
MOBILE,RIVER OF LIFE CHURCH 1,State Senate,22.0,0,810,0.0
MOBILE,RIVER OF LIFE CHURCH 1,State Senate,33.0,0,810,0.0
MOBILE,RIVER OF LIFE CHURCH 1,State Senate,34.0,810,810,1.0
MOBILE,RIVER OF LIFE CHURCH 2,State House,96.0,0,108,0.0
MOBILE,RIVER OF LIFE CHURCH 2,State House,102.0,108,108,1.0
MOBILE,RIVER OF LIFE CHURCH 2,State Senate,22.0,0,108,0.0
MOBILE,RIVER OF LIFE CHURCH 2,State Senate,33.0,0,108,0.0
MOBILE,RIVER OF LIFE CHURCH 2,State Senate,34.0,108,108,1.0
MOBILE,RIVERSIDE BAPTIST CHURCH 1,State House,97.0,248,491,0.505091649694501
MOBILE,RIVERSIDE BAPTIST CHURCH 1,State House,103.0,243,491,0.49490835030549896
MOBILE,RIVERSIDE BAPTIST CHURCH 1,State Senate,33.0,404,491,0.8228105906313645
MOBILE,RIVERSIDE BAPTIST CHURCH 1,State Senate,35.0,87,491,0.17718940936863545
MOBILE,RIVERSIDE BAPTIST CHURCH 2,State House,97.0,281,610,0.460655737704918
MOBILE,RIVERSIDE BAPTIST CHURCH 2,State House,103.0,329,610,0.5393442622950819
MOBILE,RIVERSIDE BAPTIST CHURCH 2,State Senate,33.0,503,610,0.8245901639344262
MOBILE,RIVERSIDE BAPTIST CHURCH 2,State Senate,35.0,107,610,0.17540983606557378
MOBILE,RIVERSIDE BAPTIST CHURCH 3,State House,97.0,215,451,0.47671840354767187
MOBILE,RIVERSIDE BAPTIST CHURCH 3,State House,103.0,236,451,0.5232815964523282
MOBILE,RIVERSIDE BAPTIST CHURCH 3,State Senate,33.0,375,451,0.8314855875831486
MOBILE,RIVERSIDE BAPTIST CHURCH 3,State Senate,35.0,76,451,0.16851441241685144
MOBILE,ROCK OF FAITH BAPTIST CHURCH 1,State House,97.0,513,513,1.0
MOBILE,ROCK OF FAITH BAPTIST CHURCH 1,State House,100.0,0,513,0.0
MOBILE,ROCK OF FAITH BAPTIST CHURCH 1,State Senate,33.0,513,513,1.0
MOBILE,ROCK OF FAITH BAPTIST CHURCH 1,State Senate,34.0,0,513,0.0
MOBILE,ROCK OF FAITH BAPTIST CHURCH 2,State House,97.0,520,521,0.9980806142034548
MOBILE,ROCK OF FAITH BAPTIST CHURCH 2,State House,100.0,1,521,0.0019193857965451055
MOBILE,ROCK OF FAITH BAPTIST CHURCH 2,State Senate,33.0,520,521,0.9980806142034548
MOBILE,ROCK OF FAITH BAPTIST CHURCH 2,State Senate,34.0,1,521,0.0019193857965451055
MOBILE,SAGE AVE BAPTIST CHURCH 1,State House,99.0,510,510,1.0
MOBILE,SAGE AVE BAPTIST CHURCH 1,State Senate,33.0,510,510,1.0
MOBILE,SAGE AVE BAPTIST CHURCH 2,State House,99.0,494,494,1.0
MOBILE,SAGE AVE BAPTIST CHURCH 2,State Senate,33.0,494,494,1.0
MOBILE,SAINT IGNATIUS MARION CENTER 1,State House,101.0,378,378,1.0
MOBILE,SAINT IGNATIUS MARION CENTER 1,State Senate,34.0,378,378,1.0
MOBILE,SAINT IGNATIUS MARION CENTER 2,State House,101.0,761,761,1.0
MOBILE,SAINT IGNATIUS MARION CENTER 2,State Senate,34.0,761,761,1.0
MOBILE,SAINT JOAN OF ARC CATHOLIC 1,State House,97.0,583,583,1.0
MOBILE,SAINT JOAN OF ARC CATHOLIC 1,State Senate,33.0,583,583,1.0
MOBILE,SAINT JOAN OF ARC CATHOLIC 2,State House,97.0,580,580,1.0
MOBILE,SAINT JOAN OF ARC CATHOLIC 2,State Senate,33.0,580,580,1.0
MOBILE,SAINT JOHNS EPISCOPAL CHURCH 1,State House,103.0,656,656,1.0
MOBILE,SAINT JOHNS EPISCOPAL CHURCH 1,State Senate,33.0,656,656,1.0
MOBILE,SAINT JOHNS EPISCOPAL CHURCH 2,State House,103.0,458,458,1.0
MOBILE,SAINT JOHNS EPISCOPAL CHURCH 2,State Senate,33.0,458,458,1.0
MOBILE,SAINT JOHNS EPISCOPAL CHURCH 3,State House,103.0,430,430,1.0
MOBILE,SAINT JOHNS EPISCOPAL CHURCH 3,State Senate,33.0,430,430,1.0
MOBILE,SAINT MICHEAL CATHOLIC CHURCH 1,State House,105.0,210,210,1.0
MOBILE,SAINT MICHEAL CATHOLIC CHURCH 1,State Senate,35.0,210,210,1.0
MOBILE,SAINT MICHEAL CATHOLIC CHURCH 2,State House,105.0,210,210,1.0
MOBILE,SAINT MICHEAL CATHOLIC CHURCH 2,State Senate,35.0,210,210,1.0
MOBILE,SAINT PHILLIP NERI CATHOLIC 1,State House,103.0,39,684,0.05701754385964912
MOBILE,SAINT PHILLIP NERI CATHOLIC 1,State House,105.0,645,684,0.9429824561403509
MOBILE,SAINT PHILLIP NERI CATHOLIC 1,State Senate,35.0,684,684,1.0
MOBILE,SAINT PHILLIP NERI CATHOLIC 2,State House,103.0,14,224,0.0625
MOBILE,SAINT PHILLIP NERI CATHOLIC 2,State House,105.0,210,224,0.9375
MOBILE,SAINT PHILLIP NERI CATHOLIC 2,State Senate,35.0,224,224,1.0
MOBILE,SARALAND CIVIC CENTER 1,State House,96.0,399,635,0.6283464566929133
MOBILE,SARALAND CIVIC CENTER 1,State House,97.0,18,635,0.028346456692913385
MOBILE,SARALAND CIVIC CENTER 1,State House,98.0,218,635,0.34330708661417325
MOBILE,SARALAND CIVIC CENTER 1,State Senate,34.0,635,635,1.0
MOBILE,SARALAND CIVIC CENTER 2,State House,96.0,139,219,0.634703196347032
MOBILE,SARALAND CIVIC CENTER 2,State House,97.0,3,219,0.0136986301369863
MOBILE,SARALAND CIVIC CENTER 2,State House,98.0,77,219,0.3515981735159817
MOBILE,SARALAND CIVIC CENTER 2,State Senate,34.0,219,219,1.0
MOBILE,SATSUMA HIGH SCHOOL ANNEX 1,State House,96.0,527,863,0.6106604866743917
MOBILE,SATSUMA HIGH SCHOOL ANNEX 1,State House,98.0,336,863,0.38933951332560834
MOBILE,SATSUMA HIGH SCHOOL ANNEX 1,State Senate,34.0,863,863,1.0
MOBILE,SATSUMA HIGH SCHOOL ANNEX 2,State House,96.0,511,849,0.6018845700824499
MOBILE,SATSUMA HIGH SCHOOL ANNEX 2,State House,98.0,338,849,0.39811542991755006
MOBILE,SATSUMA HIGH SCHOOL ANNEX 2,State Senate,34.0,849,849,1.0
MOBILE,SAVING GRACE LUTHERN CHURCH 1,State House,100.0,820,820,1.0
MOBILE,SAVING GRACE LUTHERN CHURCH 1,State Senate,34.0,820,820,1.0
MOBILE,SAVING GRACE LUTHERN CHURCH 2,State House,100.0,629,629,1.0
MOBILE,SAVING GRACE LUTHERN CHURCH 2,State Senate,34.0,629,629,1.0
MOBILE,SEMMES COMMUNITY CENTER 1,State House,102.0,375,375,1.0
MOBILE,SEMMES COMMUNITY CENTER 1,State Senate,34.0,375,375,1.0
MOBILE,SEMMES COMMUNITY CENTER 2,State House,102.0,384,384,1.0
MOBILE,SEMMES COMMUNITY CENTER 2,State Senate,34.0,384,384,1.0
MOBILE,SEMMES FIRST BAPTIST CHURCH 1,State House,99.0,33,659,0.05007587253414264
MOBILE,SEMMES FIRST BAPTIST CHURCH 1,State House,102.0,626,659,0.9499241274658573
MOBILE,SEMMES FIRST BAPTIST CHURCH 1,State Senate,33.0,0,659,0.0
MOBILE,SEMMES FIRST BAPTIST CHURCH 1,State Senate,34.0,659,659,1.0
MOBILE,SEMMES FIRST BAPTIST CHURCH 2,State House,99.0,15,518,0.02895752895752896
MOBILE,SEMMES FIRST BAPTIST CHURCH 2,State House,102.0,503,518,0.971042471042471
MOBILE,SEMMES FIRST BAPTIST CHURCH 2,State Senate,33.0,0,518,0.0
MOBILE,SEMMES FIRST BAPTIST CHURCH 2,State Senate,34.0,518,518,1.0
MOBILE,SEVEN HILLS CENTRAL FIRE 1,State House,100.0,234,252,0.9285714285714286
MOBILE,SEVEN HILLS CENTRAL FIRE 1,State House,102.0,18,252,0.07142857142857142
MOBILE,SEVEN HILLS CENTRAL FIRE 1,State Senate,34.0,252,252,1.0
MOBILE,SEVEN HILLS CENTRAL FIRE 2,State House,100.0,241,250,0.964
MOBILE,SEVEN HILLS CENTRAL FIRE 2,State House,102.0,9,250,0.036
MOBILE,SEVEN HILLS CENTRAL FIRE 2,State Senate,34.0,250,250,1.0
MOBILE,SHELTON BCH RD BAPTIST 1,State House,96.0,88,350,0.25142857142857145
MOBILE,SHELTON BCH RD BAPTIST 1,State House,98.0,262,350,0.7485714285714286
MOBILE,SHELTON BCH RD BAPTIST 1,State Senate,34.0,350,350,1.0
MOBILE,SHELTON BCH RD BAPTIST 2,State House,96.0,77,351,0.21937321937321938
MOBILE,SHELTON BCH RD BAPTIST 2,State House,98.0,274,351,0.7806267806267806
MOBILE,SHELTON BCH RD BAPTIST 2,State Senate,34.0,351,351,1.0
MOBILE,SONRISE BAPTIST CHURCH 1,State House,100.0,287,287,1.0
MOBILE,SONRISE BAPTIST CHURCH 1,State Senate,34.0,287,287,1.0
MOBILE,SONRISE BAPTIST CHURCH 2,State House,100.0,251,251,1.0
MOBILE,SONRISE BAPTIST CHURCH 2,State Senate,34.0,251,251,1.0
MOBILE,SUNLIGHT AUDITORIUM 1,State House,97.0,57,588,0.09693877551020408
MOBILE,SUNLIGHT AUDITORIUM 1,State House,98.0,462,588,0.7857142857142857
MOBILE,SUNLIGHT AUDITORIUM 1,State House,99.0,69,588,0.11734693877551021
MOBILE,SUNLIGHT AUDITORIUM 1,State Senate,33.0,588,588,1.0
MOBILE,SUNLIGHT AUDITORIUM 2,State House,97.0,10,178,0.056179775280898875
MOBILE,SUNLIGHT AUDITORIUM 2,State House,98.0,148,178,0.8314606741573034
MOBILE,SUNLIGHT AUDITORIUM 2,State House,99.0,20,178,0.11235955056179775
MOBILE,SUNLIGHT AUDITORIUM 2,State Senate,33.0,178,178,1.0
MOBILE,TANNER WILLIAMS HIST SOC 1,State House,102.0,118,118,1.0
MOBILE,TANNER WILLIAMS HIST SOC 1,State Senate,34.0,118,118,1.0
MOBILE,TANNER WILLIAMS HIST SOC 2,State House,102.0,359,359,1.0
MOBILE,TANNER WILLIAMS HIST SOC 2,State Senate,34.0,359,359,1.0
MOBILE,THE MUG CAFE 1,State House,101.0,700,700,1.0
MOBILE,THE MUG CAFE 1,State Senate,35.0,700,700,1.0
MOBILE,THE MUG CAFE 2,State House,101.0,203,203,1.0
MOBILE,THE MUG CAFE 2,State Senate,35.0,203,203,1.0
MOBILE,THOMAS SULLIVAN COMMUNITY CENTER 1,State House,97.0,172,172,1.0
MOBILE,THOMAS SULLIVAN COMMUNITY CENTER 1,State Senate,33.0,172,172,1.0
MOBILE,THOMAS SULLIVAN COMMUNITY CENTER 2,State House,97.0,171,171,1.0
MOBILE,THOMAS SULLIVAN COMMUNITY CENTER 2,State Senate,33.0,171,171,1.0
MOBILE,TILLMANS CORNER COMMUNITY 1,State House,104.0,628,628,1.0
MOBILE,TILLMANS CORNER COMMUNITY 1,State Senate,35.0,628,628,1.0
MOBILE,TILLMANS CORNER COMMUNITY 2,State House,104.0,482,482,1.0
MOBILE,TILLMANS CORNER COMMUNITY 2,State Senate,35.0,482,482,1.0
MOBILE,TOULMINVILLE LIBRARY 1,State House,99.0,523,523,1.0
MOBILE,TOULMINVILLE LIBRARY 1,State Senate,33.0,523,523,1.0
MOBILE,TOULMINVILLE LIBRARY 2,State House,99.0,442,442,1.0
MOBILE,TOULMINVILLE LIBRARY 2,State Senate,33.0,442,442,1.0
MOBILE,TRAVIS RD BAPTIST CHURCH 1,State House,104.0,636,636,1.0
MOBILE,TRAVIS RD BAPTIST CHURCH 1,State Senate,35.0,636,636,1.0
MOBILE,TRAVIS RD BAPTIST CHURCH 2,State House,104.0,394,394,1.0
MOBILE,TRAVIS RD BAPTIST CHURCH 2,State Senate,35.0,394,394,1.0
MOBILE,TURNERVILLE COMMUNITY CENTER 1,State House,98.0,208,792,0.26262626262626265
MOBILE,TURNERVILLE COMMUNITY CENTER 1,State House,102.0,584,792,0.7373737373737373
MOBILE,TURNERVILLE COMMUNITY CENTER 1,State Senate,34.0,792,792,1.0
MOBILE,TURNERVILLE COMMUNITY CENTER 2,State House,98.0,84,280,0.3
MOBILE,TURNERVILLE COMMUNITY CENTER 2,State House,102.0,196,280,0.7
MOBILE,TURNERVILLE COMMUNITY CENTER 2,State Senate,34.0,280,280,1.0
MOBILE,UNION BAPTIST CHURCH 1,State House,105.0,539,539,1.0
MOBILE,UNION BAPTIST CHURCH 1,State Senate,35.0,539,539,1.0
MOBILE,UNION BAPTIST CHURCH 2,State House,105.0,400,400,1.0
MOBILE,UNION BAPTIST CHURCH 2,State Senate,35.0,400,400,1.0
MOBILE,UNIVERSITY CHURCH OF CHRIST 1,State House,99.0,776,877,0.8848346636259977
MOBILE,UNIVERSITY CHURCH OF CHRIST 1,State House,101.0,101,877,0.11516533637400228
MOBILE,UNIVERSITY CHURCH OF CHRIST 1,State Senate,33.0,877,877,1.0
MOBILE,UNIVERSITY CHURCH OF CHRIST 2,State House,99.0,160,178,0.898876404494382
MOBILE,UNIVERSITY CHURCH OF CHRIST 2,State House,101.0,18,178,0.10112359550561797
MOBILE,UNIVERSITY CHURCH OF CHRIST 2,State Senate,33.0,178,178,1.0
MOBILE,VIA SENIOR CENTER 1,State House,97.0,419,419,1.0
MOBILE,VIA SENIOR CENTER 1,State Senate,33.0,419,419,1.0
MOBILE,VIA SENIOR CENTER 2,State House,97.0,738,738,1.0
MOBILE,VIA SENIOR CENTER 2,State Senate,33.0,738,738,1.0
MOBILE,VIGOR HIGH SCHOOL 1,State House,97.0,45,422,0.1066350710900474
MOBILE,VIGOR HIGH SCHOOL 1,State House,98.0,377,422,0.8933649289099526
MOBILE,VIGOR HIGH SCHOOL 1,State Senate,33.0,422,422,1.0
MOBILE,VIGOR HIGH SCHOOL 2,State House,97.0,31,342,0.09064327485380116
MOBILE,VIGOR HIGH SCHOOL 2,State House,98.0,311,342,0.9093567251461988
MOBILE,VIGOR HIGH SCHOOL 2,State Senate,33.0,342,342,1.0
MOBILE,WESTMINSTER PRESBYTERIAN 1,State House,99.0,231,298,0.7751677852348994
MOBILE,WESTMINSTER PRESBYTERIAN 1,State House,103.0,67,298,0.22483221476510068
MOBILE,WESTMINSTER PRESBYTERIAN 1,State Senate,33.0,298,298,1.0
MOBILE,WESTMINSTER PRESBYTERIAN 1,State Senate,35.0,0,298,0.0
MOBILE,WESTMINSTER PRESBYTERIAN 2,State House,99.0,253,345,0.7333333333333333
MOBILE,WESTMINSTER PRESBYTERIAN 2,State House,103.0,92,345,0.26666666666666666
MOBILE,WESTMINSTER PRESBYTERIAN 2,State Senate,33.0,345,345,1.0
MOBILE,WESTMINSTER PRESBYTERIAN 2,State Senate,35.0,0,345,0.0
MONROE,ABSENTEE,State House,64.0,42,129,0.32558139534883723
MONROE,ABSENTEE,State House,68.0,87,129,0.6744186046511628
MONROE,ABSENTEE,State Senate,22.0,36,129,0.27906976744186046
MONROE,ABSENTEE,State Senate,23.0,93,129,0.7209302325581395
MONROE,ANTIOCH BAPTIST CHURCH,State House,68.0,79,79,1.0
MONROE,ANTIOCH BAPTIST CHURCH,State Senate,23.0,79,79,1.0
MONROE,BEATRICE TOWN HALL,State House,68.0,296,296,1.0
MONROE,BEATRICE TOWN HALL,State Senate,23.0,296,296,1.0
MONROE,BETHEL BAPTIST CHURCH,State House,68.0,224,224,1.0
MONROE,BETHEL BAPTIST CHURCH,State Senate,22.0,224,224,1.0
MONROE,BUENA VISTA VREN FIRE DEPARTMENT,State House,68.0,130,130,1.0
MONROE,BUENA VISTA VREN FIRE DEPARTMENT,State Senate,23.0,130,130,1.0
MONROE,BURNT CORN FIRE DEPARTMENT,State House,68.0,81,81,1.0
MONROE,BURNT CORN FIRE DEPARTMENT,State Senate,23.0,81,81,1.0
MONROE,CHRYSLER ELISKA,State House,64.0,135,135,1.0
MONROE,CHRYSLER ELISKA,State Senate,22.0,132,135,0.9777777777777777
MONROE,CHRYSLER ELISKA,State Senate,23.0,3,135,0.022222222222222223
MONROE,COLEMAN ASSEMBLY OF GOD,State House,64.0,96,96,1.0
MONROE,COLEMAN ASSEMBLY OF GOD,State Senate,22.0,96,96,1.0
MONROE,EXCEL BAPTIST,State House,64.0,694,719,0.9652294853963839
MONROE,EXCEL BAPTIST,State House,68.0,25,719,0.03477051460361613
MONROE,EXCEL BAPTIST,State Senate,22.0,719,719,1.0
MONROE,FRANKLIN FIRE STATION,State House,68.0,108,108,1.0
MONROE,FRANKLIN FIRE STATION,State Senate,23.0,108,108,1.0
MONROE,FRISCO CITY FIRE DEPARTMENT,State House,64.0,102,387,0.26356589147286824
MONROE,FRISCO CITY FIRE DEPARTMENT,State House,68.0,285,387,0.7364341085271318
MONROE,FRISCO CITY FIRE DEPARTMENT,State Senate,22.0,387,387,1.0
MONROE,GOODWAY FIRE DEPARTMENT,State House,64.0,192,192,1.0
MONROE,GOODWAY FIRE DEPARTMENT,State Senate,22.0,192,192,1.0
MONROE,LIMESTONE FAULK,State House,68.0,57,57,1.0
MONROE,LIMESTONE FAULK,State Senate,22.0,0,57,0.0
MONROE,LIMESTONE FAULK,State Senate,23.0,57,57,1.0
MONROE,LOWER PEACH TREE,State House,68.0,149,149,1.0
MONROE,LOWER PEACH TREE,State Senate,23.0,149,149,1.0
MONROE,MCCLAMMY MIDWAY LONEST CC,State House,68.0,15,15,1.0
MONROE,MCCLAMMY MIDWAY LONEST CC,State Senate,23.0,15,15,1.0
MONROE,MEGARGEL ASSEMBLY OF GOD,State House,64.0,63,63,1.0
MONROE,MEGARGEL ASSEMBLY OF GOD,State Senate,22.0,63,63,1.0
MONROE,MEXIA FIRE STATION,State House,64.0,135,391,0.3452685421994885
MONROE,MEXIA FIRE STATION,State House,68.0,256,391,0.6547314578005116
MONROE,MEXIA FIRE STATION,State Senate,22.0,391,391,1.0
MONROE,MINEOLA METHODIST CHURCH,State House,64.0,64,64,1.0
MONROE,MINEOLA METHODIST CHURCH,State Senate,22.0,64,64,1.0
MONROE,MOCKINGBIRD INN,State House,64.0,81,161,0.5031055900621118
MONROE,MOCKINGBIRD INN,State House,68.0,80,161,0.4968944099378882
MONROE,MOCKINGBIRD INN,State Senate,22.0,161,161,1.0
MONROE,MONROEVILLE ARMORY,State House,64.0,756,872,0.8669724770642202
MONROE,MONROEVILLE ARMORY,State House,68.0,116,872,0.13302752293577982
MONROE,MONROEVILLE ARMORY,State Senate,22.0,373,872,0.42775229357798167
MONROE,MONROEVILLE ARMORY,State Senate,23.0,499,872,0.5722477064220184
MONROE,MONROEVILLE FIRE STATION,State House,68.0,289,289,1.0
MONROE,MONROEVILLE FIRE STATION,State Senate,23.0,289,289,1.0
MONROE,MONROEVILLE HOUSING AUTHORITY,State House,64.0,5,398,0.01256281407035176
MONROE,MONROEVILLE HOUSING AUTHORITY,State House,68.0,393,398,0.9874371859296482
MONROE,MONROEVILLE HOUSING AUTHORITY,State Senate,22.0,5,398,0.01256281407035176
MONROE,MONROEVILLE HOUSING AUTHORITY,State Senate,23.0,393,398,0.9874371859296482
MONROE,OAK GROVE BAPTIST CHURCH,State House,64.0,53,89,0.5955056179775281
MONROE,OAK GROVE BAPTIST CHURCH,State House,68.0,36,89,0.4044943820224719
MONROE,OAK GROVE BAPTIST CHURCH,State Senate,22.0,89,89,1.0
MONROE,OLD TEXAS COMMUNITY CENTER SIMPK,State House,68.0,22,22,1.0
MONROE,OLD TEXAS COMMUNITY CENTER SIMPK,State Senate,23.0,22,22,1.0
MONROE,PERDUE HILL MASONIC LODGE,State House,64.0,28,179,0.1564245810055866
MONROE,PERDUE HILL MASONIC LODGE,State House,68.0,151,179,0.8435754189944135
MONROE,PERDUE HILL MASONIC LODGE,State Senate,22.0,30,179,0.16759776536312848
MONROE,PERDUE HILL MASONIC LODGE,State Senate,23.0,149,179,0.8324022346368715
MONROE,PETERMAN WATER DEPARTMENT,State House,68.0,230,230,1.0
MONROE,PETERMAN WATER DEPARTMENT,State Senate,23.0,230,230,1.0
MONROE,PHILADELPHIA BC TUN SPRI,State House,68.0,119,119,1.0
MONROE,PHILADELPHIA BC TUN SPRI,State Senate,23.0,119,119,1.0
MONROE,PROVISIONAL,State House,64.0,1,4,0.25
MONROE,PROVISIONAL,State House,68.0,3,4,0.75
MONROE,PROVISIONAL,State Senate,22.0,2,5,0.4
MONROE,PROVISIONAL,State Senate,23.0,3,5,0.6
MONROE,SAINT JOHN AME CHURCH,State House,68.0,23,23,1.0
MONROE,SAINT JOHN AME CHURCH,State Senate,23.0,23,23,1.0
MONROE,SHILOH MISSIONARY,State House,64.0,10,45,0.2222222222222222
MONROE,SHILOH MISSIONARY,State House,68.0,35,45,0.7777777777777778
MONROE,SHILOH MISSIONARY,State Senate,22.0,10,45,0.2222222222222222
MONROE,SHILOH MISSIONARY,State Senate,23.0,35,45,0.7777777777777778
MONROE,URIAH FIRE DEPARTMENT,State House,64.0,294,294,1.0
MONROE,URIAH FIRE DEPARTMENT,State Senate,22.0,294,294,1.0
MONROE,WAINWRIGHT FINCH FIRE DEPARTMENT,State House,68.0,90,90,1.0
MONROE,WAINWRIGHT FINCH FIRE DEPARTMENT,State Senate,23.0,90,90,1.0
MONTGOMERY,101 HUNTINGDON COLLEGE 1,State House,76.0,51,293,0.17406143344709898
MONTGOMERY,101 HUNTINGDON COLLEGE 1,State House,77.0,242,293,0.825938566552901
MONTGOMERY,101 HUNTINGDON COLLEGE 1,State Senate,25.0,285,293,0.9726962457337884
MONTGOMERY,101 HUNTINGDON COLLEGE 1,State Senate,26.0,8,293,0.027303754266211604
MONTGOMERY,101 HUNTINGDON COLLEGE 2,State House,76.0,144,814,0.1769041769041769
MONTGOMERY,101 HUNTINGDON COLLEGE 2,State House,77.0,670,814,0.8230958230958231
MONTGOMERY,101 HUNTINGDON COLLEGE 2,State Senate,25.0,786,814,0.9656019656019657
