county_norm,precinct_norm,office,district,district_activity,office_activity,activity_share
MARSHALL,SWEARENGIN COMMUNITY CENTER,State Senate,9.0,352,352,1.0
MARSHALL,UNION GROVE MASONIC HALL,State House,27.0,551,551,1.0
MARSHALL,UNION GROVE MASONIC HALL,State Senate,9.0,551,551,1.0
MARSHALL,WAKEFIELD VOLUNTEER FIRE DEPARTMENT,State House,27.0,204,204,1.0
MARSHALL,WAKEFIELD VOLUNTEER FIRE DEPARTMENT,State Senate,9.0,204,204,1.0
MARSHALL,WARRENTON COMMUNITY CENTER,State House,27.0,585,585,1.0
MARSHALL,WARRENTON COMMUNITY CENTER,State Senate,9.0,585,585,1.0
MOBILE,ABSENTEE,State House,96.0,22,1141,0.019281332164767746
MOBILE,ABSENTEE,State House,97.0,142,1141,0.12445223488168274
MOBILE,ABSENTEE,State House,98.0,146,1141,0.12795793163891322
MOBILE,ABSENTEE,State House,99.0,135,1141,0.11831726555652936
MOBILE,ABSENTEE,State House,100.0,163,1141,0.14285714285714285
MOBILE,ABSENTEE,State House,101.0,144,1141,0.12620508326029797
MOBILE,ABSENTEE,State House,102.0,72,1141,0.06310254163014899
MOBILE,ABSENTEE,State House,103.0,131,1141,0.11481156879929887
MOBILE,ABSENTEE,State House,104.0,131,1141,0.11481156879929887
MOBILE,ABSENTEE,State House,105.0,55,1141,0.04820333041191937
MOBILE,ABSENTEE,State Senate,22.0,32,1137,0.028144239226033423
MOBILE,ABSENTEE,State Senate,33.0,437,1137,0.3843447669305189
MOBILE,ABSENTEE,State Senate,34.0,348,1137,0.30606860158311344
MOBILE,ABSENTEE,State Senate,35.0,320,1137,0.28144239226033424
MOBILE,APOSTOLIC CHURCH OF GOD 1,State House,101.0,0,824,0.0
MOBILE,APOSTOLIC CHURCH OF GOD 1,State House,103.0,824,824,1.0
MOBILE,APOSTOLIC CHURCH OF GOD 1,State Senate,35.0,824,824,1.0
MOBILE,APOSTOLIC CHURCH OF GOD 2,State House,101.0,0,188,0.0
MOBILE,APOSTOLIC CHURCH OF GOD 2,State House,103.0,188,188,1.0
MOBILE,APOSTOLIC CHURCH OF GOD 2,State Senate,35.0,188,188,1.0
MOBILE,AZALEA CITY CHURCH OF CHRIST 1,State House,99.0,397,649,0.6117103235747303
MOBILE,AZALEA CITY CHURCH OF CHRIST 1,State House,102.0,252,649,0.3882896764252696
MOBILE,AZALEA CITY CHURCH OF CHRIST 1,State Senate,34.0,649,649,1.0
MOBILE,AZALEA CITY CHURCH OF CHRIST 2,State House,99.0,133,215,0.6186046511627907
MOBILE,AZALEA CITY CHURCH OF CHRIST 2,State House,102.0,82,215,0.3813953488372093
MOBILE,AZALEA CITY CHURCH OF CHRIST 2,State Senate,34.0,215,215,1.0
MOBILE,BAYOU LA BATRE COMMUNITY CENTER 1,State House,105.0,424,424,1.0
MOBILE,BAYOU LA BATRE COMMUNITY CENTER 1,State Senate,35.0,424,424,1.0
MOBILE,BAYOU LA BATRE COMMUNITY CENTER 2,State House,105.0,447,447,1.0
MOBILE,BAYOU LA BATRE COMMUNITY CENTER 2,State Senate,35.0,447,447,1.0
MOBILE,BISHOP STATE COMMUNITY COLLEGE 1,State House,96.0,0,160,0.0
MOBILE,BISHOP STATE COMMUNITY COLLEGE 1,State House,97.0,160,160,1.0
MOBILE,BISHOP STATE COMMUNITY COLLEGE 1,State Senate,33.0,160,160,1.0
MOBILE,BISHOP STATE COMMUNITY COLLEGE 2,State House,96.0,0,372,0.0
MOBILE,BISHOP STATE COMMUNITY COLLEGE 2,State House,97.0,372,372,1.0
MOBILE,BISHOP STATE COMMUNITY COLLEGE 2,State Senate,33.0,372,372,1.0
MOBILE,BOYS AND GIRLS CLUB 1,State House,99.0,288,288,1.0
MOBILE,BOYS AND GIRLS CLUB 1,State Senate,33.0,288,288,1.0
MOBILE,BOYS AND GIRLS CLUB 2,State House,99.0,252,252,1.0
MOBILE,BOYS AND GIRLS CLUB 2,State Senate,33.0,252,252,1.0
MOBILE,CALLAHAN BOYS AND GIRLS 1,State House,104.0,54,540,0.1
MOBILE,CALLAHAN BOYS AND GIRLS 1,State House,105.0,486,540,0.9
MOBILE,CALLAHAN BOYS AND GIRLS 1,State Senate,35.0,540,540,1.0
MOBILE,CALLAHAN BOYS AND GIRLS 2,State House,104.0,27,240,0.1125
MOBILE,CALLAHAN BOYS AND GIRLS 2,State House,105.0,213,240,0.8875
MOBILE,CALLAHAN BOYS AND GIRLS 2,State Senate,35.0,240,240,1.0
MOBILE,CARVER CAMPUS BISHOP SAINT 1,State House,99.0,365,365,1.0
MOBILE,CARVER CAMPUS BISHOP SAINT 1,State Senate,33.0,365,365,1.0
MOBILE,CARVER CAMPUS BISHOP SAINT 2,State House,99.0,381,381,1.0
MOBILE,CARVER CAMPUS BISHOP SAINT 2,State Senate,33.0,381,381,1.0
MOBILE,CHRIST ANGLICAN CHURCH 1,State House,103.0,884,894,0.9888143176733781
MOBILE,CHRIST ANGLICAN CHURCH 1,State House,104.0,10,894,0.011185682326621925
MOBILE,CHRIST ANGLICAN CHURCH 1,State Senate,33.0,729,894,0.8154362416107382
MOBILE,CHRIST ANGLICAN CHURCH 1,State Senate,35.0,165,894,0.18456375838926176
MOBILE,CHRIST ANGLICAN CHURCH 2,State House,103.0,0,0,
MOBILE,CHRIST ANGLICAN CHURCH 2,State House,104.0,0,0,
MOBILE,CHRIST ANGLICAN CHURCH 2,State Senate,33.0,0,0,
MOBILE,CHRIST ANGLICAN CHURCH 2,State Senate,35.0,0,0,
MOBILE,CHUNCHULA BAPTIST CHURCH 1,State House,98.0,85,309,0.2750809061488673
MOBILE,CHUNCHULA BAPTIST CHURCH 1,State House,102.0,224,309,0.7249190938511327
MOBILE,CHUNCHULA BAPTIST CHURCH 1,State Senate,22.0,2,309,0.006472491909385114
MOBILE,CHUNCHULA BAPTIST CHURCH 1,State Senate,34.0,307,309,0.9935275080906149
MOBILE,CHUNCHULA BAPTIST CHURCH 2,State House,98.0,15,55,0.2727272727272727
MOBILE,CHUNCHULA BAPTIST CHURCH 2,State House,102.0,40,55,0.7272727272727273
MOBILE,CHUNCHULA BAPTIST CHURCH 2,State Senate,22.0,0,55,0.0
MOBILE,CHUNCHULA BAPTIST CHURCH 2,State Senate,34.0,55,55,1.0
MOBILE,CITRONELLE RECREATION CENTER 1,State House,102.0,454,454,1.0
MOBILE,CITRONELLE RECREATION CENTER 1,State Senate,22.0,436,454,0.960352422907489
MOBILE,CITRONELLE RECREATION CENTER 1,State Senate,34.0,18,454,0.039647577092511016
MOBILE,CITRONELLE RECREATION CENTER 2,State House,102.0,431,431,1.0
MOBILE,CITRONELLE RECREATION CENTER 2,State Senate,22.0,417,431,0.9675174013921114
MOBILE,CITRONELLE RECREATION CENTER 2,State Senate,34.0,14,431,0.03248259860788863
MOBILE,CITY CHURCH OF MOBILE 1,State House,101.0,282,429,0.6573426573426573
MOBILE,CITY CHURCH OF MOBILE 1,State House,103.0,147,429,0.34265734265734266
MOBILE,CITY CHURCH OF MOBILE 1,State Senate,35.0,429,429,1.0
MOBILE,CITY CHURCH OF MOBILE 2,State House,101.0,213,427,0.49882903981264637
MOBILE,CITY CHURCH OF MOBILE 2,State House,103.0,214,427,0.5011709601873536
MOBILE,CITY CHURCH OF MOBILE 2,State Senate,35.0,427,427,1.0
MOBILE,COLLINS RHODES ELEMENTARY 1,State House,98.0,631,659,0.9575113808801214
MOBILE,COLLINS RHODES ELEMENTARY 1,State House,99.0,28,659,0.042488619119878605
MOBILE,COLLINS RHODES ELEMENTARY 1,State Senate,33.0,631,659,0.9575113808801214
MOBILE,COLLINS RHODES ELEMENTARY 1,State Senate,34.0,28,659,0.042488619119878605
MOBILE,COLLINS RHODES ELEMENTARY 2,State House,98.0,617,651,0.9477726574500768
MOBILE,COLLINS RHODES ELEMENTARY 2,State House,99.0,34,651,0.05222734254992319
MOBILE,COLLINS RHODES ELEMENTARY 2,State Senate,33.0,617,651,0.9477726574500768
MOBILE,COLLINS RHODES ELEMENTARY 2,State Senate,34.0,34,651,0.05222734254992319
MOBILE,COVENANT CHURCH OF MOBILE 1,State House,100.0,748,748,1.0
MOBILE,COVENANT CHURCH OF MOBILE 1,State Senate,34.0,748,748,1.0
MOBILE,COVENANT CHURCH OF MOBILE 2,State House,100.0,583,583,1.0
MOBILE,COVENANT CHURCH OF MOBILE 2,State Senate,34.0,583,583,1.0
MOBILE,COVENANT CHURCH OF MOBILE 3,State House,100.0,460,460,1.0
MOBILE,COVENANT CHURCH OF MOBILE 3,State Senate,34.0,460,460,1.0
MOBILE,CREEKWORD CHURCH OF CHRIST 1,State House,100.0,1467,1467,1.0
MOBILE,CREEKWORD CHURCH OF CHRIST 1,State Senate,35.0,1467,1467,1.0
MOBILE,CREEKWORD CHURCH OF CHRIST 2,State House,100.0,643,643,1.0
MOBILE,CREEKWORD CHURCH OF CHRIST 2,State Senate,35.0,643,643,1.0
MOBILE,CREEKWORD CHURCH OF CHRIST 3,State House,100.0,25,25,1.0
MOBILE,CREEKWORD CHURCH OF CHRIST 3,State Senate,35.0,25,25,1.0
MOBILE,CREOLA SENIOR CITIZENS 1,State House,96.0,116,525,0.22095238095238096
MOBILE,CREOLA SENIOR CITIZENS 1,State House,98.0,340,525,0.6476190476190476
MOBILE,CREOLA SENIOR CITIZENS 1,State House,102.0,69,525,0.13142857142857142
MOBILE,CREOLA SENIOR CITIZENS 1,State Senate,34.0,525,525,1.0
MOBILE,CREOLA SENIOR CITIZENS 2,State House,96.0,54,271,0.1992619926199262
MOBILE,CREOLA SENIOR CITIZENS 2,State House,98.0,180,271,0.6642066420664207
MOBILE,CREOLA SENIOR CITIZENS 2,State House,102.0,37,271,0.13653136531365315
MOBILE,CREOLA SENIOR CITIZENS 2,State Senate,34.0,271,271,1.0
MOBILE,CYPRESS SHORES BAPTIST 1,State House,104.0,591,591,1.0
MOBILE,CYPRESS SHORES BAPTIST 1,State Senate,35.0,591,591,1.0
MOBILE,CYPRESS SHORES BAPTIST 2,State House,104.0,0,0,
MOBILE,CYPRESS SHORES BAPTIST 2,State Senate,35.0,0,0,
MOBILE,DAUPHIN ISLAND METHODIST 1,State House,105.0,52,52,1.0
MOBILE,DAUPHIN ISLAND METHODIST 1,State Senate,35.0,52,52,1.0
MOBILE,DAUPHIN ISLAND METHODIST 2,State House,105.0,402,402,1.0
MOBILE,DAUPHIN ISLAND METHODIST 2,State Senate,35.0,402,402,1.0
MOBILE,DODGE ELEMENTARY 1,State House,104.0,607,607,1.0
MOBILE,DODGE ELEMENTARY 1,State Senate,35.0,607,607,1.0
MOBILE,DODGE ELEMENTARY 2,State House,104.0,419,419,1.0
MOBILE,DODGE ELEMENTARY 2,State Senate,35.0,419,419,1.0
MOBILE,E R DICKSON ELEMENTARY 1,State House,101.0,950,950,1.0
MOBILE,E R DICKSON ELEMENTARY 1,State Senate,34.0,950,950,1.0
MOBILE,E R DICKSON ELEMENTARY 2,State House,101.0,417,417,1.0
MOBILE,E R DICKSON ELEMENTARY 2,State Senate,34.0,417,417,1.0
MOBILE,EICHOLD MERTZ ELEMENTARY 1,State House,103.0,173,173,1.0
MOBILE,EICHOLD MERTZ ELEMENTARY 1,State Senate,33.0,173,173,1.0
MOBILE,EICHOLD MERTZ ELEMENTARY 2,State House,103.0,324,324,1.0
MOBILE,EICHOLD MERTZ ELEMENTARY 2,State Senate,33.0,324,324,1.0
MOBILE,FELLOWSHIP BAPTIST 1,State House,102.0,213,213,1.0
MOBILE,FELLOWSHIP BAPTIST 1,State Senate,34.0,213,213,1.0
MOBILE,FELLOWSHIP BAPTIST 2,State House,102.0,86,86,1.0
MOBILE,FELLOWSHIP BAPTIST 2,State Senate,34.0,86,86,1.0
MOBILE,FIGURES RECREATION CENTER 1,State House,97.0,198,504,0.39285714285714285
MOBILE,FIGURES RECREATION CENTER 1,State House,99.0,306,504,0.6071428571428571
MOBILE,FIGURES RECREATION CENTER 1,State Senate,33.0,504,504,1.0
MOBILE,FIGURES RECREATION CENTER 2,State House,97.0,270,699,0.38626609442060084
MOBILE,FIGURES RECREATION CENTER 2,State House,99.0,429,699,0.6137339055793991
MOBILE,FIGURES RECREATION CENTER 2,State Senate,33.0,699,699,1.0
MOBILE,FIRST BAPTIST CHURCH IRVINGTON 1,State House,105.0,492,492,1.0
MOBILE,FIRST BAPTIST CHURCH IRVINGTON 1,State Senate,35.0,492,492,1.0
MOBILE,FIRST BAPTIST CHURCH IRVINGTON 2,State House,105.0,353,353,1.0
MOBILE,FIRST BAPTIST CHURCH IRVINGTON 2,State Senate,35.0,353,353,1.0
MOBILE,FIRST BAPTIST CHURCH SAINT ELMO 1,State House,105.0,389,389,1.0
MOBILE,FIRST BAPTIST CHURCH SAINT ELMO 1,State Senate,35.0,389,389,1.0
MOBILE,FIRST BAPTIST CHURCH SAINT ELMO 2,State House,105.0,226,226,1.0
MOBILE,FIRST BAPTIST CHURCH SAINT ELMO 2,State Senate,35.0,226,226,1.0
MOBILE,FIRST BAPTIST WILMER GYM 1,State House,102.0,615,615,1.0
MOBILE,FIRST BAPTIST WILMER GYM 1,State Senate,34.0,615,615,1.0
MOBILE,FIRST BAPTIST WILMER GYM 2,State House,102.0,0,0,
MOBILE,FIRST BAPTIST WILMER GYM 2,State Senate,34.0,0,0,
MOBILE,FIRST INDEPENDANT METHODIST 1,State House,103.0,20,494,0.04048582995951417
MOBILE,FIRST INDEPENDANT METHODIST 1,State House,104.0,474,494,0.9595141700404858
MOBILE,FIRST INDEPENDANT METHODIST 1,State Senate,35.0,494,494,1.0
MOBILE,FIRST INDEPENDANT METHODIST 2,State House,103.0,23,882,0.026077097505668934
MOBILE,FIRST INDEPENDANT METHODIST 2,State House,104.0,859,882,0.9739229024943311
MOBILE,FIRST INDEPENDANT METHODIST 2,State Senate,35.0,882,882,1.0
MOBILE,FOREST HILL ELEMENTARY SCHOOL 1,State House,98.0,155,656,0.23628048780487804
MOBILE,FOREST HILL ELEMENTARY SCHOOL 1,State House,99.0,387,656,0.5899390243902439
MOBILE,FOREST HILL ELEMENTARY SCHOOL 1,State House,101.0,114,656,0.17378048780487804
MOBILE,FOREST HILL ELEMENTARY SCHOOL 1,State Senate,33.0,656,656,1.0
MOBILE,FOREST HILL ELEMENTARY SCHOOL 2,State House,98.0,185,697,0.2654232424677188
MOBILE,FOREST HILL ELEMENTARY SCHOOL 2,State House,99.0,413,697,0.5925394548063128
MOBILE,FOREST HILL ELEMENTARY SCHOOL 2,State House,101.0,99,697,0.14203730272596843
MOBILE,FOREST HILL ELEMENTARY SCHOOL 2,State Senate,33.0,697,697,1.0
MOBILE,FRIENDSHIP BAPTIST CHURCH 1,State House,105.0,593,593,1.0
MOBILE,FRIENDSHIP BAPTIST CHURCH 1,State Senate,35.0,593,593,1.0
MOBILE,FRIENDSHIP BAPTIST CHURCH 2,State House,105.0,235,235,1.0
MOBILE,FRIENDSHIP BAPTIST CHURCH 2,State Senate,35.0,235,235,1.0
MOBILE,FRIENDSHIP MISS BAPTIST CHURCH 1,State House,99.0,397,466,0.851931330472103
MOBILE,FRIENDSHIP MISS BAPTIST CHURCH 1,State House,101.0,69,466,0.148068669527897
MOBILE,FRIENDSHIP MISS BAPTIST CHURCH 1,State Senate,33.0,427,466,0.9163090128755365
MOBILE,FRIENDSHIP MISS BAPTIST CHURCH 1,State Senate,34.0,39,466,0.08369098712446352
MOBILE,FRIENDSHIP MISS BAPTIST CHURCH 2,State House,99.0,123,152,0.8092105263157895
MOBILE,FRIENDSHIP MISS BAPTIST CHURCH 2,State House,101.0,29,152,0.19078947368421054
MOBILE,FRIENDSHIP MISS BAPTIST CHURCH 2,State Senate,33.0,137,152,0.9013157894736842
MOBILE,FRIENDSHIP MISS BAPTIST CHURCH 2,State Senate,34.0,15,152,0.09868421052631579
MOBILE,GEORGETOWN BAPTIST CHURCH 1,State House,102.0,483,483,1.0
MOBILE,GEORGETOWN BAPTIST CHURCH 1,State Senate,34.0,483,483,1.0
MOBILE,GEORGETOWN BAPTIST CHURCH 2,State House,102.0,117,117,1.0
MOBILE,GEORGETOWN BAPTIST CHURCH 2,State Senate,34.0,117,117,1.0
MOBILE,GRAND BAY MIDDLE SCHOOL 1,State House,105.0,408,408,1.0
MOBILE,GRAND BAY MIDDLE SCHOOL 1,State Senate,35.0,408,408,1.0
MOBILE,GRAND BAY MIDDLE SCHOOL 2,State House,105.0,236,236,1.0
MOBILE,GRAND BAY MIDDLE SCHOOL 2,State Senate,35.0,236,236,1.0
MOBILE,HAVENWOOD BAPTIST CHURCH 1,State House,102.0,477,477,1.0
MOBILE,HAVENWOOD BAPTIST CHURCH 1,State Senate,34.0,477,477,1.0
MOBILE,HAVENWOOD BAPTIST CHURCH 2,State House,102.0,0,0,
MOBILE,HAVENWOOD BAPTIST CHURCH 2,State Senate,34.0,0,0,
MOBILE,HILLCREST BAPTIST CHURCH 1,State House,100.0,314,520,0.6038461538461538
MOBILE,HILLCREST BAPTIST CHURCH 1,State House,101.0,206,520,0.39615384615384613
MOBILE,HILLCREST BAPTIST CHURCH 1,State Senate,34.0,520,520,1.0
MOBILE,HILLCREST BAPTIST CHURCH 2,State House,100.0,103,586,0.1757679180887372
MOBILE,HILLCREST BAPTIST CHURCH 2,State House,101.0,483,586,0.8242320819112628
MOBILE,HILLCREST BAPTIST CHURCH 2,State Senate,34.0,586,586,1.0
MOBILE,HILLCREST BAPTIST CHURCH 3,State House,100.0,179,485,0.36907216494845363
MOBILE,HILLCREST BAPTIST CHURCH 3,State House,101.0,306,485,0.6309278350515464
MOBILE,HILLCREST BAPTIST CHURCH 3,State Senate,34.0,485,485,1.0
MOBILE,HOLLINGERS ISLAND ELEMENTARY 1,State House,103.0,195,281,0.693950177935943
MOBILE,HOLLINGERS ISLAND ELEMENTARY 1,State House,105.0,86,281,0.30604982206405695
MOBILE,HOLLINGERS ISLAND ELEMENTARY 1,State Senate,35.0,281,281,1.0
MOBILE,HOLLINGERS ISLAND ELEMENTARY 2,State House,103.0,186,279,0.6666666666666666
MOBILE,HOLLINGERS ISLAND ELEMENTARY 2,State House,105.0,93,279,0.3333333333333333
MOBILE,HOLLINGERS ISLAND ELEMENTARY 2,State Senate,35.0,279,279,1.0
MOBILE,HOLY NAME OF JESUS CHURCH 1,State House,101.0,541,541,1.0
MOBILE,HOLY NAME OF JESUS CHURCH 1,State Senate,34.0,541,541,1.0
MOBILE,HOLY NAME OF JESUS CHURCH 2,State House,101.0,684,684,1.0
MOBILE,HOLY NAME OF JESUS CHURCH 2,State Senate,34.0,684,684,1.0
MOBILE,HOPE CHAPEL A M E Z 1,State House,98.0,438,438,1.0
MOBILE,HOPE CHAPEL A M E Z 1,State House,102.0,0,438,0.0
MOBILE,HOPE CHAPEL A M E Z 1,State Senate,33.0,438,438,1.0
MOBILE,HOPE CHAPEL A M E Z 1,State Senate,34.0,0,438,0.0
MOBILE,HOPE CHAPEL A M E Z 2,State House,98.0,279,279,1.0
MOBILE,HOPE CHAPEL A M E Z 2,State House,102.0,0,279,0.0
MOBILE,HOPE CHAPEL A M E Z 2,State Senate,33.0,279,279,1.0
MOBILE,HOPE CHAPEL A M E Z 2,State Senate,34.0,0,279,0.0
MOBILE,INDIAN SPRINGS BAPTIST CHURCH 1,State House,96.0,0,298,0.0
MOBILE,INDIAN SPRINGS BAPTIST CHURCH 1,State House,99.0,298,298,1.0
MOBILE,INDIAN SPRINGS BAPTIST CHURCH 1,State Senate,22.0,0,298,0.0
MOBILE,INDIAN SPRINGS BAPTIST CHURCH 1,State Senate,33.0,0,298,0.0
MOBILE,INDIAN SPRINGS BAPTIST CHURCH 1,State Senate,34.0,298,298,1.0
MOBILE,INDIAN SPRINGS BAPTIST CHURCH 2,State House,96.0,0,226,0.0
MOBILE,INDIAN SPRINGS BAPTIST CHURCH 2,State House,99.0,226,226,1.0
MOBILE,INDIAN SPRINGS BAPTIST CHURCH 2,State Senate,22.0,0,226,0.0
MOBILE,INDIAN SPRINGS BAPTIST CHURCH 2,State Senate,33.0,0,226,0.0
MOBILE,INDIAN SPRINGS BAPTIST CHURCH 2,State Senate,34.0,226,226,1.0
MOBILE,J C DAVIS AUDITORIUM 1,State House,96.0,14,496,0.028225806451612902
MOBILE,J C DAVIS AUDITORIUM 1,State House,97.0,368,496,0.7419354838709677
MOBILE,J C DAVIS AUDITORIUM 1,State House,98.0,114,496,0.22983870967741934
MOBILE,J C DAVIS AUDITORIUM 1,State Senate,33.0,227,496,0.4576612903225806
MOBILE,J C DAVIS AUDITORIUM 1,State Senate,34.0,269,496,0.5423387096774194
MOBILE,J C DAVIS AUDITORIUM 2,State House,96.0,13,508,0.025590551181102362
MOBILE,J C DAVIS AUDITORIUM 2,State House,97.0,369,508,0.7263779527559056
MOBILE,J C DAVIS AUDITORIUM 2,State House,98.0,126,508,0.24803149606299213
MOBILE,J C DAVIS AUDITORIUM 2,State Senate,33.0,235,508,0.4625984251968504
MOBILE,J C DAVIS AUDITORIUM 2,State Senate,34.0,273,508,0.5374015748031497
MOBILE,JAMES SEALS JR PARK RECREATION 1,State House,97.0,358,358,1.0
MOBILE,JAMES SEALS JR PARK RECREATION 1,State Senate,33.0,358,358,1.0
MOBILE,JAMES SEALS JR PARK RECREATION 2,State House,97.0,170,170,1.0
MOBILE,JAMES SEALS JR PARK RECREATION 2,State Senate,33.0,170,170,1.0
MOBILE,JOSEPH DOTCH COMMUNITY CENTER 1,State House,98.0,357,399,0.8947368421052632
MOBILE,JOSEPH DOTCH COMMUNITY CENTER 1,State House,99.0,42,399,0.10526315789473684
MOBILE,JOSEPH DOTCH COMMUNITY CENTER 1,State Senate,33.0,399,399,1.0
MOBILE,JOSEPH DOTCH COMMUNITY CENTER 2,State House,98.0,331,370,0.8945945945945946
MOBILE,JOSEPH DOTCH COMMUNITY CENTER 2,State House,99.0,39,370,0.10540540540540541
MOBILE,JOSEPH DOTCH COMMUNITY CENTER 2,State Senate,33.0,370,370,1.0
MOBILE,KATE SHEPARD SCHOOL 1,State House,103.0,0,207,0.0
MOBILE,KATE SHEPARD SCHOOL 1,State House,104.0,207,207,1.0
MOBILE,KATE SHEPARD SCHOOL 1,State Senate,35.0,207,207,1.0
MOBILE,KATE SHEPARD SCHOOL 2,State House,103.0,0,587,0.0
MOBILE,KATE SHEPARD SCHOOL 2,State House,104.0,587,587,1.0
MOBILE,KATE SHEPARD SCHOOL 2,State Senate,35.0,587,587,1.0
MOBILE,LAFITTE BAPTIST CHURCH 1,State House,98.0,802,817,0.981640146878825
MOBILE,LAFITTE BAPTIST CHURCH 1,State House,99.0,15,817,0.01835985312117503
MOBILE,LAFITTE BAPTIST CHURCH 1,State House,102.0,0,817,0.0
MOBILE,LAFITTE BAPTIST CHURCH 1,State Senate,34.0,817,817,1.0
MOBILE,LAFITTE BAPTIST CHURCH 2,State House,98.0,687,694,0.9899135446685879
MOBILE,LAFITTE BAPTIST CHURCH 2,State House,99.0,7,694,0.010086455331412104
MOBILE,LAFITTE BAPTIST CHURCH 2,State House,102.0,0,694,0.0
MOBILE,LAFITTE BAPTIST CHURCH 2,State Senate,34.0,694,694,1.0
MOBILE,LIVING WORD CHURCH 1,State House,100.0,784,784,1.0
MOBILE,LIVING WORD CHURCH 1,State Senate,34.0,593,784,0.7563775510204082
MOBILE,LIVING WORD CHURCH 1,State Senate,35.0,191,784,0.24362244897959184
MOBILE,LIVING WORD CHURCH 2,State House,100.0,828,828,1.0
MOBILE,LIVING WORD CHURCH 2,State Senate,34.0,593,828,0.716183574879227
MOBILE,LIVING WORD CHURCH 2,State Senate,35.0,235,828,0.28381642512077293
MOBILE,LIVING WORD CHURCH 3,State House,100.0,226,226,1.0
MOBILE,LIVING WORD CHURCH 3,State Senate,34.0,179,226,0.7920353982300885
MOBILE,LIVING WORD CHURCH 3,State Senate,35.0,47,226,0.2079646017699115
MOBILE,MAE EANES SCHOOL 1,State House,103.0,729,729,1.0
MOBILE,MAE EANES SCHOOL 1,State Senate,33.0,729,729,1.0
MOBILE,MAE EANES SCHOOL 2,State House,103.0,436,436,1.0
MOBILE,MAE EANES SCHOOL 2,State Senate,33.0,436,436,1.0
MOBILE,MEADOWLAKE ELEMENTARY 1,State House,104.0,693,693,1.0
MOBILE,MEADOWLAKE ELEMENTARY 1,State Senate,35.0,693,693,1.0
MOBILE,MEADOWLAKE ELEMENTARY 2,State House,104.0,612,612,1.0
MOBILE,MEADOWLAKE ELEMENTARY 2,State Senate,35.0,612,612,1.0
MOBILE,MOBILE MUSEUM OF ART 1,State House,99.0,67,663,0.10105580693815988
MOBILE,MOBILE MUSEUM OF ART 1,State House,101.0,596,663,0.8989441930618401
MOBILE,MOBILE MUSEUM OF ART 1,State Senate,33.0,84,663,0.12669683257918551
MOBILE,MOBILE MUSEUM OF ART 1,State Senate,34.0,579,663,0.8733031674208145
MOBILE,MOBILE MUSEUM OF ART 2,State House,99.0,28,252,0.1111111111111111
MOBILE,MOBILE MUSEUM OF ART 2,State House,101.0,224,252,0.8888888888888888
MOBILE,MOBILE MUSEUM OF ART 2,State Senate,33.0,35,252,0.1388888888888889
MOBILE,MOBILE MUSEUM OF ART 2,State Senate,34.0,217,252,0.8611111111111112
MOBILE,MOBILE REGIONAL SENIOR CENTER 1,State House,100.0,26,1104,0.02355072463768116
MOBILE,MOBILE REGIONAL SENIOR CENTER 1,State House,104.0,1078,1104,0.9764492753623188
MOBILE,MOBILE REGIONAL SENIOR CENTER 1,State Senate,35.0,1104,1104,1.0
MOBILE,MOBILE REGIONAL SENIOR CENTER 2,State House,100.0,30,755,0.039735099337748346
MOBILE,MOBILE REGIONAL SENIOR CENTER 2,State House,104.0,725,755,0.9602649006622517
MOBILE,MOBILE REGIONAL SENIOR CENTER 2,State Senate,35.0,755,755,1.0
MOBILE,MOBILE REGIONAL SENIOR CENTER 3,State House,100.0,19,715,0.026573426573426574
MOBILE,MOBILE REGIONAL SENIOR CENTER 3,State House,104.0,696,715,0.9734265734265735
MOBILE,MOBILE REGIONAL SENIOR CENTER 3,State Senate,35.0,715,715,1.0
MOBILE,MOFFETT RD ASSMBLY OF GOD 1,State House,99.0,756,845,0.8946745562130177
MOBILE,MOFFETT RD ASSMBLY OF GOD 1,State House,102.0,89,845,0.10532544378698225
MOBILE,MOFFETT RD ASSMBLY OF GOD 1,State Senate,33.0,845,845,1.0
MOBILE,MOFFETT RD ASSMBLY OF GOD 2,State House,99.0,677,784,0.8635204081632653
MOBILE,MOFFETT RD ASSMBLY OF GOD 2,State House,102.0,107,784,0.1364795918367347
MOBILE,MOFFETT RD ASSMBLY OF GOD 2,State Senate,33.0,784,784,1.0
MOBILE,MOUNT ARARAT BAPTIST CHURCH 1,State House,103.0,391,391,1.0
MOBILE,MOUNT ARARAT BAPTIST CHURCH 1,State Senate,35.0,391,391,1.0
MOBILE,MOUNT ARARAT BAPTIST CHURCH 2,State House,103.0,264,264,1.0
MOBILE,MOUNT ARARAT BAPTIST CHURCH 2,State Senate,35.0,264,264,1.0
MOBILE,MOUNT VERNON CIVIC CENTER 1,State House,98.0,150,185,0.8108108108108109
MOBILE,MOUNT VERNON CIVIC CENTER 1,State House,102.0,35,185,0.1891891891891892
MOBILE,MOUNT VERNON CIVIC CENTER 1,State Senate,22.0,125,185,0.6756756756756757
MOBILE,MOUNT VERNON CIVIC CENTER 1,State Senate,34.0,60,185,0.32432432432432434
MOBILE,MOUNT VERNON CIVIC CENTER 2,State House,98.0,210,278,0.7553956834532374
MOBILE,MOUNT VERNON CIVIC CENTER 2,State House,102.0,68,278,0.2446043165467626
MOBILE,MOUNT VERNON CIVIC CENTER 2,State Senate,22.0,199,278,0.7158273381294964
MOBILE,MOUNT VERNON CIVIC CENTER 2,State Senate,34.0,79,278,0.2841726618705036
