result_unit_id,county,result_precinct,result_precinct_norm,result_match_norm,source_file,source_layout,is_non_geographic,vtd_geoid,vtd_code,vtd_name,vtd_name_norm,match_method,match_score,score_margin,candidate_count,candidate_2_name,candidate_2_score,candidate_3_name,candidate_3_score,accepted_match,needs_review,review_reason,accepted_units_for_vtd,relationship_note,house_inferred_districts,senate_inferred_districts,house_spatial_districts,senate_spatial_districts,house_district_compatible,senate_district_compatible,district_validation,validated_match,accepted_conflict
2015,JEFFERSON,1200 - NORWOOD COMMUNITY,1200 NORWOOD COMMUNITY,NORWOOD COMMUNITY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001200,001200,Norwood Comm Ctr,NORWOOD COMMUNITY CENTER,fuzzy_high,95.0,9.5,1,MOUNTAIN BROOK COMMUNITY CHURCH,85.5,AFTON LEE COMMUNITY CENTER,85.5,True,False,,1,,,,54;59,18,,,no_election_evidence,False,False
2016,JEFFERSON,1210 - GLEN OAKS ELEMENT,1210 GLEN OAKS ELEMENT,GLEN OAKS ELEMENT,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001210,001210,Glen Oaks Elementary,GLEN OAKS ELEMENTARY,fuzzy_medium,91.89,16.22,1,GLEN IRIS ELEMENTARY,75.68,INGLENOOK ELEMENTARY,75.68,True,False,,1,,,,57,19,,,no_election_evidence,False,False
2017,JEFFERSON,1220 - WILLOW WOOD RECRE,1220 WILLOW WOOD RECRE,WILLOW WOOD RECRE,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001220,001220,Willow Wood Rec Ctr,WILLOW WOOD RECREATION CENTER,fuzzy_medium,90.0,26.47,1,HEMPHILL SCHOOL RECREATION CENTER,63.53,HOMEWOOD LIBRARY,48.48,True,False,,1,,,,59,18,,,no_election_evidence,False,False
2018,JEFFERSON,1230 - NEW RISING STAR M,1230 NEW RISING STAR M,NEW RISING STAR M,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001230,001230,New Rising Star Church,NEW RISING STAR CHURCH,review,89.06,3.56,1,NEW MERKEL CAHABA HTS CENTER,85.5,NEW BEGINNING CHURCH,54.05,False,True,low_or_ambiguous_score,,,,,54;58,18,,,no_election_evidence,False,False
2019,JEFFERSON,1240 - MT_ PILGRIM BAPTI,1240 MOUNT PILGRIM BAPTI,MOUNT PILGRIM BAPTI,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002270,002270,Mt Zion Missionary Baptist,MOUNT ZION MISSIONARY BAPTIST,review,85.5,8.31,1,MOUNT PILGRIM CHURCH,77.19,MOUNT HEBRON BAPTIST,66.67,False,True,low_or_ambiguous_score,,,,,57,19,,,no_election_evidence,False,False
2020,JEFFERSON,1250 - HILLVIEW FIRE STA,1250 HILLVIEW FIRE STA,HILLVIEW FIRE STA,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002240,002240,Fire Dept Admin Bldg,FIRE DEPARTMENT ADMIN BUILDING,review,85.5,0.0,3,BIRMINGHAM FIRE DEPARTMENT 12,85.5,FAIRFIELD FIRE DEPARTMENT 1,85.5,False,True,low_or_ambiguous_score,,,,,56,19,,,no_election_evidence,False,False
2021,JEFFERSON,1260 - CALVARY RESURRECT,1260 CALVARY RESURRECT,CALVARY RESURRECT,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002070,002070,Central Park Rec Ctr,CENTRAL PARK RECREATION CENTER,review,52.94,5.29,1,ENSLEY PARK RECREATION CENTER,47.65,SYLVAN SPRINGS UMC,45.71,False,True,low_or_ambiguous_score,,,,,52,19,,,no_election_evidence,False,False
2022,JEFFERSON,1270 - HOOPER CITY RECRE,1270 HOOPER CITY RECRE,HOOPER CITY RECRE,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001270,001270,Hooper City Rec Ctr,HOOPER CITY RECREATION CENTER,review,90.0,4.5,1,ROOSEVELT CITY COMMUNITY CENTER,85.5,WILLOW WOOD RECREATION CENTER,58.97,False,True,low_or_ambiguous_score,,,,,59;60,20,,,no_election_evidence,False,False
2023,JEFFERSON,1280 - OLIVER ELEMENTARY,1280 OLIVER ELEMENTARY,OLIVER ELEMENTARY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001280,001280,Oliver Elementary,OLIVER ELEMENTARY,exact_normalized,100.0,100.0,1,ROOSEVELT CITY COMMUNITY CENTER,85.5,WILLOW WOOD RECREATION CENTER,58.97,True,False,,1,,,,54;58;59,18,,,no_election_evidence,False,False
2024,JEFFERSON,1290 - NORTH BIRMINGHAM,1290 NORTH BIRMINGHAM,NORTH BIRMINGHAM,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001300,001300,North Birmingham Library,NORTH BIRMINGHAM LIBRARY,review,90.0,0.0,2,NORTH BIRMINGHAM RECREATION CENTER,90.0,BIRMINGHAM BOTANICAL GARDENS,85.5,False,True,low_or_ambiguous_score,,,,,54;59,20,,,no_election_evidence,False,False
2025,JEFFERSON,1300 - NORTH BHAM PULBIC,1300 NORTH BHAM PULBIC,NORTH BHAM PULBIC,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001290,001290,North Birmingham Rec Ctr,NORTH BIRMINGHAM RECREATION CENTER,review,85.5,22.09,1,NORTH BIRMINGHAM LIBRARY,63.41,NORTH PARK BAPTIST,57.14,False,True,low_or_ambiguous_score,,,,,59,20,,,no_election_evidence,False,False
2026,JEFFERSON,1310 - BIRMNGHAM FIRE ST,1310 BIRMNGHAM FIRE SAINT,BIRMNGHAM FIRE SAINT,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002240,002240,Fire Dept Admin Bldg,FIRE DEPARTMENT ADMIN BUILDING,review,85.5,0.0,2,SAINT PETER THE APOSTLE CHURCH,85.5,BIRMINGHAM FIRE DEPARTMENT 12,73.47,False,True,low_or_ambiguous_score,,,,,56,19,,,no_election_evidence,False,False
2027,JEFFERSON,1320 - SANDUSKY COMMUNIT,1320 SANDUSKY COMMUNIT,SANDUSKY COMMUNIT,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001320,001320,Sandusky Comm Ctr,SANDUSKY COMMUNITY CENTER,review,80.95,21.76,1,BROOKLANE COMMUNITY CHURCH,59.19,BROWNSVILLE COMMUNITY CENTER,59.19,False,True,low_or_ambiguous_score,,,,,55;60,19,,,no_election_evidence,False,False
2028,JEFFERSON,1330 - MORTON SIMPSON CO,1330 MORTON SIMPSON COUNTY,MORTON SIMPSON COUNTY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001330,001330,Morton Simpson Comm Ctr,MORTON SIMPSON COMMUNITY CENTER,review,80.77,18.65,1,THOMPSON MANOR COMMUNITY CENTER,62.12,MOUNT ZION COMMUNITY CHURCH,58.33,False,True,low_or_ambiguous_score,,,,,59,18,,,no_election_evidence,False,False
2029,JEFFERSON,1340 - MOUNT HEBRON BAPT,1340 MOUNT HEBRON BAPTIST,MOUNT HEBRON BAPTIST,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001340,001340,Mount Hebron Baptist,MOUNT HEBRON BAPTIST,exact_normalized,100.0,100.0,1,THOMPSON MANOR COMMUNITY CENTER,62.12,MOUNT ZION COMMUNITY CHURCH,58.33,True,False,,1,,,,60,20,,,no_election_evidence,False,False
2030,JEFFERSON,1350 - C_ J_ DONALD ELEM,1350 C J DONALD ELEMENTARY,C J DONALD ELEMENTARY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001350,001350,CJ Donald Elementary,CJ DONALD ELEMENTARY,fuzzy_high,97.56,22.56,1,AVONDALE ELEMENTARY,75.0,MINOR ELEMENTARY,73.08,True,False,,1,,,,55,19,,,no_election_evidence,False,False
2031,JEFFERSON,1360 - NORTH AVONDALE PU,1360 NORTH AVONDALE PU,NORTH AVONDALE PU,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001360,001360,North Avondale Library,NORTH AVONDALE LIBRARY,review,85.81,0.31,2,NORTH BIRMINGHAM RECREATION CENTER,85.5,AVONDALE LIBRARY,63.33,False,True,low_or_ambiguous_score,,,,,54,18,,,no_election_evidence,False,False
2032,JEFFERSON,1370 - LIVELY HOPE BAPTI,1370 LIVELY HOPE BAPTI,LIVELY HOPE BAPTI,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001370,001370,Lively Hope Baptist,LIVELY HOPE BAPTIST,fuzzy_high,94.44,29.58,1,LIBERTY PARK BAPTIST,64.86,VALLEY CREEK BAPTIST,59.46,True,False,,1,,,,60,20,,,no_election_evidence,False,False
2033,JEFFERSON,1380 - ST_ MARY'S CATHOL,1380 SAINT MARY S CATHOL,SAINT MARY S CATHOL,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001380,001380,St Mary's Catholic,SAINT MARY S CATHOLIC,fuzzy_high,95.0,9.5,1,SAINT PETER THE APOSTLE CHURCH,85.5,SAINT THOMAS EPISCOPAL,64.88,True,False,,1,,,,57,19,,,no_election_evidence,False,False
2034,JEFFERSON,1390 - LEWIS ELEMENTARY,1390 LEWIS ELEMENTARY,LEWIS ELEMENTARY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002060,002060,Charles Brown Elementary,CHARLES BROWN ELEMENTARY,review,85.5,0.0,3,SOUTH HAMPTON ELEMENTARY,85.5,MOUNTAIN BROOK ELEMENTARY,85.5,False,True,low_or_ambiguous_score,,,,,55,19,,,no_election_evidence,False,False
2035,JEFFERSON,1400 - FAIRFIELD CITY HA,1400 FAIRFIELD CITY HA,FAIRFIELD CITY HA,Jefferson 2014 General Precinct.xls,contest_rows,False,01073001400,001400,Fairfield City Hall,FAIRFIELD CITY HALL,fuzzy_high,94.44,8.94,1,FAIRFIELD FIRE DEPARTMENT 1,85.5,HOOPER CITY RECREATION CENTER,85.5,True,False,,1,,,,57,19,,,no_election_evidence,False,False
2036,JEFFERSON,2010 - LEGION FIELD LOBB,2010 LEGION FIELD LOBB,LEGION FIELD LOBB,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002010,002010,Legion Field Gate 7,LEGION FIELD GATE 7,review,78.62,30.97,1,DOLOMITE WESTFIELD COMMUNITY CENTER,47.65,FAIRFIELD FIRE DEPARTMENT 1,46.67,False,True,low_or_ambiguous_score,,,,,55;60,18,,,no_election_evidence,False,False
2037,JEFFERSON,2020 - HOMEWOOD SENIOR C,2020 HOMEWOOD SENIOR C,HOMEWOOD SENIOR C,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002020,002020,Homewood Senior Ctr,HOMEWOOD SENIOR CENTER,fuzzy_medium,89.06,22.4,1,HOMEWOOD LIBRARY,66.67,HOMEWOOD EXCPT FOUNDATION,63.33,True,False,,1,,,,52,18,,,no_election_evidence,False,False
2038,JEFFERSON,2030 - HIGHLAND PARK GOL,2030 HIGHLAND PARK GOL,HIGHLAND PARK GOL,Jefferson 2014 General Precinct.xls,contest_rows,False,01073005010,005010,Hoover Park & Rec Ctr,HOOVER PARK AND RECREATION CENTER,review,85.5,0.0,3,CENTRAL PARK RECREATION CENTER,85.5,HARRISON PARK RECREATION CENTER,85.5,False,True,low_or_ambiguous_score,,,,,47,16,,,no_election_evidence,False,False
2039,JEFFERSON,2040 - ENSLEY PARK RECRE,2040 ENSLEY PARK RECRE,ENSLEY PARK RECRE,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002040,002040,Ensley Park Rec Ctr,ENSLEY PARK RECREATION CENTER,review,90.0,4.5,1,HOOVER PARK AND RECREATION CENTER,85.5,CENTRAL PARK RECREATION CENTER,85.5,False,True,low_or_ambiguous_score,,,,,55,19,,,no_election_evidence,False,False
2040,JEFFERSON,2050 - HARRISON PARK REC,2050 HARRISON PARK RECREATION,HARRISON PARK RECREATION,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002050,002050,Harrison Park Rec Ctr,HARRISON PARK RECREATION CENTER,fuzzy_high,95.0,9.5,1,BLUFF PARK UMC,85.5,DON HAWKINS PARK AND RECREATION CENTER,85.5,True,False,,1,,,,52,18,,,no_election_evidence,False,False
2041,JEFFERSON,2060 - CHARLES A BROWN E,2060 CHARLES A BROWN E,CHARLES A BROWN E,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002060,002060,Charles Brown Elementary,CHARLES BROWN ELEMENTARY,review,82.33,26.45,1,BRYANT CHAPEL AME,55.88,HARRISON PARK RECREATION CENTER,50.0,False,True,low_or_ambiguous_score,,,,,55,19,,,no_election_evidence,False,False
2042,JEFFERSON,2070 - CENTRAL PARK RECR,2070 CENTRAL PARK RECR,CENTRAL PARK RECR,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002070,002070,Central Park Rec Ctr,CENTRAL PARK RECREATION CENTER,review,90.0,4.5,1,HOOVER PARK AND RECREATION CENTER,85.5,HARRISON PARK RECREATION CENTER,85.5,False,True,low_or_ambiguous_score,,,,,52,19,,,no_election_evidence,False,False
2043,JEFFERSON,2080 - RAMSAY ALTERNATIV,2080 RAMSAY ALTERNATIV,RAMSAY ALTERNATIV,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002080,002080,Ramsay Alt High,RAMSAY ALT HIGH,review,68.75,18.75,1,MAYTOWN BAPTIST,50.0,CENTRAL PARK RECREATION CENTER,47.65,False,True,low_or_ambiguous_score,,,,,52;55,18,,,no_election_evidence,False,False
2044,JEFFERSON,2090 - SIXTH AVENUE BAPTI,2090 SIXTH AVENUE BAPTI,SIXTH AVENUE BAPTI,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002090,002090,Sixth Ave Baptist,SIXTH AVE BAPTIST,review,85.71,27.66,1,ADAMSVILLE BAPTIST,58.06,SHADES CREST BAPTIST,57.89,False,True,low_or_ambiguous_score,,,,,52;55,18,,,no_election_evidence,False,False
2045,JEFFERSON,2090 - SIXTH AVENUE BAPTIS,2090 SIXTH AVENUE BAPTIS,SIXTH AVENUE BAPTIS,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002090,002090,Sixth Ave Baptist,SIXTH AVE BAPTIST,fuzzy_medium,88.89,27.35,1,SHADES CREST BAPTIST,61.54,BETHEL BAPTIST,60.61,True,False,,1,,,,52;55,18,,,no_election_evidence,False,False
2046,JEFFERSON,2100 - MEMORIAL RECREATI,2100 MEMORIAL RECREATI,MEMORIAL RECREATI,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002100,002100,Memorial Rec Ctr,MEMORIAL RECREATION CENTER,fuzzy_medium,90.0,24.62,1,HEMPHILL SCHOOL RECREATION CENTER,65.38,CENTRAL PARK RECREATION CENTER,63.53,True,False,,1,,,,55,18,,,no_election_evidence,False,False
2047,JEFFERSON,2110 - SOUTHSIDE HOMES C,2110 SOUTHSIDE HOMES C,SOUTHSIDE HOMES C,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002110,002110,Southside Homes Comm Ctr,SOUTHSIDE HOMES COMMUNITY CENTER,fuzzy_medium,90.0,24.23,1,SOUTHSIDE BRANCH LIBRARY,65.77,SOUTHTOWN HOUSING COMMUNITY CENTER,52.26,True,False,,1,,,,56,19,,,no_election_evidence,False,False
2048,JEFFERSON,2120 - DUNBAR-ABRAMS COM,2120 DUNBAR ABRAMS COM,DUNBAR ABRAMS COM,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002120,002120,Dunbar-Abrams Comm Ctr,DUNBAR ABRAMS COMMUNITY CENTER,fuzzy_medium,90.0,37.06,1,MOUNTAIN BROOK COMMUNITY CHURCH,52.94,THOMPSON MANOR COMMUNITY CENTER,45.26,True,False,,1,,,,56,19,,,no_election_evidence,False,False
2049,JEFFERSON,2130 - MINOR ELEMENTARY,2130 MINOR ELEMENTARY,MINOR ELEMENTARY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002130,002130,Minor Elementary,MINOR ELEMENTARY,exact_normalized,100.0,100.0,1,MOUNTAIN BROOK COMMUNITY CHURCH,52.94,THOMPSON MANOR COMMUNITY CENTER,45.26,True,False,,1,,,,60,18,,,no_election_evidence,False,False
2050,JEFFERSON,2140 - NEW BEGINNING CHU,2140 NEW BEGINNING CHU,NEW BEGINNING CHU,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002140,002140,New Beginning Church,NEW BEGINNING CHURCH,review,91.89,6.39,1,NEW MERKEL CAHABA HTS CENTER,85.5,NEW RISING STAR CHURCH,61.54,False,True,low_or_ambiguous_score,,,,,56,19,,,no_election_evidence,False,False
2051,JEFFERSON,2150 - BRIGHTON SENIOR C,2150 BRIGHTON SENIOR C,BRIGHTON SENIOR C,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002150,002150,Brighton Senior Ctr,BRIGHTON SENIOR CENTER,fuzzy_medium,89.06,27.52,1,IRONDALE SENIOR CENTER,61.54,MORRIS SENIOR CENTER,59.46,True,False,,1,,,,57,19,,,no_election_evidence,False,False
2052,JEFFERSON,2160 - JEFFERSON COUNTY,2160 JEFFERSON COUNTY,JEFFERSON COUNTY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073003260,003260,West Jefferson Rec Ctr,WEST JEFFERSON RECREATION CENTER,review,85.5,7.72,1,JEFFERSON COURTHOUSE,77.78,MORTON SIMPSON COMMUNITY CENTER,56.25,False,True,low_or_ambiguous_score,,,,,16,5,,,no_election_evidence,False,False
2053,JEFFERSON,2170 - HEMPHILL SCHOOL RE,2170 HEMPHILL SCHOOL RE,HEMPHILL SCHOOL RE,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002170,002170,Hemphill School Rec Ctr,HEMPHILL SCHOOL RECREATION CENTER,fuzzy_medium,90.0,30.0,1,HUDSON MIDDLE SCHOOL,60.0,CORNER SCHOOL,60.0,True,False,,1,,,,52;55,18,,,no_election_evidence,False,False
2054,JEFFERSON,2180 - AVONDALE PUBLIC L,2180 AVONDALE PUBLIC L,AVONDALE PUBLIC L,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002180,002180,Avondale Library,AVONDALE LIBRARY,review,66.67,5.87,1,NORTH AVONDALE LIBRARY,60.8,AVONDALE ELEMENTARY,60.8,False,True,low_or_ambiguous_score,,,,,54,18,,,no_election_evidence,False,False
2055,JEFFERSON,2190 - WIGGNS LIBRARY &,2190 WIGGNS LIBRARY AND,WIGGNS LIBRARY AND,Jefferson 2014 General Precinct.xls,contest_rows,False,01073005010,005010,Hoover Park & Rec Ctr,HOOVER PARK AND RECREATION CENTER,review,85.5,0.0,3,DON HAWKINS PARK AND RECREATION CENTER,85.5,WIGGINS LIBRARY,84.85,False,True,low_or_ambiguous_score,,,,,47,16,,,no_election_evidence,False,False
2056,JEFFERSON,2200 - CENTRAL PARK ELEM,2200 CENTRAL PARK ELEMENTARY,CENTRAL PARK ELEMENTARY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002200,002200,Central Park Elementary,CENTRAL PARK ELEMENTARY,exact_normalized,100.0,100.0,1,DON HAWKINS PARK AND RECREATION CENTER,85.5,WIGGINS LIBRARY,84.85,True,False,,1,,,,55,19,,,no_election_evidence,False,False
2057,JEFFERSON,2210 - JONESBORO ELEMENT,2210 JONESBORO ELEMENT,JONESBORO ELEMENT,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002210,002210,Jonesboro Elementary,JONESBORO ELEMENTARY,fuzzy_medium,91.89,25.23,1,MINOR ELEMENTARY,66.67,ROBINSON ELEMENTARY,66.67,True,False,,1,,,,56,19,,,no_election_evidence,False,False
2058,JEFFERSON,2220 - GLEN IRIS ELEMENT,2220 GLEN IRIS ELEMENT,GLEN IRIS ELEMENT,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002220,002220,Glen Iris Elementary,GLEN IRIS ELEMENTARY,fuzzy_medium,91.89,16.22,1,GLEN OAKS ELEMENTARY,75.68,INGLENOOK ELEMENTARY,64.86,True,False,,1,,,,55,18,,,no_election_evidence,False,False
2059,JEFFERSON,2230 - AVONDALE ELEMENTA,2230 AVONDALE ELEMENTA,AVONDALE ELEMENTA,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002230,002230,Avondale Elementary,AVONDALE ELEMENTARY,fuzzy_high,94.44,23.86,1,OLIVER ELEMENTARY,70.59,CJ DONALD ELEMENTARY,70.27,True,False,,1,,,,54,18,,,no_election_evidence,False,False
2060,JEFFERSON,2240 - FIRE DEPARTMENT A,2240 FIRE DEPARTMENT A,FIRE DEPARTMENT A,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002240,002240,Fire Dept Admin Bldg,FIRE DEPARTMENT ADMIN BUILDING,review,90.0,0.94,2,MINOR FIRE DEPARTMENT,89.06,BIRMINGHAM FIRE DEPARTMENT 12,85.5,False,True,low_or_ambiguous_score,,,,,56,19,,,no_election_evidence,False,False
2061,JEFFERSON,2250 - MORE THAN CONQUER,2250 MORE THAN CONQUER,MORE THAN CONQUER,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002250,002250,More Than Conquerors Church,MORE THAN CONQUERORS CHURCH,fuzzy_medium,90.0,35.95,1,MORRIS SENIOR CENTER,54.05,FORESTDALE SQUARE,52.94,True,False,,1,,,,52,18,,,no_election_evidence,False,False
2062,JEFFERSON,2260 - WILKERSON MIDDLE,2260 WILKERSON MIDDLE,WILKERSON MIDDLE,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002260,002260,Wilkerson Middle School,WILKERSON MIDDLE SCHOOL,fuzzy_high,95.0,39.44,1,HUDSON MIDDLE SCHOOL,55.56,LM SMITH MIDDLE SCHOOL,51.82,True,False,,1,,,,54;60,18;20,,,no_election_evidence,False,False
2063,JEFFERSON,2270 - MOUNT ZION MISSIO,2270 MOUNT ZION MISSIO,MOUNT ZION MISSIO,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002270,002270,Mt Zion Missionary Baptist,MOUNT ZION MISSIONARY BAPTIST,review,90.0,4.5,1,MOUNT ZION COMMUNITY CHURCH,85.5,MOUNT OLIVE COMMUNITY CENTER,85.5,False,True,low_or_ambiguous_score,,,,,57,19,,,no_election_evidence,False,False
2064,JEFFERSON,2280 - WEST END ACADEMY,2280 WEST END ACADEMY,WEST END ACADEMY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002280,002280,West End Academy,WEST END ACADEMY,exact_normalized,100.0,100.0,1,MOUNT ZION COMMUNITY CHURCH,85.5,MOUNT OLIVE COMMUNITY CENTER,85.5,True,False,,1,,,,52,18,,,no_election_evidence,False,False
2065,JEFFERSON,2290 - EAST ENSLEY PUBLI,2290 EAST ENSLEY PUBLI,EAST ENSLEY PUBLI,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002040,002040,Ensley Park Rec Ctr,ENSLEY PARK RECREATION CENTER,review,85.5,7.72,1,EAST ENSLEY LIBRARY,77.78,SHEPHERD CENTER EAST,51.35,False,True,low_or_ambiguous_score,,,,,55,19,,,no_election_evidence,False,False
2066,JEFFERSON,2300 - BUSH HILL ACADEMY,2300 BUSH HILL ACADEMY,BUSH HILL ACADEMY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002300,002300,Bush Hills Academy,BUSH HILLS ACADEMY,fuzzy_high,97.14,36.54,1,WEST END ACADEMY,60.61,FIRE DEPARTMENT ADMIN BUILDING,50.67,True,False,,1,,,,60,20,,,no_election_evidence,False,False
2067,JEFFERSON,2310 - MT_ ZION COMMUNIT,2310 MOUNT ZION COMMUNIT,MOUNT ZION COMMUNIT,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002270,002270,Mt Zion Missionary Baptist,MOUNT ZION MISSIONARY BAPTIST,review,85.5,2.89,1,MOUNT ZION COMMUNITY CHURCH,82.61,MOUNTAIN BROOK COMMUNITY CHURCH,73.95,False,True,low_or_ambiguous_score,,,,,57,19,,,no_election_evidence,False,False
2068,JEFFERSON,2320 - MINISTRY CENTER A,2320 MINISTRY CENTER A,MINISTRY CENTER A,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002320,002320,Ministry Ctr Green Spgs,MINISTRY CENTER GREEN SPGS,review,87.27,1.77,3,NEW MERKEL CAHABA HTS CENTER,85.5,HOOVER PARK AND RECREATION CENTER,85.5,False,True,low_or_ambiguous_score,,,,,52;55,18,,,no_election_evidence,False,False
2069,JEFFERSON,2330 - HENRY CRUMPTON RE,2330 HENRY CRUMPTON RE,HENRY CRUMPTON RE,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002330,002330,Henry Crumpton Rec Ctr,HENRY CRUMPTON RECREATION CENTER,fuzzy_medium,90.0,37.74,1,HOOPER CITY RECREATION CENTER,52.26,BRIGHTON SENIOR CENTER,48.72,True,False,,1,,,,52,18,,,no_election_evidence,False,False
2070,JEFFERSON,2340 - THOMPSON MANOR CO,2340 THOMPSON MANOR COUNTY,THOMPSON MANOR COUNTY,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002340,002340,Thompson Manor Comm Ctr,THOMPSON MANOR COMMUNITY CENTER,review,80.77,18.65,1,MORTON SIMPSON COMMUNITY CENTER,62.12,HOMEWOOD SENIOR CENTER,55.81,False,True,low_or_ambiguous_score,,,,,56,19,,,no_election_evidence,False,False
2071,JEFFERSON,2350 - SHADY GROVE BAPTI,2350 SHADY GROVE BAPTI,SHADY GROVE BAPTI,Jefferson 2014 General Precinct.xls,contest_rows,False,01073003030,003030,Pleasant Grove Baptist,PLEASANT GROVE BAPTIST,review,71.79,1.52,2,SHADES CREST BAPTIST,70.27,OAK GROVE FIRST BAPTIST,66.5,False,True,low_or_ambiguous_score,,,,,15;57,19,,,no_election_evidence,False,False
2072,JEFFERSON,2360 - BESSEMER CITY HAL,2360 BESSEMER CITY HAL,BESSEMER CITY HAL,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002360,002360,Bessemer City Hall,BESSEMER CITY HALL,fuzzy_high,97.14,11.64,1,HOOPER CITY RECREATION CENTER,85.5,BESSEMER FIRE DEPARTMENT 5,85.5,True,False,,1,,,,56,19,,,no_election_evidence,False,False
2073,JEFFERSON,2370 - NEW BETHEL BAPTIS,2370 NEW BETHEL BAPTIS,NEW BETHEL BAPTIS,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002370,002370,New Bethel Baptist,NEW BETHEL BAPTIST,fuzzy_high,97.14,11.64,1,NEW MERKEL CAHABA HTS CENTER,85.5,BETHEL BAPTIST,83.87,True,False,,1,,,,56,19,,,no_election_evidence,False,False
2074,JEFFERSON,2380 - FIVE POINTS WEST,2380 FIVE POINTS WEST,FIVE POINTS WEST,Jefferson 2014 General Precinct.xls,contest_rows,False,01073003260,003260,West Jefferson Rec Ctr,WEST JEFFERSON RECREATION CENTER,review,85.5,0.0,2,MAURICE WEST COMMUNITY CENTER,85.5,FIVE PTS WEST LIBRARY,70.27,False,True,low_or_ambiguous_score,,,,,16,5,,,no_election_evidence,False,False
2075,JEFFERSON,2390 - ROOSEVELT FIRST B,2390 ROOSEVELT FIRST B,ROOSEVELT FIRST B,Jefferson 2014 General Precinct.xls,contest_rows,False,01073003330,003330,First Baptist Booker Heights,FIRST BAPTIST BOOKER HEIGHTS,review,85.5,0.0,2,ROOSEVELT CITY COMMUNITY CENTER,85.5,OAK GROVE FIRST BAPTIST,60.0,False,True,low_or_ambiguous_score,,,,,57,19,,,no_election_evidence,False,False
2076,JEFFERSON,2400 - WENONAH HIGH SCHO,2400 WENONAH HIGH SCHO,WENONAH HIGH SCHO,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002400,002400,Wenonah High,WENONAH HIGH,fuzzy_high,95.0,40.0,1,WILKERSON MIDDLE SCHOOL,55.0,NEW BEGINNING CHURCH,48.65,True,False,,1,,,,57,18,,,no_election_evidence,False,False
2077,JEFFERSON,2410 - BRYANT CHAPEL AME,2410 BRYANT CHAPEL AME,BRYANT CHAPEL AME,Jefferson 2014 General Precinct.xls,contest_rows,False,01073002410,002410,Bryant Chapel AME,BRYANT CHAPEL AME,exact_normalized,100.0,100.0,1,WILKERSON MIDDLE SCHOOL,55.0,NEW BEGINNING CHURCH,48.65,True,False,,1,,,,56;57,19,,,no_election_evidence,False,False
